"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Oklahoma"	"40"	"2018"	"2018"	17	1520042	Unreliable
	"Oklahoma"	"40"	"2019"	"2019"	14	1520889	Unreliable
	"Oklahoma"	"40"	"2020"	"2020"	12	1524875	Unreliable
	"Oregon"	"41"	"2007"	"2007"	10	1489275	Unreliable
	"Oregon"	"41"	"2011"	"2011"	10	1534621	Unreliable
	"Oregon"	"41"	"2013"	"2013"	12	1541465	Unreliable
	"Oregon"	"41"	"2017"	"2017"	12	1590829	Unreliable
	"Oregon"	"41"	"2020"	"2020"	20	1603274	0.01247447
	"Pennsylvania"	"42"	"1999"	"1999"	13	4834977	Unreliable
	"Pennsylvania"	"42"	"2001"	"2001"	12	4860405	Unreliable
	"Pennsylvania"	"42"	"2002"	"2002"	11	4878152	Unreliable
	"Pennsylvania"	"42"	"2003"	"2003"	21	4896899	0.00428843
	"Pennsylvania"	"42"	"2004"	"2004"	14	4915803	Unreliable
	"Pennsylvania"	"42"	"2005"	"2005"	16	4936038	Unreliable
	"Pennsylvania"	"42"	"2006"	"2006"	28	4961183	0.00564382
	"Pennsylvania"	"42"	"2007"	"2007"	40	4978225	0.00803499
	"Pennsylvania"	"42"	"2008"	"2008"	28	4988098	0.00561336
	"Pennsylvania"	"42"	"2009"	"2009"	39	5006166	0.00779039
	"Pennsylvania"	"42"	"2010"	"2010"	33	5017444	0.00657705
	"Pennsylvania"	"42"	"2011"	"2011"	23	5028160	0.00457424
	"Pennsylvania"	"42"	"2012"	"2012"	30	5006702	0.00599197
	"Pennsylvania"	"42"	"2013"	"2013"	35	4985012	0.00702105
	"Pennsylvania"	"42"	"2014"	"2014"	35	4967641	0.00704560
	"Pennsylvania"	"42"	"2015"	"2015"	32	4951499	0.00646269
	"Pennsylvania"	"42"	"2016"	"2016"	41	4917355	0.00833782
	"Pennsylvania"	"42"	"2017"	"2017"	39	4902650	0.00795488
	"Pennsylvania"	"42"	"2018"	"2018"	29	4876574	0.00594680
	"Pennsylvania"	"42"	"2019"	"2019"	39	4845334	0.00804898
	"Pennsylvania"	"42"	"2020"	"2020"	25	4810960	0.00519647
	"Rhode Island"	"44"	"2001"	"2001"	0	426277	Unreliable
	"Rhode Island"	"44"	"2004"	"2004"	0	435534	Unreliable
	"Rhode Island"	"44"	"2005"	"2005"	0	433853	Unreliable
	"Rhode Island"	"44"	"2006"	"2006"	0	431982	Unreliable
	"Rhode Island"	"44"	"2017"	"2017"	0	416851	Unreliable
	"South Carolina"	"45"	"1999"	"1999"	10	1632081	Unreliable
	"South Carolina"	"45"	"2005"	"2005"	16	1745117	Unreliable
	"South Carolina"	"45"	"2007"	"2007"	20	1807466	0.01106522
	"South Carolina"	"45"	"2008"	"2008"	26	1835858	0.01416232
	"South Carolina"	"45"	"2009"	"2009"	23	1856951	0.01238589
	"South Carolina"	"45"	"2010"	"2010"	18	1868006	Unreliable
	"South Carolina"	"45"	"2011"	"2011"	19	1882063	Unreliable
	"South Carolina"	"45"	"2012"	"2012"	16	1889660	Unreliable
	"South Carolina"	"45"	"2013"	"2013"	17	1901095	Unreliable
	"South Carolina"	"45"	"2014"	"2014"	24	1915936	0.01252651
	"South Carolina"	"45"	"2015"	"2015"	20	1933616	0.01034332
	"South Carolina"	"45"	"2016"	"2016"	28	1948628	0.01436908
	"South Carolina"	"45"	"2017"	"2017"	24	1962982	0.01222630
	"South Carolina"	"45"	"2018"	"2018"	16	1977950	Unreliable
	"South Carolina"	"45"	"2019"	"2019"	24	1992156	0.01204725
	"South Carolina"	"45"	"2020"	"2020"	31	2009754	0.01542477
	"South Dakota"	"46"	"1999"	"1999"	0	291279	Unreliable
	"South Dakota"	"46"	"2000"	"2000"	0	292843	Unreliable
	"South Dakota"	"46"	"2002"	"2002"	0	295234	Unreliable
	"South Dakota"	"46"	"2003"	"2003"	0	296142	Unreliable
	"Tennessee"	"47"	"1999"	"1999"	12	2297118	Unreliable
	"Tennessee"	"47"	"2001"	"2001"	11	2339229	Unreliable
	"Tennessee"	"47"	"2002"	"2002"	10	2359552	Unreliable
	"Tennessee"	"47"	"2008"	"2008"	11	2533495	Unreliable
	"Tennessee"	"47"	"2009"	"2009"	10	2552264	Unreliable
	"Tennessee"	"47"	"2012"	"2012"	40	2590650	0.01544014
	"Tennessee"	"47"	"2013"	"2013"	28	2597311	0.01078038
	"Tennessee"	"47"	"2014"	"2014"	24	2608232	0.00920164
	"Tennessee"	"47"	"2015"	"2015"	29	2616892	0.01108185
	"Tennessee"	"47"	"2016"	"2016"	25	2624734	0.00952477
	"Tennessee"	"47"	"2017"	"2017"	39	2639068	0.01477794
	"Tennessee"	"47"	"2018"	"2018"	27	2649222	0.01019167
	"Tennessee"	"47"	"2019"	"2019"	30	2660179	0.01127744
	"Tennessee"	"47"	"2020"	"2020"	54	2672176	0.02020825
	"Texas"	"48"	"1999"	"1999"	34	8368720	0.00406275
	"Texas"	"48"	"2000"	"2000"	30	8494676	0.00353162
	"Texas"	"48"	"2001"	"2001"	41	8689433	0.00471837
	"Texas"	"48"	"2002"	"2002"	35	8841828	0.00395846
	"Texas"	"48"	"2003"	"2003"	60	8984454	0.00667820
	"Texas"	"48"	"2004"	"2004"	48	9128183	0.00525844
	"Texas"	"48"	"2005"	"2005"	70	9281007	0.00754229
	"Texas"	"48"	"2006"	"2006"	90	9527575	0.00944627
	"Texas"	"48"	"2007"	"2007"	79	9724366	0.00812392
	"Texas"	"48"	"2008"	"2008"	95	9915163	0.00958128
	"Texas"	"48"	"2009"	"2009"	127	10119981	0.01254943
	"Texas"	"48"	"2010"	"2010"	101	10262735	0.00984143
	"Texas"	"48"	"2011"	"2011"	130	10454393	0.01243496
	"Texas"	"48"	"2012"	"2012"	159	10573091	0.01503818
	"Texas"	"48"	"2013"	"2013"	167	10697806	0.01561068
	"Texas"	"48"	"2014"	"2014"	147	10892473	0.01349556
	"Texas"	"48"	"2015"	"2015"	157	11069496	0.01418312
	"Texas"	"48"	"2016"	"2016"	153	11182184	0.01368248
	"Texas"	"48"	"2017"	"2017"	147	11325577	0.01297947
	"Texas"	"48"	"2018"	"2018"	94	11458528	0.00820350
	"Texas"	"48"	"2019"	"2019"	89	11552850	0.00770373
	"Texas"	"48"	"2020"	"2020"	155	11674603	0.01327668
	"Utah"	"49"	"2007"	"2007"	11	1045268	Unreliable
	"Utah"	"49"	"2013"	"2013"	16	1164823	Unreliable
	"Utah"	"49"	"2014"	"2014"	12	1181594	Unreliable
	"Utah"	"49"	"2015"	"2015"	13	1201768	Unreliable
	"Utah"	"49"	"2017"	"2017"	10	1236362	Unreliable
	"Utah"	"49"	"2019"	"2019"	14	1274959	Unreliable
	"Vermont"	"50"	"2000"	"2000"	0	248678	Unreliable
	"Vermont"	"50"	"2001"	"2001"	0	250023	Unreliable
	"Vermont"	"50"	"2002"	"2002"	0	251189	Unreliable
	"Vermont"	"50"	"2004"	"2004"	0	253137	Unreliable
	"Vermont"	"50"	"2006"	"2006"	0	253368	Unreliable
	"Vermont"	"50"	"2007"	"2007"	0	252869	Unreliable
	"Vermont"	"50"	"2012"	"2012"	0	248241	Unreliable
	"Vermont"	"50"	"2014"	"2014"	0	245183	Unreliable
	"Vermont"	"50"	"2018"	"2018"	0	237056	Unreliable
	"Vermont"	"50"	"2020"	"2020"	0	232277	Unreliable
	"Virginia"	"51"	"1999"	"1999"	12	2879074	Unreliable
	"Virginia"	"51"	"2000"	"2000"	10	2911190	Unreliable
	"Virginia"	"51"	"2005"	"2005"	14	3118648	Unreliable
	"Virginia"	"51"	"2007"	"2007"	15	3182148	Unreliable
	"Virginia"	"51"	"2009"	"2009"	11	3243145	Unreliable
	"Virginia"	"51"	"2011"	"2011"	18	3297950	Unreliable
	"Virginia"	"51"	"2012"	"2012"	14	3315410	Unreliable
	"Virginia"	"51"	"2013"	"2013"	15	3326589	Unreliable
	"Virginia"	"51"	"2014"	"2014"	18	3337137	Unreliable
	"Virginia"	"51"	"2015"	"2015"	31	3342473	0.00927457
	"Virginia"	"51"	"2016"	"2016"	47	3339771	0.01407282
	"Virginia"	"51"	"2017"	"2017"	40	3344908	0.01195848
	"Virginia"	"51"	"2018"	"2018"	23	3345487	0.00687493
	"Virginia"	"51"	"2019"	"2019"	32	3332267	0.00960307
	"Virginia"	"51"	"2020"	"2020"	46	3338060	0.01378046
	"Washington"	"53"	"2004"	"2004"	16	2515094	Unreliable
	"Washington"	"53"	"2005"	"2005"	14	2545258	Unreliable
	"Washington"	"53"	"2006"	"2006"	10	2587977	Unreliable
	"Washington"	"53"	"2007"	"2007"	13	2622008	Unreliable
	"Washington"	"53"	"2008"	"2008"	12	2651385	Unreliable
	"Washington"	"53"	"2009"	"2009"	12	2683808	Unreliable
	"Washington"	"53"	"2010"	"2010"	11	2702562	Unreliable
	"Washington"	"53"	"2011"	"2011"	14	2727051	Unreliable
	"Washington"	"53"	"2012"	"2012"	17	2740008	Unreliable
	"Washington"	"53"	"2013"	"2013"	20	2750390	0.00727170
	"Washington"	"53"	"2014"	"2014"	20	2771382	0.00721662
	"Washington"	"53"	"2015"	"2015"	11	2802782	Unreliable
	"Washington"	"53"	"2016"	"2016"	12	2835971	Unreliable
	"Washington"	"53"	"2017"	"2017"	24	2872800	0.00835422
	"Washington"	"53"	"2018"	"2018"	21	2907975	0.00722152
	"Washington"	"53"	"2019"	"2019"	31	2923476	0.01060382
	"Washington"	"53"	"2020"	"2020"	17	2942282	Unreliable
	"West Virginia"	"54"	"2018"	"2018"	10	668688	Unreliable
	"Wisconsin"	"55"	"2003"	"2003"	11	2183253	Unreliable
	"Wisconsin"	"55"	"2005"	"2005"	17	2208801	Unreliable
	"Wisconsin"	"55"	"2006"	"2006"	14	2220809	Unreliable
	"Wisconsin"	"55"	"2007"	"2007"	15	2230187	Unreliable
	"Wisconsin"	"55"	"2009"	"2009"	13	2245339	Unreliable
	"Wisconsin"	"55"	"2010"	"2010"	12	2249635	Unreliable
	"Wisconsin"	"55"	"2011"	"2011"	15	2256133	Unreliable
	"Wisconsin"	"55"	"2013"	"2013"	12	2249719	Unreliable
	"Wisconsin"	"55"	"2014"	"2014"	16	2246881	Unreliable
	"Wisconsin"	"55"	"2015"	"2015"	11	2240999	Unreliable
	"Wisconsin"	"55"	"2016"	"2016"	15	2231976	Unreliable
	"Wisconsin"	"55"	"2017"	"2017"	12	2227585	Unreliable
	"Wisconsin"	"55"	"2019"	"2019"	13	2211541	Unreliable
	"Wisconsin"	"55"	"2020"	"2020"	15	2202712	Unreliable
	"Wyoming"	"56"	"1999"	"1999"	0	197443	Unreliable
	"Wyoming"	"56"	"2001"	"2001"	0	197594	Unreliable
	"Wyoming"	"56"	"2002"	"2002"	0	199580	Unreliable
	"Wyoming"	"56"	"2003"	"2003"	0	200384	Unreliable
	"Wyoming"	"56"	"2013"	"2013"	0	224725	Unreliable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"ICD-10 Codes: O00-O99 (Pregnancy, childbirth and the puerperium)"
"Sex: Female"
"Ten-Year Age Groups: 5-14 years; 15-24 years; 25-34 years; 35-44 years; 45-54 years; 55-64 years"
"Group By: State; Year"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Feb 27, 2025 11:05:29 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Feb 27, 2025 11:05:29 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"5. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"6. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"7. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"8. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"9. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99"
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences"
"in information available to individual states and probable errors. Caution should be used in interpreting these data. More"
"information can be found at: https://www.cdc.gov/nchs/maternal-mortality/."
