"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Diabetes"	"Diabetes Code"	Births
	"New Jersey"	"34"	"2015"	"2015"	"Unknown or Not Stated"	"9"	62
	"New Jersey"	"34"	"2016"	"2016"	"Yes"	"1"	8557
	"New Jersey"	"34"	"2016"	"2016"	"No"	"2"	94083
	"New Jersey"	"34"	"2017"	"2017"	"Yes"	"1"	8940
	"New Jersey"	"34"	"2017"	"2017"	"No"	"2"	92303
	"New Jersey"	"34"	"2018"	"2018"	"Yes"	"1"	9506
	"New Jersey"	"34"	"2018"	"2018"	"No"	"2"	91710
	"New Jersey"	"34"	"2019"	"2019"	"Yes"	"1"	9400
	"New Jersey"	"34"	"2019"	"2019"	"No"	"2"	90179
	"New Jersey"	"34"	"2020"	"2020"	"Yes"	"1"	10323
	"New Jersey"	"34"	"2020"	"2020"	"No"	"2"	87623
	"New Jersey"	"34"	"2021"	"2021"	"Yes"	"1"	11043
	"New Jersey"	"34"	"2021"	"2021"	"No"	"2"	90445
	"New Jersey"	"34"	"2022"	"2022"	"Yes"	"1"	10056
	"New Jersey"	"34"	"2022"	"2022"	"No"	"2"	92827
	"New Jersey"	"34"	"2022"	"2022"	"Unknown or Not Stated"	"9"	10
	"New Jersey"	"34"	"2023"	"2023"	"Yes"	"1"	9856
	"New Jersey"	"34"	"2023"	"2023"	"No"	"2"	91135
	"New Jersey"	"34"	"2023"	"2023"	"Unknown or Not Stated"	"9"	10
	"New York"	"36"	"2010"	"2010"	"Yes"	"1"	13541
	"New York"	"36"	"2010"	"2010"	"No"	"2"	229565
	"New York"	"36"	"2010"	"2010"	"Unknown or Not Stated"	"9"	1269
	"New York"	"36"	"2011"	"2011"	"Yes"	"1"	13729
	"New York"	"36"	"2011"	"2011"	"No"	"2"	227145
	"New York"	"36"	"2011"	"2011"	"Unknown or Not Stated"	"9"	438
	"New York"	"36"	"2012"	"2012"	"Yes"	"1"	14452
	"New York"	"36"	"2012"	"2012"	"No"	"2"	225962
	"New York"	"36"	"2012"	"2012"	"Unknown or Not Stated"	"9"	502
	"New York"	"36"	"2013"	"2013"	"Yes"	"1"	14325
	"New York"	"36"	"2013"	"2013"	"No"	"2"	222162
	"New York"	"36"	"2013"	"2013"	"Unknown or Not Stated"	"9"	493
	"New York"	"36"	"2014"	"2014"	"Yes"	"1"	16138
	"New York"	"36"	"2014"	"2014"	"No"	"2"	221809
	"New York"	"36"	"2014"	"2014"	"Unknown or Not Stated"	"9"	826
	"New York"	"36"	"2015"	"2015"	"Yes"	"1"	17947
	"New York"	"36"	"2015"	"2015"	"No"	"2"	218858
	"New York"	"36"	"2015"	"2015"	"Unknown or Not Stated"	"9"	469
	"New York"	"36"	"2016"	"2016"	"Yes"	"1"	19500
	"New York"	"36"	"2016"	"2016"	"No"	"2"	214565
	"New York"	"36"	"2016"	"2016"	"Unknown or Not Stated"	"9"	218
	"New York"	"36"	"2017"	"2017"	"Yes"	"1"	19773
	"New York"	"36"	"2017"	"2017"	"No"	"2"	209558
	"New York"	"36"	"2017"	"2017"	"Unknown or Not Stated"	"9"	406
	"New York"	"36"	"2018"	"2018"	"Yes"	"1"	20343
	"New York"	"36"	"2018"	"2018"	"No"	"2"	205401
	"New York"	"36"	"2018"	"2018"	"Unknown or Not Stated"	"9"	494
	"New York"	"36"	"2019"	"2019"	"Yes"	"1"	20013
	"New York"	"36"	"2019"	"2019"	"No"	"2"	201042
	"New York"	"36"	"2019"	"2019"	"Unknown or Not Stated"	"9"	484
	"New York"	"36"	"2020"	"2020"	"Yes"	"1"	21059
	"New York"	"36"	"2020"	"2020"	"No"	"2"	187881
	"New York"	"36"	"2020"	"2020"	"Unknown or Not Stated"	"9"	398
	"New York"	"36"	"2021"	"2021"	"Yes"	"1"	21721
	"New York"	"36"	"2021"	"2021"	"No"	"2"	188570
	"New York"	"36"	"2021"	"2021"	"Unknown or Not Stated"	"9"	451
	"New York"	"36"	"2022"	"2022"	"Yes"	"1"	20785
	"New York"	"36"	"2022"	"2022"	"No"	"2"	186433
	"New York"	"36"	"2022"	"2022"	"Unknown or Not Stated"	"9"	556
	"New York"	"36"	"2023"	"2023"	"Yes"	"1"	20410
	"New York"	"36"	"2023"	"2023"	"No"	"2"	182773
	"New York"	"36"	"2023"	"2023"	"Unknown or Not Stated"	"9"	429
	"South Carolina"	"45"	"2010"	"2010"	"Yes"	"1"	3620
	"South Carolina"	"45"	"2010"	"2010"	"No"	"2"	54697
	"South Carolina"	"45"	"2010"	"2010"	"Unknown or Not Stated"	"9"	25
	"South Carolina"	"45"	"2011"	"2011"	"Yes"	"1"	3421
	"South Carolina"	"45"	"2011"	"2011"	"No"	"2"	53951
	"South Carolina"	"45"	"2011"	"2011"	"Unknown or Not Stated"	"9"	21
	"South Carolina"	"45"	"2012"	"2012"	"Yes"	"1"	3573
	"South Carolina"	"45"	"2012"	"2012"	"No"	"2"	53578
	"South Carolina"	"45"	"2013"	"2013"	"Yes"	"1"	3948
	"South Carolina"	"45"	"2013"	"2013"	"No"	"2"	52828
	"South Carolina"	"45"	"2013"	"2013"	"Unknown or Not Stated"	"9"	19
	"South Carolina"	"45"	"2014"	"2014"	"Yes"	"1"	4372
	"South Carolina"	"45"	"2014"	"2014"	"No"	"2"	53249
	"South Carolina"	"45"	"2015"	"2015"	"Yes"	"1"	4336
	"South Carolina"	"45"	"2015"	"2015"	"No"	"2"	53797
	"South Carolina"	"45"	"2016"	"2016"	"Yes"	"1"	4380
	"South Carolina"	"45"	"2016"	"2016"	"No"	"2"	52960
	"South Carolina"	"45"	"2017"	"2017"	"Yes"	"1"	4210
	"South Carolina"	"45"	"2017"	"2017"	"No"	"2"	52816
	"South Carolina"	"45"	"2018"	"2018"	"Yes"	"1"	4395
	"South Carolina"	"45"	"2018"	"2018"	"No"	"2"	52270
	"South Carolina"	"45"	"2019"	"2019"	"Yes"	"1"	4320
	"South Carolina"	"45"	"2019"	"2019"	"No"	"2"	52714
	"South Carolina"	"45"	"2020"	"2020"	"Yes"	"1"	4971
	"South Carolina"	"45"	"2020"	"2020"	"No"	"2"	50728
	"South Carolina"	"45"	"2021"	"2021"	"Yes"	"1"	4887
	"South Carolina"	"45"	"2021"	"2021"	"No"	"2"	52231
	"South Carolina"	"45"	"2021"	"2021"	"Unknown or Not Stated"	"9"	67
	"South Carolina"	"45"	"2022"	"2022"	"Yes"	"1"	5385
	"South Carolina"	"45"	"2022"	"2022"	"No"	"2"	52373
	"South Carolina"	"45"	"2022"	"2022"	"Unknown or Not Stated"	"9"	62
	"South Carolina"	"45"	"2023"	"2023"	"Yes"	"1"	5766
	"South Carolina"	"45"	"2023"	"2023"	"No"	"2"	51918
	"South Carolina"	"45"	"2023"	"2023"	"Unknown or Not Stated"	"9"	45
	"Texas"	"48"	"2010"	"2010"	"Yes"	"1"	17499
	"Texas"	"48"	"2010"	"2010"	"No"	"2"	368617
	"Texas"	"48"	"2011"	"2011"	"Yes"	"1"	18540
	"Texas"	"48"	"2011"	"2011"	"No"	"2"	358903
	"Texas"	"48"	"2012"	"2012"	"Yes"	"1"	19280
	"Texas"	"48"	"2012"	"2012"	"No"	"2"	363444
	"Texas"	"48"	"2013"	"2013"	"Yes"	"1"	19077
	"Texas"	"48"	"2013"	"2013"	"No"	"2"	368259
	"Texas"	"48"	"2014"	"2014"	"Yes"	"1"	22113
	"Texas"	"48"	"2014"	"2014"	"No"	"2"	377651
	"Texas"	"48"	"2015"	"2015"	"Yes"	"1"	22192
	"Texas"	"48"	"2015"	"2015"	"No"	"2"	381424
	"Texas"	"48"	"2016"	"2016"	"Yes"	"1"	22728
	"Texas"	"48"	"2016"	"2016"	"No"	"2"	375317
	"Texas"	"48"	"2017"	"2017"	"Yes"	"1"	23223
	"Texas"	"48"	"2017"	"2017"	"No"	"2"	358826
	"Texas"	"48"	"2018"	"2018"	"Yes"	"1"	23343
	"Texas"	"48"	"2018"	"2018"	"No"	"2"	355248
	"Texas"	"48"	"2018"	"2018"	"Unknown or Not Stated"	"9"	33
	"Texas"	"48"	"2019"	"2019"	"Yes"	"1"	24004
	"Texas"	"48"	"2019"	"2019"	"No"	"2"	353195
	"Texas"	"48"	"2019"	"2019"	"Unknown or Not Stated"	"9"	400
	"Texas"	"48"	"2020"	"2020"	"Yes"	"1"	27071
	"Texas"	"48"	"2020"	"2020"	"No"	"2"	340622
	"Texas"	"48"	"2020"	"2020"	"Unknown or Not Stated"	"9"	497
	"Texas"	"48"	"2021"	"2021"	"Yes"	"1"	28371
	"Texas"	"48"	"2021"	"2021"	"No"	"2"	344665
	"Texas"	"48"	"2021"	"2021"	"Unknown or Not Stated"	"9"	558
	"Texas"	"48"	"2022"	"2022"	"Yes"	"1"	29559
	"Texas"	"48"	"2022"	"2022"	"No"	"2"	358795
	"Texas"	"48"	"2022"	"2022"	"Unknown or Not Stated"	"9"	1387
	"Texas"	"48"	"2023"	"2023"	"Yes"	"1"	30513
	"Texas"	"48"	"2023"	"2023"	"No"	"2"	356826
	"Texas"	"48"	"2023"	"2023"	"Unknown or Not Stated"	"9"	606
	"Washington"	"53"	"2010"	"2010"	"Yes"	"1"	5549
	"Washington"	"53"	"2010"	"2010"	"No"	"2"	80519
	"Washington"	"53"	"2010"	"2010"	"Unknown or Not Stated"	"9"	471
	"Washington"	"53"	"2011"	"2011"	"Yes"	"1"	6093
	"Washington"	"53"	"2011"	"2011"	"No"	"2"	80400
	"Washington"	"53"	"2011"	"2011"	"Unknown or Not Stated"	"9"	483
	"Washington"	"53"	"2012"	"2012"	"Yes"	"1"	6655
	"Washington"	"53"	"2012"	"2012"	"No"	"2"	80464
	"Washington"	"53"	"2012"	"2012"	"Unknown or Not Stated"	"9"	344
	"Washington"	"53"	"2013"	"2013"	"Yes"	"1"	6762
	"Washington"	"53"	"2013"	"2013"	"No"	"2"	79609
	"Washington"	"53"	"2013"	"2013"	"Unknown or Not Stated"	"9"	206
	"Washington"	"53"	"2014"	"2014"	"Yes"	"1"	7343
	"Washington"	"53"	"2014"	"2014"	"No"	"2"	81159
	"Washington"	"53"	"2014"	"2014"	"Unknown or Not Stated"	"9"	83
	"Washington"	"53"	"2015"	"2015"	"Yes"	"1"	8042
	"Washington"	"53"	"2015"	"2015"	"No"	"2"	80847
	"Washington"	"53"	"2015"	"2015"	"Unknown or Not Stated"	"9"	101
	"Washington"	"53"	"2016"	"2016"	"Yes"	"1"	8509
	"Washington"	"53"	"2016"	"2016"	"No"	"2"	81563
	"Washington"	"53"	"2016"	"2016"	"Unknown or Not Stated"	"9"	433
	"Washington"	"53"	"2017"	"2017"	"Yes"	"1"	8783
	"Washington"	"53"	"2017"	"2017"	"No"	"2"	78402
	"Washington"	"53"	"2017"	"2017"	"Unknown or Not Stated"	"9"	377
	"Washington"	"53"	"2018"	"2018"	"Yes"	"1"	9027
	"Washington"	"53"	"2018"	"2018"	"No"	"2"	77058
	"Washington"	"53"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2019"	"2019"	"Yes"	"1"	9234
	"Washington"	"53"	"2019"	"2019"	"No"	"2"	75634
	"Washington"	"53"	"2019"	"2019"	"Unknown or Not Stated"	"9"	27
	"Washington"	"53"	"2020"	"2020"	"Yes"	"1"	9843
	"Washington"	"53"	"2020"	"2020"	"No"	"2"	72665
	"Washington"	"53"	"2020"	"2020"	"Unknown or Not Stated"	"9"	578
	"Washington"	"53"	"2021"	"2021"	"Yes"	"1"	10750
	"Washington"	"53"	"2021"	"2021"	"No"	"2"	72180
	"Washington"	"53"	"2021"	"2021"	"Unknown or Not Stated"	"9"	981
	"Washington"	"53"	"2022"	"2022"	"Yes"	"1"	10671
	"Washington"	"53"	"2022"	"2022"	"No"	"2"	72029
	"Washington"	"53"	"2022"	"2022"	"Unknown or Not Stated"	"9"	633
	"Washington"	"53"	"2023"	"2023"	"Yes"	"1"	10807
	"Washington"	"53"	"2023"	"2023"	"No"	"2"	69740
	"Washington"	"53"	"2023"	"2023"	"Unknown or Not Stated"	"9"	385
"---"
"Dataset: Natality, 2007-2023"
"Query Parameters:"
"States: Arizona (04); Arkansas (05); California (06); Florida (12); Georgia (13); Illinois (17); Indiana (18); Maryland (24);"
"Michigan (26); Missouri (29); New Jersey (34); New York (36); South Carolina (45); Texas (48); Washington (53)"
"Year: 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019; 2020; 2021; 2022; 2023"
"Group By: State; Year; Diabetes"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"Population Option: No populations shown because rates were not selected."
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality.html for more information."
"---"
"Query Date: Mar 25, 2025 1:06:58 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2007-2023, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-current.html on Mar 25, 2025 1:06:58 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Births are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
