"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month Prenatal Care Began"	"Month Prenatal Care Began Code"	Births
	"Georgia"	"13"	"2023"	"2023"	"7th month"	"07"	2472
	"Georgia"	"13"	"2023"	"2023"	"8th month"	"08"	1755
	"Georgia"	"13"	"2023"	"2023"	"9th month"	"09"	768
	"Georgia"	"13"	"2023"	"2023"	"Unknown or Not Stated"	"99"	1263
	"Georgia"	"13"	"2023"	"2023"	"Not Reported"	"98"	0
	"Illinois"	"17"	"2010"	"2010"	"No prenatal care"	"00"	2822
	"Illinois"	"17"	"2010"	"2010"	"1st month"	"01"	10173
	"Illinois"	"17"	"2010"	"2010"	"2nd month"	"02"	53932
	"Illinois"	"17"	"2010"	"2010"	"3rd month"	"03"	54922
	"Illinois"	"17"	"2010"	"2010"	"4th month"	"04"	17213
	"Illinois"	"17"	"2010"	"2010"	"5th month"	"05"	7623
	"Illinois"	"17"	"2010"	"2010"	"6th month"	"06"	4538
	"Illinois"	"17"	"2010"	"2010"	"7th month"	"07"	2657
	"Illinois"	"17"	"2010"	"2010"	"8th month"	"08"	1693
	"Illinois"	"17"	"2010"	"2010"	"9th month"	"09"	712
	"Illinois"	"17"	"2010"	"2010"	"10th month"	"10"	114
	"Illinois"	"17"	"2010"	"2010"	"Unknown or Not Stated"	"99"	8801
	"Illinois"	"17"	"2010"	"2010"	"Not Reported"	"98"	0
	"Illinois"	"17"	"2011"	"2011"	"No prenatal care"	"00"	2057
	"Illinois"	"17"	"2011"	"2011"	"1st month"	"01"	9493
	"Illinois"	"17"	"2011"	"2011"	"2nd month"	"02"	56380
	"Illinois"	"17"	"2011"	"2011"	"3rd month"	"03"	55071
	"Illinois"	"17"	"2011"	"2011"	"4th month"	"04"	17255
	"Illinois"	"17"	"2011"	"2011"	"5th month"	"05"	7566
	"Illinois"	"17"	"2011"	"2011"	"6th month"	"06"	4309
	"Illinois"	"17"	"2011"	"2011"	"7th month"	"07"	2739
	"Illinois"	"17"	"2011"	"2011"	"8th month"	"08"	1826
	"Illinois"	"17"	"2011"	"2011"	"9th month"	"09"	787
	"Illinois"	"17"	"2011"	"2011"	"10th month"	"10"	97
	"Illinois"	"17"	"2011"	"2011"	"Unknown or Not Stated"	"99"	3732
	"Illinois"	"17"	"2011"	"2011"	"Not Reported"	"98"	0
	"Illinois"	"17"	"2012"	"2012"	"No prenatal care"	"00"	1785
	"Illinois"	"17"	"2012"	"2012"	"1st month"	"01"	9059
	"Illinois"	"17"	"2012"	"2012"	"2nd month"	"02"	55222
	"Illinois"	"17"	"2012"	"2012"	"3rd month"	"03"	54571
	"Illinois"	"17"	"2012"	"2012"	"4th month"	"04"	16570
	"Illinois"	"17"	"2012"	"2012"	"5th month"	"05"	7382
	"Illinois"	"17"	"2012"	"2012"	"6th month"	"06"	4337
	"Illinois"	"17"	"2012"	"2012"	"7th month"	"07"	2798
	"Illinois"	"17"	"2012"	"2012"	"8th month"	"08"	1874
	"Illinois"	"17"	"2012"	"2012"	"9th month"	"09"	808
	"Illinois"	"17"	"2012"	"2012"	"10th month"	"10"	126
	"Illinois"	"17"	"2012"	"2012"	"Unknown or Not Stated"	"99"	4628
	"Illinois"	"17"	"2012"	"2012"	"Not Reported"	"98"	0
	"Illinois"	"17"	"2013"	"2013"	"No prenatal care"	"00"	1494
	"Illinois"	"17"	"2013"	"2013"	"1st month"	"01"	9120
	"Illinois"	"17"	"2013"	"2013"	"2nd month"	"02"	55207
	"Illinois"	"17"	"2013"	"2013"	"3rd month"	"03"	53168
	"Illinois"	"17"	"2013"	"2013"	"4th month"	"04"	15757
	"Illinois"	"17"	"2013"	"2013"	"5th month"	"05"	7212
	"Illinois"	"17"	"2013"	"2013"	"6th month"	"06"	4245
	"Illinois"	"17"	"2013"	"2013"	"7th month"	"07"	2816
	"Illinois"	"17"	"2013"	"2013"	"8th month"	"08"	1873
	"Illinois"	"17"	"2013"	"2013"	"9th month"	"09"	816
	"Illinois"	"17"	"2013"	"2013"	"10th month"	"10"	110
	"Illinois"	"17"	"2013"	"2013"	"Unknown or Not Stated"	"99"	5113
	"Illinois"	"17"	"2013"	"2013"	"Not Reported"	"98"	0
	"Illinois"	"17"	"2014"	"2014"	"No prenatal care"	"00"	1687
	"Illinois"	"17"	"2014"	"2014"	"1st month"	"01"	11386
	"Illinois"	"17"	"2014"	"2014"	"2nd month"	"02"	66966
	"Illinois"	"17"	"2014"	"2014"	"3rd month"	"03"	44936
	"Illinois"	"17"	"2014"	"2014"	"4th month"	"04"	13341
	"Illinois"	"17"	"2014"	"2014"	"5th month"	"05"	6521
	"Illinois"	"17"	"2014"	"2014"	"6th month"	"06"	3991
	"Illinois"	"17"	"2014"	"2014"	"7th month"	"07"	2893
	"Illinois"	"17"	"2014"	"2014"	"8th month"	"08"	1892
	"Illinois"	"17"	"2014"	"2014"	"9th month"	"09"	621
	"Illinois"	"17"	"2014"	"2014"	"Unknown or Not Stated"	"99"	4315
	"Illinois"	"17"	"2014"	"2014"	"Not Reported"	"98"	0
	"Illinois"	"17"	"2015"	"2015"	"No prenatal care"	"00"	1956
	"Illinois"	"17"	"2015"	"2015"	"1st month"	"01"	8033
	"Illinois"	"17"	"2015"	"2015"	"2nd month"	"02"	65106
	"Illinois"	"17"	"2015"	"2015"	"3rd month"	"03"	45965
	"Illinois"	"17"	"2015"	"2015"	"4th month"	"04"	13640
	"Illinois"	"17"	"2015"	"2015"	"5th month"	"05"	6952
	"Illinois"	"17"	"2015"	"2015"	"6th month"	"06"	4165
	"Illinois"	"17"	"2015"	"2015"	"7th month"	"07"	3215
	"Illinois"	"17"	"2015"	"2015"	"8th month"	"08"	2167
	"Illinois"	"17"	"2015"	"2015"	"9th month"	"09"	738
	"Illinois"	"17"	"2015"	"2015"	"Unknown or Not Stated"	"99"	6173
	"Illinois"	"17"	"2015"	"2015"	"Not Reported"	"98"	0
	"Illinois"	"17"	"2016"	"2016"	"No prenatal care"	"00"	2052
	"Illinois"	"17"	"2016"	"2016"	"1st month"	"01"	6300
	"Illinois"	"17"	"2016"	"2016"	"2nd month"	"02"	63046
	"Illinois"	"17"	"2016"	"2016"	"3rd month"	"03"	45872
	"Illinois"	"17"	"2016"	"2016"	"4th month"	"04"	13342
	"Illinois"	"17"	"2016"	"2016"	"5th month"	"05"	6957
	"Illinois"	"17"	"2016"	"2016"	"6th month"	"06"	4374
	"Illinois"	"17"	"2016"	"2016"	"7th month"	"07"	3447
	"Illinois"	"17"	"2016"	"2016"	"8th month"	"08"	2314
	"Illinois"	"17"	"2016"	"2016"	"9th month"	"09"	766
	"Illinois"	"17"	"2016"	"2016"	"Unknown or Not Stated"	"99"	5966
	"Illinois"	"17"	"2016"	"2016"	"Not Reported"	"98"	0
	"Illinois"	"17"	"2017"	"2017"	"No prenatal care"	"00"	2069
	"Illinois"	"17"	"2017"	"2017"	"1st month"	"01"	5342
	"Illinois"	"17"	"2017"	"2017"	"2nd month"	"02"	59915
	"Illinois"	"17"	"2017"	"2017"	"3rd month"	"03"	44710
	"Illinois"	"17"	"2017"	"2017"	"4th month"	"04"	12995
	"Illinois"	"17"	"2017"	"2017"	"5th month"	"05"	6909
	"Illinois"	"17"	"2017"	"2017"	"6th month"	"06"	4303
	"Illinois"	"17"	"2017"	"2017"	"7th month"	"07"	3313
	"Illinois"	"17"	"2017"	"2017"	"8th month"	"08"	2341
	"Illinois"	"17"	"2017"	"2017"	"9th month"	"09"	888
	"Illinois"	"17"	"2017"	"2017"	"10th month"	"10"	10
	"Illinois"	"17"	"2017"	"2017"	"Unknown or Not Stated"	"99"	6595
	"Illinois"	"17"	"2017"	"2017"	"Not Reported"	"98"	0
	"Illinois"	"17"	"2018"	"2018"	"No prenatal care"	"00"	2071
	"Illinois"	"17"	"2018"	"2018"	"1st month"	"01"	5146
	"Illinois"	"17"	"2018"	"2018"	"2nd month"	"02"	58148
	"Illinois"	"17"	"2018"	"2018"	"3rd month"	"03"	44240
	"Illinois"	"17"	"2018"	"2018"	"4th month"	"04"	12184
	"Illinois"	"17"	"2018"	"2018"	"5th month"	"05"	6386
	"Illinois"	"17"	"2018"	"2018"	"6th month"	"06"	4028
	"Illinois"	"17"	"2018"	"2018"	"7th month"	"07"	3282
	"Illinois"	"17"	"2018"	"2018"	"8th month"	"08"	2264
	"Illinois"	"17"	"2018"	"2018"	"9th month"	"09"	755
	"Illinois"	"17"	"2018"	"2018"	"Unknown or Not Stated"	"99"	6303
	"Illinois"	"17"	"2018"	"2018"	"Not Reported"	"98"	0
	"Illinois"	"17"	"2019"	"2019"	"No prenatal care"	"00"	1783
	"Illinois"	"17"	"2019"	"2019"	"1st month"	"01"	4774
	"Illinois"	"17"	"2019"	"2019"	"2nd month"	"02"	56362
	"Illinois"	"17"	"2019"	"2019"	"3rd month"	"03"	44802
	"Illinois"	"17"	"2019"	"2019"	"4th month"	"04"	12009
	"Illinois"	"17"	"2019"	"2019"	"5th month"	"05"	6364
	"Illinois"	"17"	"2019"	"2019"	"6th month"	"06"	4111
	"Illinois"	"17"	"2019"	"2019"	"7th month"	"07"	3018
	"Illinois"	"17"	"2019"	"2019"	"8th month"	"08"	2137
	"Illinois"	"17"	"2019"	"2019"	"9th month"	"09"	708
	"Illinois"	"17"	"2019"	"2019"	"Unknown or Not Stated"	"99"	4054
	"Illinois"	"17"	"2019"	"2019"	"Not Reported"	"98"	0
	"Illinois"	"17"	"2020"	"2020"	"No prenatal care"	"00"	1813
	"Illinois"	"17"	"2020"	"2020"	"1st month"	"01"	4160
	"Illinois"	"17"	"2020"	"2020"	"2nd month"	"02"	52856
	"Illinois"	"17"	"2020"	"2020"	"3rd month"	"03"	45176
	"Illinois"	"17"	"2020"	"2020"	"4th month"	"04"	11244
	"Illinois"	"17"	"2020"	"2020"	"5th month"	"05"	5985
	"Illinois"	"17"	"2020"	"2020"	"6th month"	"06"	3583
	"Illinois"	"17"	"2020"	"2020"	"7th month"	"07"	2685
	"Illinois"	"17"	"2020"	"2020"	"8th month"	"08"	1733
	"Illinois"	"17"	"2020"	"2020"	"9th month"	"09"	576
	"Illinois"	"17"	"2020"	"2020"	"Unknown or Not Stated"	"99"	3484
	"Illinois"	"17"	"2020"	"2020"	"Not Reported"	"98"	0
	"Illinois"	"17"	"2021"	"2021"	"No prenatal care"	"00"	1807
	"Illinois"	"17"	"2021"	"2021"	"1st month"	"01"	3478
	"Illinois"	"17"	"2021"	"2021"	"2nd month"	"02"	52233
	"Illinois"	"17"	"2021"	"2021"	"3rd month"	"03"	47090
	"Illinois"	"17"	"2021"	"2021"	"4th month"	"04"	11142
	"Illinois"	"17"	"2021"	"2021"	"5th month"	"05"	5473
	"Illinois"	"17"	"2021"	"2021"	"6th month"	"06"	3246
	"Illinois"	"17"	"2021"	"2021"	"7th month"	"07"	2421
	"Illinois"	"17"	"2021"	"2021"	"8th month"	"08"	1696
	"Illinois"	"17"	"2021"	"2021"	"9th month"	"09"	589
	"Illinois"	"17"	"2021"	"2021"	"Unknown or Not Stated"	"99"	3007
	"Illinois"	"17"	"2021"	"2021"	"Not Reported"	"98"	0
	"Illinois"	"17"	"2022"	"2022"	"No prenatal care"	"00"	1914
	"Illinois"	"17"	"2022"	"2022"	"1st month"	"01"	3342
	"Illinois"	"17"	"2022"	"2022"	"2nd month"	"02"	47853
	"Illinois"	"17"	"2022"	"2022"	"3rd month"	"03"	47264
	"Illinois"	"17"	"2022"	"2022"	"4th month"	"04"	11671
	"Illinois"	"17"	"2022"	"2022"	"5th month"	"05"	5756
	"Illinois"	"17"	"2022"	"2022"	"6th month"	"06"	3400
	"Illinois"	"17"	"2022"	"2022"	"7th month"	"07"	2601
	"Illinois"	"17"	"2022"	"2022"	"8th month"	"08"	1891
	"Illinois"	"17"	"2022"	"2022"	"9th month"	"09"	644
	"Illinois"	"17"	"2022"	"2022"	"Unknown or Not Stated"	"99"	2008
	"Illinois"	"17"	"2022"	"2022"	"Not Reported"	"98"	0
	"Illinois"	"17"	"2023"	"2023"	"No prenatal care"	"00"	1915
	"Illinois"	"17"	"2023"	"2023"	"1st month"	"01"	3153
	"Illinois"	"17"	"2023"	"2023"	"2nd month"	"02"	43467
	"Illinois"	"17"	"2023"	"2023"	"3rd month"	"03"	47699
	"Illinois"	"17"	"2023"	"2023"	"4th month"	"04"	12082
	"Illinois"	"17"	"2023"	"2023"	"5th month"	"05"	5694
	"Illinois"	"17"	"2023"	"2023"	"6th month"	"06"	3544
	"Illinois"	"17"	"2023"	"2023"	"7th month"	"07"	2746
	"Illinois"	"17"	"2023"	"2023"	"8th month"	"08"	1991
	"Illinois"	"17"	"2023"	"2023"	"9th month"	"09"	654
	"Illinois"	"17"	"2023"	"2023"	"Unknown or Not Stated"	"99"	1871
	"Illinois"	"17"	"2023"	"2023"	"Not Reported"	"98"	0
	"Indiana"	"18"	"2010"	"2010"	"No prenatal care"	"00"	1081
	"Indiana"	"18"	"2010"	"2010"	"1st month"	"01"	2448
	"Indiana"	"18"	"2010"	"2010"	"2nd month"	"02"	23535
	"Indiana"	"18"	"2010"	"2010"	"3rd month"	"03"	31543
	"Indiana"	"18"	"2010"	"2010"	"4th month"	"04"	11567
	"Indiana"	"18"	"2010"	"2010"	"5th month"	"05"	5694
	"Indiana"	"18"	"2010"	"2010"	"6th month"	"06"	3334
	"Indiana"	"18"	"2010"	"2010"	"7th month"	"07"	2142
	"Indiana"	"18"	"2010"	"2010"	"8th month"	"08"	1414
	"Indiana"	"18"	"2010"	"2010"	"9th month"	"09"	628
	"Indiana"	"18"	"2010"	"2010"	"10th month"	"10"	68
	"Indiana"	"18"	"2010"	"2010"	"Unknown or Not Stated"	"99"	486
	"Indiana"	"18"	"2010"	"2010"	"Not Reported"	"98"	0
	"Indiana"	"18"	"2011"	"2011"	"No prenatal care"	"00"	1021
	"Indiana"	"18"	"2011"	"2011"	"1st month"	"01"	2283
	"Indiana"	"18"	"2011"	"2011"	"2nd month"	"02"	22874
	"Indiana"	"18"	"2011"	"2011"	"3rd month"	"03"	31824
	"Indiana"	"18"	"2011"	"2011"	"4th month"	"04"	11965
	"Indiana"	"18"	"2011"	"2011"	"5th month"	"05"	5609
	"Indiana"	"18"	"2011"	"2011"	"6th month"	"06"	3423
	"Indiana"	"18"	"2011"	"2011"	"7th month"	"07"	2203
	"Indiana"	"18"	"2011"	"2011"	"8th month"	"08"	1346
	"Indiana"	"18"	"2011"	"2011"	"9th month"	"09"	648
	"Indiana"	"18"	"2011"	"2011"	"10th month"	"10"	98
	"Indiana"	"18"	"2011"	"2011"	"Unknown or Not Stated"	"99"	407
	"Indiana"	"18"	"2011"	"2011"	"Not Reported"	"98"	0
	"Indiana"	"18"	"2012"	"2012"	"No prenatal care"	"00"	1024
	"Indiana"	"18"	"2012"	"2012"	"1st month"	"01"	2276
	"Indiana"	"18"	"2012"	"2012"	"2nd month"	"02"	22717
	"Indiana"	"18"	"2012"	"2012"	"3rd month"	"03"	31933
	"Indiana"	"18"	"2012"	"2012"	"4th month"	"04"	11663
	"Indiana"	"18"	"2012"	"2012"	"5th month"	"05"	5601
	"Indiana"	"18"	"2012"	"2012"	"6th month"	"06"	3341
	"Indiana"	"18"	"2012"	"2012"	"7th month"	"07"	2150
	"Indiana"	"18"	"2012"	"2012"	"8th month"	"08"	1431
	"Indiana"	"18"	"2012"	"2012"	"9th month"	"09"	648
	"Indiana"	"18"	"2012"	"2012"	"10th month"	"10"	80
	"Indiana"	"18"	"2012"	"2012"	"Unknown or Not Stated"	"99"	363
	"Indiana"	"18"	"2012"	"2012"	"Not Reported"	"98"	0
	"Indiana"	"18"	"2013"	"2013"	"No prenatal care"	"00"	1024
	"Indiana"	"18"	"2013"	"2013"	"1st month"	"01"	2095
	"Indiana"	"18"	"2013"	"2013"	"2nd month"	"02"	22076
	"Indiana"	"18"	"2013"	"2013"	"3rd month"	"03"	32038
	"Indiana"	"18"	"2013"	"2013"	"4th month"	"04"	11890
	"Indiana"	"18"	"2013"	"2013"	"5th month"	"05"	5782
	"Indiana"	"18"	"2013"	"2013"	"6th month"	"06"	3387
	"Indiana"	"18"	"2013"	"2013"	"7th month"	"07"	2203
	"Indiana"	"18"	"2013"	"2013"	"8th month"	"08"	1477
	"Indiana"	"18"	"2013"	"2013"	"9th month"	"09"	698
	"Indiana"	"18"	"2013"	"2013"	"10th month"	"10"	101
	"Indiana"	"18"	"2013"	"2013"	"Unknown or Not Stated"	"99"	331
	"Indiana"	"18"	"2013"	"2013"	"Not Reported"	"98"	0
	"Indiana"	"18"	"2014"	"2014"	"No prenatal care"	"00"	1245
	"Indiana"	"18"	"2014"	"2014"	"1st month"	"01"	2920
	"Indiana"	"18"	"2014"	"2014"	"2nd month"	"02"	28648
	"Indiana"	"18"	"2014"	"2014"	"3rd month"	"03"	28613
	"Indiana"	"18"	"2014"	"2014"	"4th month"	"04"	10084
	"Indiana"	"18"	"2014"	"2014"	"5th month"	"05"	5259
	"Indiana"	"18"	"2014"	"2014"	"6th month"	"06"	3027
	"Indiana"	"18"	"2014"	"2014"	"7th month"	"07"	2207
	"Indiana"	"18"	"2014"	"2014"	"8th month"	"08"	1364
	"Indiana"	"18"	"2014"	"2014"	"9th month"	"09"	488
	"Indiana"	"18"	"2014"	"2014"	"Unknown or Not Stated"	"99"	216
	"Indiana"	"18"	"2014"	"2014"	"Not Reported"	"98"	0
	"Indiana"	"18"	"2015"	"2015"	"No prenatal care"	"00"	1079
	"Indiana"	"18"	"2015"	"2015"	"1st month"	"01"	3134
	"Indiana"	"18"	"2015"	"2015"	"2nd month"	"02"	28655
	"Indiana"	"18"	"2015"	"2015"	"3rd month"	"03"	29804
	"Indiana"	"18"	"2015"	"2015"	"4th month"	"04"	9706
	"Indiana"	"18"	"2015"	"2015"	"5th month"	"05"	4890
	"Indiana"	"18"	"2015"	"2015"	"6th month"	"06"	2844
	"Indiana"	"18"	"2015"	"2015"	"7th month"	"07"	1937
	"Indiana"	"18"	"2015"	"2015"	"8th month"	"08"	1337
	"Indiana"	"18"	"2015"	"2015"	"9th month"	"09"	460
	"Indiana"	"18"	"2015"	"2015"	"Unknown or Not Stated"	"99"	188
	"Indiana"	"18"	"2015"	"2015"	"Not Reported"	"98"	0
	"Indiana"	"18"	"2016"	"2016"	"No prenatal care"	"00"	1128
	"Indiana"	"18"	"2016"	"2016"	"1st month"	"01"	2926
	"Indiana"	"18"	"2016"	"2016"	"2nd month"	"02"	27491
	"Indiana"	"18"	"2016"	"2016"	"3rd month"	"03"	30758
	"Indiana"	"18"	"2016"	"2016"	"4th month"	"04"	9452
	"Indiana"	"18"	"2016"	"2016"	"5th month"	"05"	4699
	"Indiana"	"18"	"2016"	"2016"	"6th month"	"06"	2603
	"Indiana"	"18"	"2016"	"2016"	"7th month"	"07"	1988
	"Indiana"	"18"	"2016"	"2016"	"8th month"	"08"	1381
	"Indiana"	"18"	"2016"	"2016"	"9th month"	"09"	464
	"Indiana"	"18"	"2016"	"2016"	"10th month"	"10"	10
	"Indiana"	"18"	"2016"	"2016"	"Unknown or Not Stated"	"99"	191
	"Indiana"	"18"	"2016"	"2016"	"Not Reported"	"98"	0
	"Indiana"	"18"	"2017"	"2017"	"No prenatal care"	"00"	1229
	"Indiana"	"18"	"2017"	"2017"	"1st month"	"01"	2242
	"Indiana"	"18"	"2017"	"2017"	"2nd month"	"02"	26678
	"Indiana"	"18"	"2017"	"2017"	"3rd month"	"03"	31012
	"Indiana"	"18"	"2017"	"2017"	"4th month"	"04"	9547
	"Indiana"	"18"	"2017"	"2017"	"5th month"	"05"	4606
	"Indiana"	"18"	"2017"	"2017"	"6th month"	"06"	2743
	"Indiana"	"18"	"2017"	"2017"	"7th month"	"07"	2001
	"Indiana"	"18"	"2017"	"2017"	"8th month"	"08"	1387
	"Indiana"	"18"	"2017"	"2017"	"9th month"	"09"	511
	"Indiana"	"18"	"2017"	"2017"	"Unknown or Not Stated"	"99"	206
	"Indiana"	"18"	"2017"	"2017"	"Not Reported"	"98"	0
	"Indiana"	"18"	"2018"	"2018"	"No prenatal care"	"00"	1228
	"Indiana"	"18"	"2018"	"2018"	"1st month"	"01"	2023
	"Indiana"	"18"	"2018"	"2018"	"2nd month"	"02"	25936
	"Indiana"	"18"	"2018"	"2018"	"3rd month"	"03"	31318
	"Indiana"	"18"	"2018"	"2018"	"4th month"	"04"	9483
	"Indiana"	"18"	"2018"	"2018"	"5th month"	"05"	4637
	"Indiana"	"18"	"2018"	"2018"	"6th month"	"06"	2788
	"Indiana"	"18"	"2018"	"2018"	"7th month"	"07"	2091
	"Indiana"	"18"	"2018"	"2018"	"8th month"	"08"	1354
	"Indiana"	"18"	"2018"	"2018"	"9th month"	"09"	566
	"Indiana"	"18"	"2018"	"2018"	"Unknown or Not Stated"	"99"	213
	"Indiana"	"18"	"2018"	"2018"	"Not Reported"	"98"	0
	"Indiana"	"18"	"2019"	"2019"	"No prenatal care"	"00"	1259
	"Indiana"	"18"	"2019"	"2019"	"1st month"	"01"	1990
	"Indiana"	"18"	"2019"	"2019"	"2nd month"	"02"	26322
	"Indiana"	"18"	"2019"	"2019"	"3rd month"	"03"	30945
	"Indiana"	"18"	"2019"	"2019"	"4th month"	"04"	9382
	"Indiana"	"18"	"2019"	"2019"	"5th month"	"05"	4335
	"Indiana"	"18"	"2019"	"2019"	"6th month"	"06"	2603
	"Indiana"	"18"	"2019"	"2019"	"7th month"	"07"	1939
	"Indiana"	"18"	"2019"	"2019"	"8th month"	"08"	1348
	"Indiana"	"18"	"2019"	"2019"	"9th month"	"09"	552
	"Indiana"	"18"	"2019"	"2019"	"Unknown or Not Stated"	"99"	177
	"Indiana"	"18"	"2019"	"2019"	"Not Reported"	"98"	0
	"Indiana"	"18"	"2020"	"2020"	"No prenatal care"	"00"	1148
	"Indiana"	"18"	"2020"	"2020"	"1st month"	"01"	1897
	"Indiana"	"18"	"2020"	"2020"	"2nd month"	"02"	25842
	"Indiana"	"18"	"2020"	"2020"	"3rd month"	"03"	30493
	"Indiana"	"18"	"2020"	"2020"	"4th month"	"04"	8873
	"Indiana"	"18"	"2020"	"2020"	"5th month"	"05"	4309
	"Indiana"	"18"	"2020"	"2020"	"6th month"	"06"	2437
	"Indiana"	"18"	"2020"	"2020"	"7th month"	"07"	1768
	"Indiana"	"18"	"2020"	"2020"	"8th month"	"08"	1296
	"Indiana"	"18"	"2020"	"2020"	"9th month"	"09"	432
	"Indiana"	"18"	"2020"	"2020"	"Unknown or Not Stated"	"99"	113
	"Indiana"	"18"	"2020"	"2020"	"Not Reported"	"98"	0
	"Indiana"	"18"	"2021"	"2021"	"No prenatal care"	"00"	1423
	"Indiana"	"18"	"2021"	"2021"	"1st month"	"01"	2091
	"Indiana"	"18"	"2021"	"2021"	"2nd month"	"02"	27186
	"Indiana"	"18"	"2021"	"2021"	"3rd month"	"03"	31430
	"Indiana"	"18"	"2021"	"2021"	"4th month"	"04"	8356
	"Indiana"	"18"	"2021"	"2021"	"5th month"	"05"	3684
	"Indiana"	"18"	"2021"	"2021"	"6th month"	"06"	2190
	"Indiana"	"18"	"2021"	"2021"	"7th month"	"07"	1756
	"Indiana"	"18"	"2021"	"2021"	"8th month"	"08"	1271
	"Indiana"	"18"	"2021"	"2021"	"9th month"	"09"	406
	"Indiana"	"18"	"2021"	"2021"	"Unknown or Not Stated"	"99"	150
	"Indiana"	"18"	"2021"	"2021"	"Not Reported"	"98"	0
	"Indiana"	"18"	"2022"	"2022"	"No prenatal care"	"00"	1561
	"Indiana"	"18"	"2022"	"2022"	"1st month"	"01"	2026
	"Indiana"	"18"	"2022"	"2022"	"2nd month"	"02"	25501
	"Indiana"	"18"	"2022"	"2022"	"3rd month"	"03"	32627
	"Indiana"	"18"	"2022"	"2022"	"4th month"	"04"	7970
	"Indiana"	"18"	"2022"	"2022"	"5th month"	"05"	3906
	"Indiana"	"18"	"2022"	"2022"	"6th month"	"06"	2241
	"Indiana"	"18"	"2022"	"2022"	"7th month"	"07"	1834
	"Indiana"	"18"	"2022"	"2022"	"8th month"	"08"	1327
	"Indiana"	"18"	"2022"	"2022"	"9th month"	"09"	513
	"Indiana"	"18"	"2022"	"2022"	"Unknown or Not Stated"	"99"	141
	"Indiana"	"18"	"2022"	"2022"	"Not Reported"	"98"	0
	"Indiana"	"18"	"2023"	"2023"	"No prenatal care"	"00"	1660
	"Indiana"	"18"	"2023"	"2023"	"1st month"	"01"	2016
	"Indiana"	"18"	"2023"	"2023"	"2nd month"	"02"	23920
	"Indiana"	"18"	"2023"	"2023"	"3rd month"	"03"	32995
	"Indiana"	"18"	"2023"	"2023"	"4th month"	"04"	8389
	"Indiana"	"18"	"2023"	"2023"	"5th month"	"05"	3931
	"Indiana"	"18"	"2023"	"2023"	"6th month"	"06"	2353
	"Indiana"	"18"	"2023"	"2023"	"7th month"	"07"	1848
	"Indiana"	"18"	"2023"	"2023"	"8th month"	"08"	1263
	"Indiana"	"18"	"2023"	"2023"	"9th month"	"09"	503
	"Indiana"	"18"	"2023"	"2023"	"Unknown or Not Stated"	"99"	114
	"Indiana"	"18"	"2023"	"2023"	"Not Reported"	"98"	0
	"Maryland"	"24"	"2010"	"2010"	"No prenatal care"	"00"	1261
	"Maryland"	"24"	"2010"	"2010"	"1st month"	"01"	2252
	"Maryland"	"24"	"2010"	"2010"	"2nd month"	"02"	17203
	"Maryland"	"24"	"2010"	"2010"	"3rd month"	"03"	22035
	"Maryland"	"24"	"2010"	"2010"	"4th month"	"04"	7759
	"Maryland"	"24"	"2010"	"2010"	"5th month"	"05"	3954
	"Maryland"	"24"	"2010"	"2010"	"6th month"	"06"	2387
	"Maryland"	"24"	"2010"	"2010"	"7th month"	"07"	1608
	"Maryland"	"24"	"2010"	"2010"	"8th month"	"08"	1143
	"Maryland"	"24"	"2010"	"2010"	"9th month"	"09"	517
	"Maryland"	"24"	"2010"	"2010"	"10th month"	"10"	80
	"Maryland"	"24"	"2010"	"2010"	"Unknown or Not Stated"	"99"	13602
	"Maryland"	"24"	"2010"	"2010"	"Not Reported"	"98"	0
	"Maryland"	"24"	"2011"	"2011"	"No prenatal care"	"00"	1584
	"Maryland"	"24"	"2011"	"2011"	"1st month"	"01"	1791
	"Maryland"	"24"	"2011"	"2011"	"2nd month"	"02"	19011
	"Maryland"	"24"	"2011"	"2011"	"3rd month"	"03"	24244
	"Maryland"	"24"	"2011"	"2011"	"4th month"	"04"	8689
	"Maryland"	"24"	"2011"	"2011"	"5th month"	"05"	4500
	"Maryland"	"24"	"2011"	"2011"	"6th month"	"06"	2727
	"Maryland"	"24"	"2011"	"2011"	"7th month"	"07"	1962
	"Maryland"	"24"	"2011"	"2011"	"8th month"	"08"	1331
	"Maryland"	"24"	"2011"	"2011"	"9th month"	"09"	666
	"Maryland"	"24"	"2011"	"2011"	"10th month"	"10"	66
	"Maryland"	"24"	"2011"	"2011"	"Unknown or Not Stated"	"99"	6522
	"Maryland"	"24"	"2011"	"2011"	"Not Reported"	"98"	0
	"Maryland"	"24"	"2012"	"2012"	"No prenatal care"	"00"	1565
	"Maryland"	"24"	"2012"	"2012"	"1st month"	"01"	1972
	"Maryland"	"24"	"2012"	"2012"	"2nd month"	"02"	19813
	"Maryland"	"24"	"2012"	"2012"	"3rd month"	"03"	25913
	"Maryland"	"24"	"2012"	"2012"	"4th month"	"04"	9041
	"Maryland"	"24"	"2012"	"2012"	"5th month"	"05"	4520
	"Maryland"	"24"	"2012"	"2012"	"6th month"	"06"	2848
	"Maryland"	"24"	"2012"	"2012"	"7th month"	"07"	2021
	"Maryland"	"24"	"2012"	"2012"	"8th month"	"08"	1591
	"Maryland"	"24"	"2012"	"2012"	"9th month"	"09"	803
	"Maryland"	"24"	"2012"	"2012"	"10th month"	"10"	99
