"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Birthplace"	"Birthplace Code"	Births
	"Illinois"	"17"	"2021"	"2021"	"In Hospital"	"1"	130692
	"Illinois"	"17"	"2021"	"2021"	"Freestanding Birth Center"	"2"	247
	"Illinois"	"17"	"2021"	"2021"	"Residence"	"4"	1155
	"Illinois"	"17"	"2021"	"2021"	"Other"	"5"	92
	"Illinois"	"17"	"2022"	"2022"	"In Hospital"	"1"	126691
	"Illinois"	"17"	"2022"	"2022"	"Freestanding Birth Center"	"2"	370
	"Illinois"	"17"	"2022"	"2022"	"Residence"	"4"	1181
	"Illinois"	"17"	"2022"	"2022"	"Other"	"5"	106
	"Illinois"	"17"	"2023"	"2023"	"In Hospital"	"1"	123106
	"Illinois"	"17"	"2023"	"2023"	"Freestanding Birth Center"	"2"	445
	"Illinois"	"17"	"2023"	"2023"	"Clinic/Doctor's Office"	"3"	0
	"Illinois"	"17"	"2023"	"2023"	"Residence"	"4"	1162
	"Illinois"	"17"	"2023"	"2023"	"Other"	"5"	102
	"Indiana"	"18"	"2010"	"2010"	"In Hospital"	"1"	82145
	"Indiana"	"18"	"2010"	"2010"	"Freestanding Birth Center"	"2"	473
	"Indiana"	"18"	"2010"	"2010"	"Residence"	"4"	1306
	"Indiana"	"18"	"2010"	"2010"	"Other"	"5"	13
	"Indiana"	"18"	"2011"	"2011"	"In Hospital"	"1"	81850
	"Indiana"	"18"	"2011"	"2011"	"Freestanding Birth Center"	"2"	474
	"Indiana"	"18"	"2011"	"2011"	"Residence"	"4"	1365
	"Indiana"	"18"	"2012"	"2012"	"In Hospital"	"1"	81382
	"Indiana"	"18"	"2012"	"2012"	"Freestanding Birth Center"	"2"	529
	"Indiana"	"18"	"2012"	"2012"	"Residence"	"4"	1307
	"Indiana"	"18"	"2013"	"2013"	"In Hospital"	"1"	81172
	"Indiana"	"18"	"2013"	"2013"	"Freestanding Birth Center"	"2"	543
	"Indiana"	"18"	"2013"	"2013"	"Residence"	"4"	1376
	"Indiana"	"18"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"Indiana"	"18"	"2014"	"2014"	"In Hospital"	"1"	82118
	"Indiana"	"18"	"2014"	"2014"	"Freestanding Birth Center"	"2"	555
	"Indiana"	"18"	"2014"	"2014"	"Residence"	"4"	1385
	"Indiana"	"18"	"2014"	"2014"	"Other"	"5"	14
	"Indiana"	"18"	"2015"	"2015"	"In Hospital"	"1"	81963
	"Indiana"	"18"	"2015"	"2015"	"Freestanding Birth Center"	"2"	587
	"Indiana"	"18"	"2015"	"2015"	"Residence"	"4"	1481
	"Indiana"	"18"	"2016"	"2016"	"In Hospital"	"1"	80989
	"Indiana"	"18"	"2016"	"2016"	"Freestanding Birth Center"	"2"	720
	"Indiana"	"18"	"2016"	"2016"	"Residence"	"4"	1367
	"Indiana"	"18"	"2017"	"2017"	"In Hospital"	"1"	80067
	"Indiana"	"18"	"2017"	"2017"	"Freestanding Birth Center"	"2"	732
	"Indiana"	"18"	"2017"	"2017"	"Residence"	"4"	1354
	"Indiana"	"18"	"2017"	"2017"	"Other"	"5"	10
	"Indiana"	"18"	"2018"	"2018"	"In Hospital"	"1"	79506
	"Indiana"	"18"	"2018"	"2018"	"Freestanding Birth Center"	"2"	858
	"Indiana"	"18"	"2018"	"2018"	"Residence"	"4"	1255
	"Indiana"	"18"	"2018"	"2018"	"Other"	"5"	16
	"Indiana"	"18"	"2019"	"2019"	"In Hospital"	"1"	78743
	"Indiana"	"18"	"2019"	"2019"	"Freestanding Birth Center"	"2"	885
	"Indiana"	"18"	"2019"	"2019"	"Residence"	"4"	1160
	"Indiana"	"18"	"2019"	"2019"	"Other"	"5"	62
	"Indiana"	"18"	"2020"	"2020"	"In Hospital"	"1"	76111
	"Indiana"	"18"	"2020"	"2020"	"Freestanding Birth Center"	"2"	982
	"Indiana"	"18"	"2020"	"2020"	"Residence"	"4"	1322
	"Indiana"	"18"	"2020"	"2020"	"Other"	"5"	189
	"Indiana"	"18"	"2020"	"2020"	"Unknown or Not Stated"	"9"	10
	"Indiana"	"18"	"2021"	"2021"	"In Hospital"	"1"	77184
	"Indiana"	"18"	"2021"	"2021"	"Freestanding Birth Center"	"2"	1005
	"Indiana"	"18"	"2021"	"2021"	"Residence"	"4"	1559
	"Indiana"	"18"	"2021"	"2021"	"Other"	"5"	195
	"Indiana"	"18"	"2022"	"2022"	"In Hospital"	"1"	76928
	"Indiana"	"18"	"2022"	"2022"	"Freestanding Birth Center"	"2"	1131
	"Indiana"	"18"	"2022"	"2022"	"Clinic/Doctor's Office"	"3"	0
	"Indiana"	"18"	"2022"	"2022"	"Residence"	"4"	1469
	"Indiana"	"18"	"2022"	"2022"	"Other"	"5"	120
	"Indiana"	"18"	"2023"	"2023"	"In Hospital"	"1"	76044
	"Indiana"	"18"	"2023"	"2023"	"Freestanding Birth Center"	"2"	1115
	"Indiana"	"18"	"2023"	"2023"	"Clinic/Doctor's Office"	"3"	0
	"Indiana"	"18"	"2023"	"2023"	"Residence"	"4"	1680
	"Indiana"	"18"	"2023"	"2023"	"Other"	"5"	151
	"Indiana"	"18"	"2023"	"2023"	"Unknown or Not Stated"	"9"	10
	"Maryland"	"24"	"2010"	"2010"	"In Hospital"	"1"	73040
	"Maryland"	"24"	"2010"	"2010"	"Freestanding Birth Center"	"2"	292
	"Maryland"	"24"	"2010"	"2010"	"Residence"	"4"	416
	"Maryland"	"24"	"2010"	"2010"	"Other"	"5"	49
	"Maryland"	"24"	"2011"	"2011"	"In Hospital"	"1"	72296
	"Maryland"	"24"	"2011"	"2011"	"Freestanding Birth Center"	"2"	291
	"Maryland"	"24"	"2011"	"2011"	"Residence"	"4"	466
	"Maryland"	"24"	"2011"	"2011"	"Other"	"5"	32
	"Maryland"	"24"	"2012"	"2012"	"In Hospital"	"1"	72057
	"Maryland"	"24"	"2012"	"2012"	"Freestanding Birth Center"	"2"	353
	"Maryland"	"24"	"2012"	"2012"	"Residence"	"4"	400
	"Maryland"	"24"	"2012"	"2012"	"Other"	"5"	69
	"Maryland"	"24"	"2013"	"2013"	"In Hospital"	"1"	71154
	"Maryland"	"24"	"2013"	"2013"	"Freestanding Birth Center"	"2"	369
	"Maryland"	"24"	"2013"	"2013"	"Residence"	"4"	390
	"Maryland"	"24"	"2013"	"2013"	"Other"	"5"	37
	"Maryland"	"24"	"2014"	"2014"	"In Hospital"	"1"	73118
	"Maryland"	"24"	"2014"	"2014"	"Freestanding Birth Center"	"2"	374
	"Maryland"	"24"	"2014"	"2014"	"Residence"	"4"	375
	"Maryland"	"24"	"2014"	"2014"	"Other"	"5"	50
	"Maryland"	"24"	"2015"	"2015"	"In Hospital"	"1"	72751
	"Maryland"	"24"	"2015"	"2015"	"Freestanding Birth Center"	"2"	362
	"Maryland"	"24"	"2015"	"2015"	"Residence"	"4"	428
	"Maryland"	"24"	"2015"	"2015"	"Other"	"5"	66
	"Maryland"	"24"	"2016"	"2016"	"In Hospital"	"1"	72272
	"Maryland"	"24"	"2016"	"2016"	"Freestanding Birth Center"	"2"	329
	"Maryland"	"24"	"2016"	"2016"	"Residence"	"4"	465
	"Maryland"	"24"	"2016"	"2016"	"Other"	"5"	68
	"Maryland"	"24"	"2017"	"2017"	"In Hospital"	"1"	70717
	"Maryland"	"24"	"2017"	"2017"	"Freestanding Birth Center"	"2"	326
	"Maryland"	"24"	"2017"	"2017"	"Residence"	"4"	515
	"Maryland"	"24"	"2017"	"2017"	"Other"	"5"	74
	"Maryland"	"24"	"2018"	"2018"	"In Hospital"	"1"	70127
	"Maryland"	"24"	"2018"	"2018"	"Freestanding Birth Center"	"2"	329
	"Maryland"	"24"	"2018"	"2018"	"Residence"	"4"	521
	"Maryland"	"24"	"2018"	"2018"	"Other"	"5"	100
	"Maryland"	"24"	"2019"	"2019"	"In Hospital"	"1"	69214
	"Maryland"	"24"	"2019"	"2019"	"Freestanding Birth Center"	"2"	342
	"Maryland"	"24"	"2019"	"2019"	"Residence"	"4"	533
	"Maryland"	"24"	"2019"	"2019"	"Other"	"5"	83
	"Maryland"	"24"	"2020"	"2020"	"In Hospital"	"1"	67523
	"Maryland"	"24"	"2020"	"2020"	"Freestanding Birth Center"	"2"	216
	"Maryland"	"24"	"2020"	"2020"	"Residence"	"4"	720
	"Maryland"	"24"	"2020"	"2020"	"Other"	"5"	90
	"Maryland"	"24"	"2021"	"2021"	"In Hospital"	"1"	67159
	"Maryland"	"24"	"2021"	"2021"	"Freestanding Birth Center"	"2"	176
	"Maryland"	"24"	"2021"	"2021"	"Residence"	"4"	856
	"Maryland"	"24"	"2021"	"2021"	"Other"	"5"	84
	"Maryland"	"24"	"2022"	"2022"	"In Hospital"	"1"	67682
	"Maryland"	"24"	"2022"	"2022"	"Freestanding Birth Center"	"2"	110
	"Maryland"	"24"	"2022"	"2022"	"Residence"	"4"	902
	"Maryland"	"24"	"2022"	"2022"	"Other"	"5"	82
	"Maryland"	"24"	"2023"	"2023"	"In Hospital"	"1"	64584
	"Maryland"	"24"	"2023"	"2023"	"Freestanding Birth Center"	"2"	94
	"Maryland"	"24"	"2023"	"2023"	"Clinic/Doctor's Office"	"3"	11
	"Maryland"	"24"	"2023"	"2023"	"Residence"	"4"	815
	"Maryland"	"24"	"2023"	"2023"	"Other"	"5"	89
	"Michigan"	"26"	"2010"	"2010"	"In Hospital"	"1"	113572
	"Michigan"	"26"	"2010"	"2010"	"Freestanding Birth Center"	"2"	114
	"Michigan"	"26"	"2010"	"2010"	"Residence"	"4"	802
	"Michigan"	"26"	"2010"	"2010"	"Other"	"5"	35
	"Michigan"	"26"	"2011"	"2011"	"In Hospital"	"1"	112905
	"Michigan"	"26"	"2011"	"2011"	"Freestanding Birth Center"	"2"	127
	"Michigan"	"26"	"2011"	"2011"	"Clinic/Doctor's Office"	"3"	11
	"Michigan"	"26"	"2011"	"2011"	"Residence"	"4"	924
	"Michigan"	"26"	"2011"	"2011"	"Other"	"5"	39
	"Michigan"	"26"	"2012"	"2012"	"In Hospital"	"1"	111877
	"Michigan"	"26"	"2012"	"2012"	"Freestanding Birth Center"	"2"	141
	"Michigan"	"26"	"2012"	"2012"	"Residence"	"4"	1036
	"Michigan"	"26"	"2012"	"2012"	"Other"	"5"	27
	"Michigan"	"26"	"2013"	"2013"	"In Hospital"	"1"	112342
	"Michigan"	"26"	"2013"	"2013"	"Freestanding Birth Center"	"2"	72
	"Michigan"	"26"	"2013"	"2013"	"Clinic/Doctor's Office"	"3"	11
	"Michigan"	"26"	"2013"	"2013"	"Residence"	"4"	1019
	"Michigan"	"26"	"2013"	"2013"	"Other"	"5"	45
	"Michigan"	"26"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2014"	"2014"	"In Hospital"	"1"	112973
	"Michigan"	"26"	"2014"	"2014"	"Freestanding Birth Center"	"2"	117
	"Michigan"	"26"	"2014"	"2014"	"Residence"	"4"	1231
	"Michigan"	"26"	"2014"	"2014"	"Other"	"5"	51
	"Michigan"	"26"	"2015"	"2015"	"In Hospital"	"1"	111828
	"Michigan"	"26"	"2015"	"2015"	"Freestanding Birth Center"	"2"	118
	"Michigan"	"26"	"2015"	"2015"	"Residence"	"4"	1306
	"Michigan"	"26"	"2015"	"2015"	"Other"	"5"	56
	"Michigan"	"26"	"2016"	"2016"	"In Hospital"	"1"	111754
	"Michigan"	"26"	"2016"	"2016"	"Freestanding Birth Center"	"2"	128
	"Michigan"	"26"	"2016"	"2016"	"Residence"	"4"	1388
	"Michigan"	"26"	"2016"	"2016"	"Other"	"5"	35
	"Michigan"	"26"	"2017"	"2017"	"In Hospital"	"1"	109884
	"Michigan"	"26"	"2017"	"2017"	"Freestanding Birth Center"	"2"	117
	"Michigan"	"26"	"2017"	"2017"	"Residence"	"4"	1375
	"Michigan"	"26"	"2017"	"2017"	"Other"	"5"	46
	"Michigan"	"26"	"2018"	"2018"	"In Hospital"	"1"	108403
	"Michigan"	"26"	"2018"	"2018"	"Freestanding Birth Center"	"2"	84
	"Michigan"	"26"	"2018"	"2018"	"Residence"	"4"	1487
	"Michigan"	"26"	"2018"	"2018"	"Other"	"5"	53
	"Michigan"	"26"	"2019"	"2019"	"In Hospital"	"1"	106215
	"Michigan"	"26"	"2019"	"2019"	"Freestanding Birth Center"	"2"	93
	"Michigan"	"26"	"2019"	"2019"	"Clinic/Doctor's Office"	"3"	0
	"Michigan"	"26"	"2019"	"2019"	"Residence"	"4"	1534
	"Michigan"	"26"	"2019"	"2019"	"Other"	"5"	44
	"Michigan"	"26"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2020"	"2020"	"In Hospital"	"1"	101949
	"Michigan"	"26"	"2020"	"2020"	"Freestanding Birth Center"	"2"	82
	"Michigan"	"26"	"2020"	"2020"	"Residence"	"4"	1972
	"Michigan"	"26"	"2020"	"2020"	"Other"	"5"	64
	"Michigan"	"26"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2021"	"2021"	"In Hospital"	"1"	102609
	"Michigan"	"26"	"2021"	"2021"	"Freestanding Birth Center"	"2"	91
	"Michigan"	"26"	"2021"	"2021"	"Residence"	"4"	2225
	"Michigan"	"26"	"2021"	"2021"	"Other"	"5"	52
	"Michigan"	"26"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2022"	"2022"	"In Hospital"	"1"	99883
	"Michigan"	"26"	"2022"	"2022"	"Freestanding Birth Center"	"2"	396
	"Michigan"	"26"	"2022"	"2022"	"Residence"	"4"	2032
	"Michigan"	"26"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2023"	"2023"	"In Hospital"	"1"	96669
	"Michigan"	"26"	"2023"	"2023"	"Freestanding Birth Center"	"2"	403
	"Michigan"	"26"	"2023"	"2023"	"Residence"	"4"	2024
	"Michigan"	"26"	"2023"	"2023"	"Other"	"5"	21
	"Michigan"	"26"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2010"	"2010"	"In Hospital"	"1"	75690
	"Missouri"	"29"	"2010"	"2010"	"Freestanding Birth Center"	"2"	59
	"Missouri"	"29"	"2010"	"2010"	"Clinic/Doctor's Office"	"3"	71
	"Missouri"	"29"	"2010"	"2010"	"Residence"	"4"	859
	"Missouri"	"29"	"2010"	"2010"	"Other"	"5"	77
	"Missouri"	"29"	"2011"	"2011"	"In Hospital"	"1"	74912
	"Missouri"	"29"	"2011"	"2011"	"Freestanding Birth Center"	"2"	61
	"Missouri"	"29"	"2011"	"2011"	"Clinic/Doctor's Office"	"3"	76
	"Missouri"	"29"	"2011"	"2011"	"Residence"	"4"	989
	"Missouri"	"29"	"2011"	"2011"	"Other"	"5"	78
	"Missouri"	"29"	"2012"	"2012"	"In Hospital"	"1"	74023
	"Missouri"	"29"	"2012"	"2012"	"Freestanding Birth Center"	"2"	136
	"Missouri"	"29"	"2012"	"2012"	"Clinic/Doctor's Office"	"3"	69
	"Missouri"	"29"	"2012"	"2012"	"Residence"	"4"	1151
	"Missouri"	"29"	"2012"	"2012"	"Other"	"5"	66
	"Missouri"	"29"	"2013"	"2013"	"In Hospital"	"1"	73791
	"Missouri"	"29"	"2013"	"2013"	"Freestanding Birth Center"	"2"	297
	"Missouri"	"29"	"2013"	"2013"	"Clinic/Doctor's Office"	"3"	37
	"Missouri"	"29"	"2013"	"2013"	"Residence"	"4"	1094
	"Missouri"	"29"	"2013"	"2013"	"Other"	"5"	75
	"Missouri"	"29"	"2014"	"2014"	"In Hospital"	"1"	73711
	"Missouri"	"29"	"2014"	"2014"	"Freestanding Birth Center"	"2"	382
	"Missouri"	"29"	"2014"	"2014"	"Clinic/Doctor's Office"	"3"	34
	"Missouri"	"29"	"2014"	"2014"	"Residence"	"4"	1143
	"Missouri"	"29"	"2014"	"2014"	"Other"	"5"	89
	"Missouri"	"29"	"2015"	"2015"	"In Hospital"	"1"	73416
	"Missouri"	"29"	"2015"	"2015"	"Freestanding Birth Center"	"2"	367
	"Missouri"	"29"	"2015"	"2015"	"Clinic/Doctor's Office"	"3"	40
	"Missouri"	"29"	"2015"	"2015"	"Residence"	"4"	1131
	"Missouri"	"29"	"2015"	"2015"	"Other"	"5"	106
	"Missouri"	"29"	"2016"	"2016"	"In Hospital"	"1"	72969
	"Missouri"	"29"	"2016"	"2016"	"Freestanding Birth Center"	"2"	295
	"Missouri"	"29"	"2016"	"2016"	"Clinic/Doctor's Office"	"3"	139
	"Missouri"	"29"	"2016"	"2016"	"Residence"	"4"	1179
	"Missouri"	"29"	"2016"	"2016"	"Other"	"5"	122
	"Missouri"	"29"	"2017"	"2017"	"In Hospital"	"1"	71312
	"Missouri"	"29"	"2017"	"2017"	"Freestanding Birth Center"	"2"	268
	"Missouri"	"29"	"2017"	"2017"	"Clinic/Doctor's Office"	"3"	194
	"Missouri"	"29"	"2017"	"2017"	"Residence"	"4"	1164
	"Missouri"	"29"	"2017"	"2017"	"Other"	"5"	95
	"Missouri"	"29"	"2018"	"2018"	"In Hospital"	"1"	71457
	"Missouri"	"29"	"2018"	"2018"	"Freestanding Birth Center"	"2"	275
	"Missouri"	"29"	"2018"	"2018"	"Clinic/Doctor's Office"	"3"	214
	"Missouri"	"29"	"2018"	"2018"	"Residence"	"4"	1183
	"Missouri"	"29"	"2018"	"2018"	"Other"	"5"	139
	"Missouri"	"29"	"2019"	"2019"	"In Hospital"	"1"	70422
	"Missouri"	"29"	"2019"	"2019"	"Freestanding Birth Center"	"2"	240
	"Missouri"	"29"	"2019"	"2019"	"Clinic/Doctor's Office"	"3"	230
	"Missouri"	"29"	"2019"	"2019"	"Residence"	"4"	1071
	"Missouri"	"29"	"2019"	"2019"	"Other"	"5"	162
	"Missouri"	"29"	"2020"	"2020"	"In Hospital"	"1"	67274
	"Missouri"	"29"	"2020"	"2020"	"Freestanding Birth Center"	"2"	272
	"Missouri"	"29"	"2020"	"2020"	"Clinic/Doctor's Office"	"3"	251
	"Missouri"	"29"	"2020"	"2020"	"Residence"	"4"	1309
	"Missouri"	"29"	"2020"	"2020"	"Other"	"5"	178
	"Missouri"	"29"	"2021"	"2021"	"In Hospital"	"1"	67252
	"Missouri"	"29"	"2021"	"2021"	"Freestanding Birth Center"	"2"	247
	"Missouri"	"29"	"2021"	"2021"	"Clinic/Doctor's Office"	"3"	296
	"Missouri"	"29"	"2021"	"2021"	"Residence"	"4"	1403
	"Missouri"	"29"	"2021"	"2021"	"Other"	"5"	252
	"Missouri"	"29"	"2022"	"2022"	"In Hospital"	"1"	66768
	"Missouri"	"29"	"2022"	"2022"	"Freestanding Birth Center"	"2"	197
	"Missouri"	"29"	"2022"	"2022"	"Clinic/Doctor's Office"	"3"	318
	"Missouri"	"29"	"2022"	"2022"	"Residence"	"4"	1421
	"Missouri"	"29"	"2022"	"2022"	"Other"	"5"	279
	"Missouri"	"29"	"2023"	"2023"	"In Hospital"	"1"	64832
	"Missouri"	"29"	"2023"	"2023"	"Freestanding Birth Center"	"2"	150
	"Missouri"	"29"	"2023"	"2023"	"Clinic/Doctor's Office"	"3"	244
	"Missouri"	"29"	"2023"	"2023"	"Residence"	"4"	1692
	"Missouri"	"29"	"2023"	"2023"	"Other"	"5"	204
	"New Jersey"	"34"	"2010"	"2010"	"In Hospital"	"1"	106503
	"New Jersey"	"34"	"2010"	"2010"	"Freestanding Birth Center"	"2"	21
	"New Jersey"	"34"	"2010"	"2010"	"Residence"	"4"	302
	"New Jersey"	"34"	"2010"	"2010"	"Other"	"5"	91
	"New Jersey"	"34"	"2011"	"2011"	"In Hospital"	"1"	105409
	"New Jersey"	"34"	"2011"	"2011"	"Freestanding Birth Center"	"2"	25
	"New Jersey"	"34"	"2011"	"2011"	"Residence"	"4"	336
	"New Jersey"	"34"	"2011"	"2011"	"Other"	"5"	109
	"New Jersey"	"34"	"2012"	"2012"	"In Hospital"	"1"	103765
	"New Jersey"	"34"	"2012"	"2012"	"Freestanding Birth Center"	"2"	25
	"New Jersey"	"34"	"2012"	"2012"	"Residence"	"4"	336
	"New Jersey"	"34"	"2012"	"2012"	"Other"	"5"	96
	"New Jersey"	"34"	"2013"	"2013"	"In Hospital"	"1"	102101
	"New Jersey"	"34"	"2013"	"2013"	"Freestanding Birth Center"	"2"	23
	"New Jersey"	"34"	"2013"	"2013"	"Residence"	"4"	349
	"New Jersey"	"34"	"2013"	"2013"	"Other"	"5"	93
	"New Jersey"	"34"	"2014"	"2014"	"In Hospital"	"1"	102796
	"New Jersey"	"34"	"2014"	"2014"	"Freestanding Birth Center"	"2"	30
	"New Jersey"	"34"	"2014"	"2014"	"Residence"	"4"	381
	"New Jersey"	"34"	"2014"	"2014"	"Other"	"5"	91
	"New Jersey"	"34"	"2015"	"2015"	"In Hospital"	"1"	102619
	"New Jersey"	"34"	"2015"	"2015"	"Freestanding Birth Center"	"2"	13
	"New Jersey"	"34"	"2015"	"2015"	"Clinic/Doctor's Office"	"3"	11
	"New Jersey"	"34"	"2015"	"2015"	"Residence"	"4"	394
	"New Jersey"	"34"	"2015"	"2015"	"Other"	"5"	90
	"New Jersey"	"34"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2016"	"2016"	"In Hospital"	"1"	102122
	"New Jersey"	"34"	"2016"	"2016"	"Freestanding Birth Center"	"2"	25
	"New Jersey"	"34"	"2016"	"2016"	"Residence"	"4"	404
	"New Jersey"	"34"	"2016"	"2016"	"Other"	"5"	87
	"New Jersey"	"34"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2017"	"2017"	"In Hospital"	"1"	100736
	"New Jersey"	"34"	"2017"	"2017"	"Freestanding Birth Center"	"2"	18
	"New Jersey"	"34"	"2017"	"2017"	"Residence"	"4"	397
	"New Jersey"	"34"	"2017"	"2017"	"Other"	"5"	95
	"New Jersey"	"34"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2018"	"2018"	"In Hospital"	"1"	100614
	"New Jersey"	"34"	"2018"	"2018"	"Freestanding Birth Center"	"2"	59
	"New Jersey"	"34"	"2018"	"2018"	"Clinic/Doctor's Office"	"3"	11
	"New Jersey"	"34"	"2018"	"2018"	"Residence"	"4"	443
	"New Jersey"	"34"	"2018"	"2018"	"Other"	"5"	96
	"New Jersey"	"34"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2019"	"2019"	"In Hospital"	"1"	98926
	"New Jersey"	"34"	"2019"	"2019"	"Freestanding Birth Center"	"2"	142
	"New Jersey"	"34"	"2019"	"2019"	"Residence"	"4"	415
	"New Jersey"	"34"	"2019"	"2019"	"Other"	"5"	97
	"New Jersey"	"34"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2020"	"2020"	"In Hospital"	"1"	96993
	"New Jersey"	"34"	"2020"	"2020"	"Freestanding Birth Center"	"2"	299
	"New Jersey"	"34"	"2020"	"2020"	"Residence"	"4"	562
	"New Jersey"	"34"	"2020"	"2020"	"Other"	"5"	95
	"New Jersey"	"34"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2021"	"2021"	"In Hospital"	"1"	100399
	"New Jersey"	"34"	"2021"	"2021"	"Freestanding Birth Center"	"2"	397
	"New Jersey"	"34"	"2021"	"2021"	"Residence"	"4"	591
	"New Jersey"	"34"	"2021"	"2021"	"Other"	"5"	103
	"New Jersey"	"34"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2022"	"2022"	"In Hospital"	"1"	101648
	"New Jersey"	"34"	"2022"	"2022"	"Freestanding Birth Center"	"2"	527
	"New Jersey"	"34"	"2022"	"2022"	"Residence"	"4"	605
	"New Jersey"	"34"	"2022"	"2022"	"Other"	"5"	110
	"New Jersey"	"34"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2023"	"2023"	"In Hospital"	"1"	99701
	"New Jersey"	"34"	"2023"	"2023"	"Freestanding Birth Center"	"2"	626
	"New Jersey"	"34"	"2023"	"2023"	"Residence"	"4"	545
	"New Jersey"	"34"	"2023"	"2023"	"Other"	"5"	120
	"New Jersey"	"34"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"New York"	"36"	"2010"	"2010"	"In Hospital"	"1"	241823
	"New York"	"36"	"2010"	"2010"	"Freestanding Birth Center"	"2"	202
	"New York"	"36"	"2010"	"2010"	"Clinic/Doctor's Office"	"3"	45
	"New York"	"36"	"2010"	"2010"	"Residence"	"4"	2068
	"New York"	"36"	"2010"	"2010"	"Other"	"5"	235
	"New York"	"36"	"2011"	"2011"	"In Hospital"	"1"	238591
	"New York"	"36"	"2011"	"2011"	"Freestanding Birth Center"	"2"	191
	"New York"	"36"	"2011"	"2011"	"Clinic/Doctor's Office"	"3"	60
	"New York"	"36"	"2011"	"2011"	"Residence"	"4"	2130
	"New York"	"36"	"2011"	"2011"	"Other"	"5"	328
	"New York"	"36"	"2011"	"2011"	"Unknown or Not Stated"	"9"	12
	"New York"	"36"	"2012"	"2012"	"In Hospital"	"1"	238166
	"New York"	"36"	"2012"	"2012"	"Freestanding Birth Center"	"2"	141
	"New York"	"36"	"2012"	"2012"	"Clinic/Doctor's Office"	"3"	62
	"New York"	"36"	"2012"	"2012"	"Residence"	"4"	2177
	"New York"	"36"	"2012"	"2012"	"Other"	"5"	366
	"New York"	"36"	"2013"	"2013"	"In Hospital"	"1"	234113
	"New York"	"36"	"2013"	"2013"	"Freestanding Birth Center"	"2"	163
	"New York"	"36"	"2013"	"2013"	"Clinic/Doctor's Office"	"3"	47
	"New York"	"36"	"2013"	"2013"	"Residence"	"4"	2212
	"New York"	"36"	"2013"	"2013"	"Other"	"5"	434
	"New York"	"36"	"2013"	"2013"	"Unknown or Not Stated"	"9"	11
	"New York"	"36"	"2014"	"2014"	"In Hospital"	"1"	235698
	"New York"	"36"	"2014"	"2014"	"Freestanding Birth Center"	"2"	190
	"New York"	"36"	"2014"	"2014"	"Clinic/Doctor's Office"	"3"	35
	"New York"	"36"	"2014"	"2014"	"Residence"	"4"	2325
	"New York"	"36"	"2014"	"2014"	"Other"	"5"	520
	"New York"	"36"	"2015"	"2015"	"In Hospital"	"1"	234168
	"New York"	"36"	"2015"	"2015"	"Freestanding Birth Center"	"2"	176
	"New York"	"36"	"2015"	"2015"	"Clinic/Doctor's Office"	"3"	45
	"New York"	"36"	"2015"	"2015"	"Residence"	"4"	2331
	"New York"	"36"	"2015"	"2015"	"Other"	"5"	548
	"New York"	"36"	"2016"	"2016"	"In Hospital"	"1"	231201
	"New York"	"36"	"2016"	"2016"	"Freestanding Birth Center"	"2"	167
	"New York"	"36"	"2016"	"2016"	"Clinic/Doctor's Office"	"3"	24
	"New York"	"36"	"2016"	"2016"	"Residence"	"4"	2330
	"New York"	"36"	"2016"	"2016"	"Other"	"5"	561
	"New York"	"36"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"New York"	"36"	"2017"	"2017"	"In Hospital"	"1"	226534
	"New York"	"36"	"2017"	"2017"	"Freestanding Birth Center"	"2"	173
	"New York"	"36"	"2017"	"2017"	"Clinic/Doctor's Office"	"3"	46
	"New York"	"36"	"2017"	"2017"	"Residence"	"4"	2339
	"New York"	"36"	"2017"	"2017"	"Other"	"5"	643
	"New York"	"36"	"2018"	"2018"	"In Hospital"	"1"	222922
	"New York"	"36"	"2018"	"2018"	"Freestanding Birth Center"	"2"	219
	"New York"	"36"	"2018"	"2018"	"Clinic/Doctor's Office"	"3"	47
	"New York"	"36"	"2018"	"2018"	"Residence"	"4"	2477
