"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Tobacco Use"	"Tobacco Use Code"	Births
	"Illinois"	"17"	"2020"	"2020"	"Unknown or Not Stated"	"9"	381
	"Illinois"	"17"	"2020"	"2020"	"Not Reported"	"10"	0
"Total"	"Illinois"	"17"	"2020"	"2020"			133298
	"Illinois"	"17"	"2021"	"2021"	"Yes"	"1"	5851
	"Illinois"	"17"	"2021"	"2021"	"No"	"2"	126036
	"Illinois"	"17"	"2021"	"2021"	"Unknown or Not Stated"	"9"	302
	"Illinois"	"17"	"2021"	"2021"	"Not Reported"	"10"	0
"Total"	"Illinois"	"17"	"2021"	"2021"			132189
	"Illinois"	"17"	"2022"	"2022"	"Yes"	"1"	4649
	"Illinois"	"17"	"2022"	"2022"	"No"	"2"	123445
	"Illinois"	"17"	"2022"	"2022"	"Unknown or Not Stated"	"9"	256
	"Illinois"	"17"	"2022"	"2022"	"Not Reported"	"10"	0
"Total"	"Illinois"	"17"	"2022"	"2022"			128350
	"Illinois"	"17"	"2023"	"2023"	"Yes"	"1"	3701
	"Illinois"	"17"	"2023"	"2023"	"No"	"2"	120834
	"Illinois"	"17"	"2023"	"2023"	"Unknown or Not Stated"	"9"	285
	"Illinois"	"17"	"2023"	"2023"	"Not Reported"	"10"	0
"Total"	"Illinois"	"17"	"2023"	"2023"			124820
"Total"	"Illinois"	"17"					2066710
	"Indiana"	"18"	"2010"	"2010"	"Yes"	"1"	14395
	"Indiana"	"18"	"2010"	"2010"	"No"	"2"	69357
	"Indiana"	"18"	"2010"	"2010"	"Unknown or Not Stated"	"9"	188
	"Indiana"	"18"	"2010"	"2010"	"Not Reported"	"10"	0
"Total"	"Indiana"	"18"	"2010"	"2010"			83940
	"Indiana"	"18"	"2011"	"2011"	"Yes"	"1"	13900
	"Indiana"	"18"	"2011"	"2011"	"No"	"2"	69635
	"Indiana"	"18"	"2011"	"2011"	"Unknown or Not Stated"	"9"	166
	"Indiana"	"18"	"2011"	"2011"	"Not Reported"	"10"	0
"Total"	"Indiana"	"18"	"2011"	"2011"			83701
	"Indiana"	"18"	"2012"	"2012"	"Yes"	"1"	13755
	"Indiana"	"18"	"2012"	"2012"	"No"	"2"	69347
	"Indiana"	"18"	"2012"	"2012"	"Unknown or Not Stated"	"9"	125
	"Indiana"	"18"	"2012"	"2012"	"Not Reported"	"10"	0
"Total"	"Indiana"	"18"	"2012"	"2012"			83227
	"Indiana"	"18"	"2013"	"2013"	"Yes"	"1"	13030
	"Indiana"	"18"	"2013"	"2013"	"No"	"2"	69969
	"Indiana"	"18"	"2013"	"2013"	"Unknown or Not Stated"	"9"	103
	"Indiana"	"18"	"2013"	"2013"	"Not Reported"	"10"	0
"Total"	"Indiana"	"18"	"2013"	"2013"			83102
	"Indiana"	"18"	"2014"	"2014"	"Yes"	"1"	12672
	"Indiana"	"18"	"2014"	"2014"	"No"	"2"	71371
	"Indiana"	"18"	"2014"	"2014"	"Unknown or Not Stated"	"9"	37
	"Indiana"	"18"	"2014"	"2014"	"Not Reported"	"10"	0
"Total"	"Indiana"	"18"	"2014"	"2014"			84080
	"Indiana"	"18"	"2015"	"2015"	"Yes"	"1"	12014
	"Indiana"	"18"	"2015"	"2015"	"No"	"2"	71996
	"Indiana"	"18"	"2015"	"2015"	"Unknown or Not Stated"	"9"	30
	"Indiana"	"18"	"2015"	"2015"	"Not Reported"	"10"	0
"Total"	"Indiana"	"18"	"2015"	"2015"			84040
	"Indiana"	"18"	"2016"	"2016"	"Yes"	"1"	11212
	"Indiana"	"18"	"2016"	"2016"	"No"	"2"	71841
	"Indiana"	"18"	"2016"	"2016"	"Unknown or Not Stated"	"9"	38
	"Indiana"	"18"	"2016"	"2016"	"Not Reported"	"10"	0
"Total"	"Indiana"	"18"	"2016"	"2016"			83091
	"Indiana"	"18"	"2017"	"2017"	"Yes"	"1"	11098
	"Indiana"	"18"	"2017"	"2017"	"No"	"2"	71034
	"Indiana"	"18"	"2017"	"2017"	"Unknown or Not Stated"	"9"	38
	"Indiana"	"18"	"2017"	"2017"	"Not Reported"	"10"	0
"Total"	"Indiana"	"18"	"2017"	"2017"			82170
	"Indiana"	"18"	"2018"	"2018"	"Yes"	"1"	10312
	"Indiana"	"18"	"2018"	"2018"	"No"	"2"	71278
	"Indiana"	"18"	"2018"	"2018"	"Unknown or Not Stated"	"9"	56
	"Indiana"	"18"	"2018"	"2018"	"Not Reported"	"10"	0
"Total"	"Indiana"	"18"	"2018"	"2018"			81646
	"Indiana"	"18"	"2019"	"2019"	"Yes"	"1"	9430
	"Indiana"	"18"	"2019"	"2019"	"No"	"2"	71393
	"Indiana"	"18"	"2019"	"2019"	"Unknown or Not Stated"	"9"	36
	"Indiana"	"18"	"2019"	"2019"	"Not Reported"	"10"	0
"Total"	"Indiana"	"18"	"2019"	"2019"			80859
	"Indiana"	"18"	"2020"	"2020"	"Yes"	"1"	8555
	"Indiana"	"18"	"2020"	"2020"	"No"	"2"	70039
	"Indiana"	"18"	"2020"	"2020"	"Unknown or Not Stated"	"9"	22
	"Indiana"	"18"	"2020"	"2020"	"Not Reported"	"10"	0
"Total"	"Indiana"	"18"	"2020"	"2020"			78616
	"Indiana"	"18"	"2021"	"2021"	"Yes"	"1"	7193
	"Indiana"	"18"	"2021"	"2021"	"No"	"2"	72588
	"Indiana"	"18"	"2021"	"2021"	"Unknown or Not Stated"	"9"	165
	"Indiana"	"18"	"2021"	"2021"	"Not Reported"	"10"	0
"Total"	"Indiana"	"18"	"2021"	"2021"			79946
	"Indiana"	"18"	"2022"	"2022"	"Yes"	"1"	5235
	"Indiana"	"18"	"2022"	"2022"	"No"	"2"	73918
	"Indiana"	"18"	"2022"	"2022"	"Unknown or Not Stated"	"9"	496
	"Indiana"	"18"	"2022"	"2022"	"Not Reported"	"10"	0
"Total"	"Indiana"	"18"	"2022"	"2022"			79649
	"Indiana"	"18"	"2023"	"2023"	"Yes"	"1"	4136
	"Indiana"	"18"	"2023"	"2023"	"No"	"2"	74483
	"Indiana"	"18"	"2023"	"2023"	"Unknown or Not Stated"	"9"	381
	"Indiana"	"18"	"2023"	"2023"	"Not Reported"	"10"	0
"Total"	"Indiana"	"18"	"2023"	"2023"			79000
"Total"	"Indiana"	"18"					1147067
	"Maryland"	"24"	"2010"	"2010"	"Yes"	"1"	5795
	"Maryland"	"24"	"2010"	"2010"	"No"	"2"	65271
	"Maryland"	"24"	"2010"	"2010"	"Unknown or Not Stated"	"9"	2735
	"Maryland"	"24"	"2010"	"2010"	"Not Reported"	"10"	0
"Total"	"Maryland"	"24"	"2010"	"2010"			73801
	"Maryland"	"24"	"2011"	"2011"	"Yes"	"1"	5458
	"Maryland"	"24"	"2011"	"2011"	"No"	"2"	66386
	"Maryland"	"24"	"2011"	"2011"	"Unknown or Not Stated"	"9"	1249
	"Maryland"	"24"	"2011"	"2011"	"Not Reported"	"10"	0
"Total"	"Maryland"	"24"	"2011"	"2011"			73093
	"Maryland"	"24"	"2012"	"2012"	"Yes"	"1"	5360
	"Maryland"	"24"	"2012"	"2012"	"No"	"2"	66737
	"Maryland"	"24"	"2012"	"2012"	"Unknown or Not Stated"	"9"	786
	"Maryland"	"24"	"2012"	"2012"	"Not Reported"	"10"	0
"Total"	"Maryland"	"24"	"2012"	"2012"			72883
	"Maryland"	"24"	"2013"	"2013"	"Yes"	"1"	5324
	"Maryland"	"24"	"2013"	"2013"	"No"	"2"	65962
	"Maryland"	"24"	"2013"	"2013"	"Unknown or Not Stated"	"9"	667
	"Maryland"	"24"	"2013"	"2013"	"Not Reported"	"10"	0
"Total"	"Maryland"	"24"	"2013"	"2013"			71953
	"Maryland"	"24"	"2014"	"2014"	"Yes"	"1"	5107
	"Maryland"	"24"	"2014"	"2014"	"No"	"2"	68142
	"Maryland"	"24"	"2014"	"2014"	"Unknown or Not Stated"	"9"	672
	"Maryland"	"24"	"2014"	"2014"	"Not Reported"	"10"	0
"Total"	"Maryland"	"24"	"2014"	"2014"			73921
	"Maryland"	"24"	"2015"	"2015"	"Yes"	"1"	4758
	"Maryland"	"24"	"2015"	"2015"	"No"	"2"	68358
	"Maryland"	"24"	"2015"	"2015"	"Unknown or Not Stated"	"9"	500
	"Maryland"	"24"	"2015"	"2015"	"Not Reported"	"10"	0
"Total"	"Maryland"	"24"	"2015"	"2015"			73616
	"Maryland"	"24"	"2016"	"2016"	"Yes"	"1"	4299
	"Maryland"	"24"	"2016"	"2016"	"No"	"2"	68539
	"Maryland"	"24"	"2016"	"2016"	"Unknown or Not Stated"	"9"	298
	"Maryland"	"24"	"2016"	"2016"	"Not Reported"	"10"	0
"Total"	"Maryland"	"24"	"2016"	"2016"			73136
	"Maryland"	"24"	"2017"	"2017"	"Yes"	"1"	3932
	"Maryland"	"24"	"2017"	"2017"	"No"	"2"	67392
	"Maryland"	"24"	"2017"	"2017"	"Unknown or Not Stated"	"9"	317
	"Maryland"	"24"	"2017"	"2017"	"Not Reported"	"10"	0
"Total"	"Maryland"	"24"	"2017"	"2017"			71641
	"Maryland"	"24"	"2018"	"2018"	"Yes"	"1"	3719
	"Maryland"	"24"	"2018"	"2018"	"No"	"2"	66880
	"Maryland"	"24"	"2018"	"2018"	"Unknown or Not Stated"	"9"	481
	"Maryland"	"24"	"2018"	"2018"	"Not Reported"	"10"	0
"Total"	"Maryland"	"24"	"2018"	"2018"			71080
	"Maryland"	"24"	"2019"	"2019"	"Yes"	"1"	3281
	"Maryland"	"24"	"2019"	"2019"	"No"	"2"	66501
	"Maryland"	"24"	"2019"	"2019"	"Unknown or Not Stated"	"9"	396
	"Maryland"	"24"	"2019"	"2019"	"Not Reported"	"10"	0
"Total"	"Maryland"	"24"	"2019"	"2019"			70178
	"Maryland"	"24"	"2020"	"2020"	"Yes"	"1"	2846
	"Maryland"	"24"	"2020"	"2020"	"No"	"2"	65390
	"Maryland"	"24"	"2020"	"2020"	"Unknown or Not Stated"	"9"	318
	"Maryland"	"24"	"2020"	"2020"	"Not Reported"	"10"	0
"Total"	"Maryland"	"24"	"2020"	"2020"			68554
	"Maryland"	"24"	"2021"	"2021"	"Yes"	"1"	2262
	"Maryland"	"24"	"2021"	"2021"	"No"	"2"	65797
	"Maryland"	"24"	"2021"	"2021"	"Unknown or Not Stated"	"9"	226
	"Maryland"	"24"	"2021"	"2021"	"Not Reported"	"10"	0
"Total"	"Maryland"	"24"	"2021"	"2021"			68285
	"Maryland"	"24"	"2022"	"2022"	"Yes"	"1"	1873
	"Maryland"	"24"	"2022"	"2022"	"No"	"2"	66682
	"Maryland"	"24"	"2022"	"2022"	"Unknown or Not Stated"	"9"	227
	"Maryland"	"24"	"2022"	"2022"	"Not Reported"	"10"	0
"Total"	"Maryland"	"24"	"2022"	"2022"			68782
	"Maryland"	"24"	"2023"	"2023"	"Yes"	"1"	1527
	"Maryland"	"24"	"2023"	"2023"	"No"	"2"	63773
	"Maryland"	"24"	"2023"	"2023"	"Unknown or Not Stated"	"9"	294
	"Maryland"	"24"	"2023"	"2023"	"Not Reported"	"10"	0
"Total"	"Maryland"	"24"	"2023"	"2023"			65594
"Total"	"Maryland"	"24"					996517
	"Michigan"	"26"	"2010"	"2010"	"Yes"	"1"	0
	"Michigan"	"26"	"2010"	"2010"	"No"	"2"	0
	"Michigan"	"26"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2010"	"2010"	"Not Reported"	"10"	114531
"Total"	"Michigan"	"26"	"2010"	"2010"			114531
	"Michigan"	"26"	"2011"	"2011"	"Yes"	"1"	0
	"Michigan"	"26"	"2011"	"2011"	"No"	"2"	0
	"Michigan"	"26"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2011"	"2011"	"Not Reported"	"10"	114008
"Total"	"Michigan"	"26"	"2011"	"2011"			114008
	"Michigan"	"26"	"2012"	"2012"	"Yes"	"1"	0
	"Michigan"	"26"	"2012"	"2012"	"No"	"2"	0
	"Michigan"	"26"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2012"	"2012"	"Not Reported"	"10"	113091
"Total"	"Michigan"	"26"	"2012"	"2012"			113091
	"Michigan"	"26"	"2013"	"2013"	"Yes"	"1"	0
	"Michigan"	"26"	"2013"	"2013"	"No"	"2"	0
	"Michigan"	"26"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2013"	"2013"	"Not Reported"	"10"	113489
"Total"	"Michigan"	"26"	"2013"	"2013"			113489
	"Michigan"	"26"	"2014"	"2014"	"Yes"	"1"	15129
	"Michigan"	"26"	"2014"	"2014"	"No"	"2"	98335
	"Michigan"	"26"	"2014"	"2014"	"Unknown or Not Stated"	"9"	911
	"Michigan"	"26"	"2014"	"2014"	"Not Reported"	"10"	0
"Total"	"Michigan"	"26"	"2014"	"2014"			114375
	"Michigan"	"26"	"2015"	"2015"	"Yes"	"1"	13859
	"Michigan"	"26"	"2015"	"2015"	"No"	"2"	98366
	"Michigan"	"26"	"2015"	"2015"	"Unknown or Not Stated"	"9"	1087
	"Michigan"	"26"	"2015"	"2015"	"Not Reported"	"10"	0
"Total"	"Michigan"	"26"	"2015"	"2015"			113312
	"Michigan"	"26"	"2016"	"2016"	"Yes"	"1"	13126
	"Michigan"	"26"	"2016"	"2016"	"No"	"2"	99097
	"Michigan"	"26"	"2016"	"2016"	"Unknown or Not Stated"	"9"	1092
	"Michigan"	"26"	"2016"	"2016"	"Not Reported"	"10"	0
"Total"	"Michigan"	"26"	"2016"	"2016"			113315
	"Michigan"	"26"	"2017"	"2017"	"Yes"	"1"	12453
	"Michigan"	"26"	"2017"	"2017"	"No"	"2"	98039
	"Michigan"	"26"	"2017"	"2017"	"Unknown or Not Stated"	"9"	934
	"Michigan"	"26"	"2017"	"2017"	"Not Reported"	"10"	0
"Total"	"Michigan"	"26"	"2017"	"2017"			111426
	"Michigan"	"26"	"2018"	"2018"	"Yes"	"1"	11523
	"Michigan"	"26"	"2018"	"2018"	"No"	"2"	97390
	"Michigan"	"26"	"2018"	"2018"	"Unknown or Not Stated"	"9"	1119
	"Michigan"	"26"	"2018"	"2018"	"Not Reported"	"10"	0
"Total"	"Michigan"	"26"	"2018"	"2018"			110032
	"Michigan"	"26"	"2019"	"2019"	"Yes"	"1"	11113
	"Michigan"	"26"	"2019"	"2019"	"No"	"2"	95804
	"Michigan"	"26"	"2019"	"2019"	"Unknown or Not Stated"	"9"	969
	"Michigan"	"26"	"2019"	"2019"	"Not Reported"	"10"	0
"Total"	"Michigan"	"26"	"2019"	"2019"			107886
	"Michigan"	"26"	"2020"	"2020"	"Yes"	"1"	10115
	"Michigan"	"26"	"2020"	"2020"	"No"	"2"	93294
	"Michigan"	"26"	"2020"	"2020"	"Unknown or Not Stated"	"9"	665
	"Michigan"	"26"	"2020"	"2020"	"Not Reported"	"10"	0
"Total"	"Michigan"	"26"	"2020"	"2020"			104074
	"Michigan"	"26"	"2021"	"2021"	"Yes"	"1"	8625
	"Michigan"	"26"	"2021"	"2021"	"No"	"2"	95567
	"Michigan"	"26"	"2021"	"2021"	"Unknown or Not Stated"	"9"	788
	"Michigan"	"26"	"2021"	"2021"	"Not Reported"	"10"	0
"Total"	"Michigan"	"26"	"2021"	"2021"			104980
	"Michigan"	"26"	"2022"	"2022"	"Yes"	"1"	6685
	"Michigan"	"26"	"2022"	"2022"	"No"	"2"	94895
	"Michigan"	"26"	"2022"	"2022"	"Unknown or Not Stated"	"9"	741
	"Michigan"	"26"	"2022"	"2022"	"Not Reported"	"10"	0
"Total"	"Michigan"	"26"	"2022"	"2022"			102321
	"Michigan"	"26"	"2023"	"2023"	"Yes"	"1"	5181
	"Michigan"	"26"	"2023"	"2023"	"No"	"2"	93230
	"Michigan"	"26"	"2023"	"2023"	"Unknown or Not Stated"	"9"	713
	"Michigan"	"26"	"2023"	"2023"	"Not Reported"	"10"	0
"Total"	"Michigan"	"26"	"2023"	"2023"			99124
"Total"	"Michigan"	"26"					1535964
	"Missouri"	"29"	"2010"	"2010"	"Yes"	"1"	14329
	"Missouri"	"29"	"2010"	"2010"	"No"	"2"	61537
	"Missouri"	"29"	"2010"	"2010"	"Unknown or Not Stated"	"9"	893
	"Missouri"	"29"	"2010"	"2010"	"Not Reported"	"10"	0
"Total"	"Missouri"	"29"	"2010"	"2010"			76759
	"Missouri"	"29"	"2011"	"2011"	"Yes"	"1"	13799
	"Missouri"	"29"	"2011"	"2011"	"No"	"2"	61470
	"Missouri"	"29"	"2011"	"2011"	"Unknown or Not Stated"	"9"	848
	"Missouri"	"29"	"2011"	"2011"	"Not Reported"	"10"	0
"Total"	"Missouri"	"29"	"2011"	"2011"			76117
	"Missouri"	"29"	"2012"	"2012"	"Yes"	"1"	13520
	"Missouri"	"29"	"2012"	"2012"	"No"	"2"	61170
	"Missouri"	"29"	"2012"	"2012"	"Unknown or Not Stated"	"9"	756
	"Missouri"	"29"	"2012"	"2012"	"Not Reported"	"10"	0
"Total"	"Missouri"	"29"	"2012"	"2012"			75446
	"Missouri"	"29"	"2013"	"2013"	"Yes"	"1"	13162
	"Missouri"	"29"	"2013"	"2013"	"No"	"2"	61388
	"Missouri"	"29"	"2013"	"2013"	"Unknown or Not Stated"	"9"	746
	"Missouri"	"29"	"2013"	"2013"	"Not Reported"	"10"	0
"Total"	"Missouri"	"29"	"2013"	"2013"			75296
	"Missouri"	"29"	"2014"	"2014"	"Yes"	"1"	12475
	"Missouri"	"29"	"2014"	"2014"	"No"	"2"	62317
	"Missouri"	"29"	"2014"	"2014"	"Unknown or Not Stated"	"9"	568
	"Missouri"	"29"	"2014"	"2014"	"Not Reported"	"10"	0
"Total"	"Missouri"	"29"	"2014"	"2014"			75360
	"Missouri"	"29"	"2015"	"2015"	"Yes"	"1"	11810
	"Missouri"	"29"	"2015"	"2015"	"No"	"2"	62611
	"Missouri"	"29"	"2015"	"2015"	"Unknown or Not Stated"	"9"	640
	"Missouri"	"29"	"2015"	"2015"	"Not Reported"	"10"	0
"Total"	"Missouri"	"29"	"2015"	"2015"			75061
	"Missouri"	"29"	"2016"	"2016"	"Yes"	"1"	11294
	"Missouri"	"29"	"2016"	"2016"	"No"	"2"	62763
	"Missouri"	"29"	"2016"	"2016"	"Unknown or Not Stated"	"9"	648
	"Missouri"	"29"	"2016"	"2016"	"Not Reported"	"10"	0
"Total"	"Missouri"	"29"	"2016"	"2016"			74705
	"Missouri"	"29"	"2017"	"2017"	"Yes"	"1"	10457
	"Missouri"	"29"	"2017"	"2017"	"No"	"2"	61859
	"Missouri"	"29"	"2017"	"2017"	"Unknown or Not Stated"	"9"	718
	"Missouri"	"29"	"2017"	"2017"	"Not Reported"	"10"	0
"Total"	"Missouri"	"29"	"2017"	"2017"			73034
	"Missouri"	"29"	"2018"	"2018"	"Yes"	"1"	9985
	"Missouri"	"29"	"2018"	"2018"	"No"	"2"	62720
	"Missouri"	"29"	"2018"	"2018"	"Unknown or Not Stated"	"9"	564
	"Missouri"	"29"	"2018"	"2018"	"Not Reported"	"10"	0
"Total"	"Missouri"	"29"	"2018"	"2018"			73269
	"Missouri"	"29"	"2019"	"2019"	"Yes"	"1"	9144
	"Missouri"	"29"	"2019"	"2019"	"No"	"2"	62406
	"Missouri"	"29"	"2019"	"2019"	"Unknown or Not Stated"	"9"	577
	"Missouri"	"29"	"2019"	"2019"	"Not Reported"	"10"	0
"Total"	"Missouri"	"29"	"2019"	"2019"			72127
	"Missouri"	"29"	"2020"	"2020"	"Yes"	"1"	8219
	"Missouri"	"29"	"2020"	"2020"	"No"	"2"	60429
	"Missouri"	"29"	"2020"	"2020"	"Unknown or Not Stated"	"9"	637
	"Missouri"	"29"	"2020"	"2020"	"Not Reported"	"10"	0
"Total"	"Missouri"	"29"	"2020"	"2020"			69285
	"Missouri"	"29"	"2021"	"2021"	"Yes"	"1"	6879
	"Missouri"	"29"	"2021"	"2021"	"No"	"2"	61321
	"Missouri"	"29"	"2021"	"2021"	"Unknown or Not Stated"	"9"	1253
	"Missouri"	"29"	"2021"	"2021"	"Not Reported"	"10"	0
"Total"	"Missouri"	"29"	"2021"	"2021"			69453
	"Missouri"	"29"	"2022"	"2022"	"Yes"	"1"	5441
	"Missouri"	"29"	"2022"	"2022"	"No"	"2"	62445
	"Missouri"	"29"	"2022"	"2022"	"Unknown or Not Stated"	"9"	1099
	"Missouri"	"29"	"2022"	"2022"	"Not Reported"	"10"	0
"Total"	"Missouri"	"29"	"2022"	"2022"			68985
	"Missouri"	"29"	"2023"	"2023"	"Yes"	"1"	4443
	"Missouri"	"29"	"2023"	"2023"	"No"	"2"	61706
	"Missouri"	"29"	"2023"	"2023"	"Unknown or Not Stated"	"9"	974
	"Missouri"	"29"	"2023"	"2023"	"Not Reported"	"10"	0
"Total"	"Missouri"	"29"	"2023"	"2023"			67123
"Total"	"Missouri"	"29"					1022020
	"New Jersey"	"34"	"2010"	"2010"	"Yes"	"1"	0
	"New Jersey"	"34"	"2010"	"2010"	"No"	"2"	0
	"New Jersey"	"34"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2010"	"2010"	"Not Reported"	"10"	106922
"Total"	"New Jersey"	"34"	"2010"	"2010"			106922
	"New Jersey"	"34"	"2011"	"2011"	"Yes"	"1"	0
	"New Jersey"	"34"	"2011"	"2011"	"No"	"2"	0
	"New Jersey"	"34"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2011"	"2011"	"Not Reported"	"10"	105883
"Total"	"New Jersey"	"34"	"2011"	"2011"			105883
	"New Jersey"	"34"	"2012"	"2012"	"Yes"	"1"	0
	"New Jersey"	"34"	"2012"	"2012"	"No"	"2"	0
	"New Jersey"	"34"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2012"	"2012"	"Not Reported"	"10"	104230
"Total"	"New Jersey"	"34"	"2012"	"2012"			104230
	"New Jersey"	"34"	"2013"	"2013"	"Yes"	"1"	0
	"New Jersey"	"34"	"2013"	"2013"	"No"	"2"	0
	"New Jersey"	"34"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2013"	"2013"	"Not Reported"	"10"	102575
"Total"	"New Jersey"	"34"	"2013"	"2013"			102575
	"New Jersey"	"34"	"2014"	"2014"	"Yes"	"1"	0
	"New Jersey"	"34"	"2014"	"2014"	"No"	"2"	0
	"New Jersey"	"34"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2014"	"2014"	"Not Reported"	"10"	103305
"Total"	"New Jersey"	"34"	"2014"	"2014"			103305
	"New Jersey"	"34"	"2015"	"2015"	"Yes"	"1"	0
	"New Jersey"	"34"	"2015"	"2015"	"No"	"2"	0
	"New Jersey"	"34"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2015"	"2015"	"Not Reported"	"10"	103127
"Total"	"New Jersey"	"34"	"2015"	"2015"			103127
	"New Jersey"	"34"	"2016"	"2016"	"Yes"	"1"	3952
	"New Jersey"	"34"	"2016"	"2016"	"No"	"2"	98050
	"New Jersey"	"34"	"2016"	"2016"	"Unknown or Not Stated"	"9"	645
	"New Jersey"	"34"	"2016"	"2016"	"Not Reported"	"10"	0
"Total"	"New Jersey"	"34"	"2016"	"2016"			102647
	"New Jersey"	"34"	"2017"	"2017"	"Yes"	"1"	3690
	"New Jersey"	"34"	"2017"	"2017"	"No"	"2"	97095
	"New Jersey"	"34"	"2017"	"2017"	"Unknown or Not Stated"	"9"	465
	"New Jersey"	"34"	"2017"	"2017"	"Not Reported"	"10"	0
"Total"	"New Jersey"	"34"	"2017"	"2017"			101250
	"New Jersey"	"34"	"2018"	"2018"	"Yes"	"1"	3235
	"New Jersey"	"34"	"2018"	"2018"	"No"	"2"	97550
	"New Jersey"	"34"	"2018"	"2018"	"Unknown or Not Stated"	"9"	438
	"New Jersey"	"34"	"2018"	"2018"	"Not Reported"	"10"	0
"Total"	"New Jersey"	"34"	"2018"	"2018"			101223
	"New Jersey"	"34"	"2019"	"2019"	"Yes"	"1"	2740
	"New Jersey"	"34"	"2019"	"2019"	"No"	"2"	96100
	"New Jersey"	"34"	"2019"	"2019"	"Unknown or Not Stated"	"9"	745
	"New Jersey"	"34"	"2019"	"2019"	"Not Reported"	"10"	0
"Total"	"New Jersey"	"34"	"2019"	"2019"			99585
	"New Jersey"	"34"	"2020"	"2020"	"Yes"	"1"	2439
	"New Jersey"	"34"	"2020"	"2020"	"No"	"2"	95121
	"New Jersey"	"34"	"2020"	"2020"	"Unknown or Not Stated"	"9"	394
	"New Jersey"	"34"	"2020"	"2020"	"Not Reported"	"10"	0
"Total"	"New Jersey"	"34"	"2020"	"2020"			97954
	"New Jersey"	"34"	"2021"	"2021"	"Yes"	"1"	1885
	"New Jersey"	"34"	"2021"	"2021"	"No"	"2"	98956
	"New Jersey"	"34"	"2021"	"2021"	"Unknown or Not Stated"	"9"	656
	"New Jersey"	"34"	"2021"	"2021"	"Not Reported"	"10"	0
"Total"	"New Jersey"	"34"	"2021"	"2021"			101497
	"New Jersey"	"34"	"2022"	"2022"	"Yes"	"1"	1387
	"New Jersey"	"34"	"2022"	"2022"	"No"	"2"	100462
	"New Jersey"	"34"	"2022"	"2022"	"Unknown or Not Stated"	"9"	1044
	"New Jersey"	"34"	"2022"	"2022"	"Not Reported"	"10"	0
"Total"	"New Jersey"	"34"	"2022"	"2022"			102893
	"New Jersey"	"34"	"2023"	"2023"	"Yes"	"1"	1141
	"New Jersey"	"34"	"2023"	"2023"	"No"	"2"	99310
	"New Jersey"	"34"	"2023"	"2023"	"Unknown or Not Stated"	"9"	550
	"New Jersey"	"34"	"2023"	"2023"	"Not Reported"	"10"	0
"Total"	"New Jersey"	"34"	"2023"	"2023"			101001
"Total"	"New Jersey"	"34"					1434092
	"New York"	"36"	"2010"	"2010"	"Yes"	"1"	15165
	"New York"	"36"	"2010"	"2010"	"No"	"2"	226321
	"New York"	"36"	"2010"	"2010"	"Unknown or Not Stated"	"9"	2889
	"New York"	"36"	"2010"	"2010"	"Not Reported"	"10"	0
"Total"	"New York"	"36"	"2010"	"2010"			244375
	"New York"	"36"	"2011"	"2011"	"Yes"	"1"	14450
	"New York"	"36"	"2011"	"2011"	"No"	"2"	224140
	"New York"	"36"	"2011"	"2011"	"Unknown or Not Stated"	"9"	2722
	"New York"	"36"	"2011"	"2011"	"Not Reported"	"10"	0
"Total"	"New York"	"36"	"2011"	"2011"			241312
	"New York"	"36"	"2012"	"2012"	"Yes"	"1"	14197
	"New York"	"36"	"2012"	"2012"	"No"	"2"	223964
	"New York"	"36"	"2012"	"2012"	"Unknown or Not Stated"	"9"	2755
	"New York"	"36"	"2012"	"2012"	"Not Reported"	"10"	0
"Total"	"New York"	"36"	"2012"	"2012"			240916
	"New York"	"36"	"2013"	"2013"	"Yes"	"1"	13261
	"New York"	"36"	"2013"	"2013"	"No"	"2"	220977
	"New York"	"36"	"2013"	"2013"	"Unknown or Not Stated"	"9"	2742
	"New York"	"36"	"2013"	"2013"	"Not Reported"	"10"	0
"Total"	"New York"	"36"	"2013"	"2013"			236980
	"New York"	"36"	"2014"	"2014"	"Yes"	"1"	12753
	"New York"	"36"	"2014"	"2014"	"No"	"2"	222854
	"New York"	"36"	"2014"	"2014"	"Unknown or Not Stated"	"9"	3166
	"New York"	"36"	"2014"	"2014"	"Not Reported"	"10"	0
"Total"	"New York"	"36"	"2014"	"2014"			238773
	"New York"	"36"	"2015"	"2015"	"Yes"	"1"	11739
	"New York"	"36"	"2015"	"2015"	"No"	"2"	222871
	"New York"	"36"	"2015"	"2015"	"Unknown or Not Stated"	"9"	2664
