"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Pregnancy-associated Hypertension"	"Pregnancy-associated Hypertension Code"	Births
	"Missouri"	"29"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2011"	"2011"	"Yes"	"1"	3831
	"Missouri"	"29"	"2011"	"2011"	"No"	"2"	72286
	"Missouri"	"29"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2012"	"2012"	"Yes"	"1"	4166
	"Missouri"	"29"	"2012"	"2012"	"No"	"2"	71279
	"Missouri"	"29"	"2012"	"2012"	"Unknown or Not Stated"	"9"	Suppressed
	"Missouri"	"29"	"2013"	"2013"	"Yes"	"1"	4325
	"Missouri"	"29"	"2013"	"2013"	"No"	"2"	70970
	"Missouri"	"29"	"2013"	"2013"	"Unknown or Not Stated"	"9"	Suppressed
	"Missouri"	"29"	"2014"	"2014"	"Yes"	"1"	4608
	"Missouri"	"29"	"2014"	"2014"	"No"	"2"	70751
	"Missouri"	"29"	"2014"	"2014"	"Unknown or Not Stated"	"9"	Suppressed
	"Missouri"	"29"	"2015"	"2015"	"Yes"	"1"	5264
	"Missouri"	"29"	"2015"	"2015"	"No"	"2"	69796
	"Missouri"	"29"	"2015"	"2015"	"Unknown or Not Stated"	"9"	Suppressed
	"Missouri"	"29"	"2016"	"2016"	"Yes"	"1"	5502
	"Missouri"	"29"	"2016"	"2016"	"No"	"2"	69202
	"Missouri"	"29"	"2016"	"2016"	"Unknown or Not Stated"	"9"	Suppressed
	"Missouri"	"29"	"2017"	"2017"	"Yes"	"1"	5815
	"Missouri"	"29"	"2017"	"2017"	"No"	"2"	67219
	"Missouri"	"29"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2018"	"2018"	"Yes"	"1"	5993
	"Missouri"	"29"	"2018"	"2018"	"No"	"2"	67276
	"Missouri"	"29"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2019"	"2019"	"Yes"	"1"	6256
	"Missouri"	"29"	"2019"	"2019"	"No"	"2"	65868
	"Missouri"	"29"	"2019"	"2019"	"Unknown or Not Stated"	"9"	Suppressed
	"Missouri"	"29"	"2020"	"2020"	"Yes"	"1"	6363
	"Missouri"	"29"	"2020"	"2020"	"No"	"2"	62920
	"Missouri"	"29"	"2020"	"2020"	"Unknown or Not Stated"	"9"	Suppressed
	"Missouri"	"29"	"2021"	"2021"	"Yes"	"1"	6965
	"Missouri"	"29"	"2021"	"2021"	"No"	"2"	62486
	"Missouri"	"29"	"2021"	"2021"	"Unknown or Not Stated"	"9"	Suppressed
	"Missouri"	"29"	"2022"	"2022"	"Yes"	"1"	7746
	"Missouri"	"29"	"2022"	"2022"	"No"	"2"	61238
	"Missouri"	"29"	"2022"	"2022"	"Unknown or Not Stated"	"9"	Suppressed
	"Missouri"	"29"	"2023"	"2023"	"Yes"	"1"	7752
	"Missouri"	"29"	"2023"	"2023"	"No"	"2"	59367
	"Missouri"	"29"	"2023"	"2023"	"Unknown or Not Stated"	"9"	Suppressed
	"New Jersey"	"34"	"2010"	"2010"	"Yes"	"1"	3537
	"New Jersey"	"34"	"2010"	"2010"	"No"	"2"	103043
	"New Jersey"	"34"	"2010"	"2010"	"Unknown or Not Stated"	"9"	342
	"New Jersey"	"34"	"2011"	"2011"	"Yes"	"1"	2836
	"New Jersey"	"34"	"2011"	"2011"	"No"	"2"	102733
	"New Jersey"	"34"	"2011"	"2011"	"Unknown or Not Stated"	"9"	314
	"New Jersey"	"34"	"2012"	"2012"	"Yes"	"1"	2590
	"New Jersey"	"34"	"2012"	"2012"	"No"	"2"	101379
	"New Jersey"	"34"	"2012"	"2012"	"Unknown or Not Stated"	"9"	261
	"New Jersey"	"34"	"2013"	"2013"	"Yes"	"1"	2720
	"New Jersey"	"34"	"2013"	"2013"	"No"	"2"	99681
	"New Jersey"	"34"	"2013"	"2013"	"Unknown or Not Stated"	"9"	174
	"New Jersey"	"34"	"2014"	"2014"	"Yes"	"1"	2853
	"New Jersey"	"34"	"2014"	"2014"	"No"	"2"	100261
	"New Jersey"	"34"	"2014"	"2014"	"Unknown or Not Stated"	"9"	191
	"New Jersey"	"34"	"2015"	"2015"	"Yes"	"1"	4007
	"New Jersey"	"34"	"2015"	"2015"	"No"	"2"	99058
	"New Jersey"	"34"	"2015"	"2015"	"Unknown or Not Stated"	"9"	62
	"New Jersey"	"34"	"2016"	"2016"	"Yes"	"1"	4807
	"New Jersey"	"34"	"2016"	"2016"	"No"	"2"	97833
	"New Jersey"	"34"	"2016"	"2016"	"Unknown or Not Stated"	"9"	Suppressed
	"New Jersey"	"34"	"2017"	"2017"	"Yes"	"1"	4828
	"New Jersey"	"34"	"2017"	"2017"	"No"	"2"	96415
	"New Jersey"	"34"	"2017"	"2017"	"Unknown or Not Stated"	"9"	Suppressed
	"New Jersey"	"34"	"2018"	"2018"	"Yes"	"1"	5532
	"New Jersey"	"34"	"2018"	"2018"	"No"	"2"	95684
	"New Jersey"	"34"	"2018"	"2018"	"Unknown or Not Stated"	"9"	Suppressed
	"New Jersey"	"34"	"2019"	"2019"	"Yes"	"1"	6006
	"New Jersey"	"34"	"2019"	"2019"	"No"	"2"	93573
	"New Jersey"	"34"	"2019"	"2019"	"Unknown or Not Stated"	"9"	Suppressed
	"New Jersey"	"34"	"2020"	"2020"	"Yes"	"1"	6576
	"New Jersey"	"34"	"2020"	"2020"	"No"	"2"	91370
	"New Jersey"	"34"	"2020"	"2020"	"Unknown or Not Stated"	"9"	Suppressed
	"New Jersey"	"34"	"2021"	"2021"	"Yes"	"1"	6902
	"New Jersey"	"34"	"2021"	"2021"	"No"	"2"	94586
	"New Jersey"	"34"	"2021"	"2021"	"Unknown or Not Stated"	"9"	Suppressed
	"New Jersey"	"34"	"2022"	"2022"	"Yes"	"1"	6983
	"New Jersey"	"34"	"2022"	"2022"	"No"	"2"	95900
	"New Jersey"	"34"	"2022"	"2022"	"Unknown or Not Stated"	"9"	10
	"New Jersey"	"34"	"2023"	"2023"	"Yes"	"1"	7077
	"New Jersey"	"34"	"2023"	"2023"	"No"	"2"	93914
	"New Jersey"	"34"	"2023"	"2023"	"Unknown or Not Stated"	"9"	10
	"New York"	"36"	"2010"	"2010"	"Yes"	"1"	7081
	"New York"	"36"	"2010"	"2010"	"No"	"2"	236025
	"New York"	"36"	"2010"	"2010"	"Unknown or Not Stated"	"9"	1269
	"New York"	"36"	"2011"	"2011"	"Yes"	"1"	7264
	"New York"	"36"	"2011"	"2011"	"No"	"2"	233610
	"New York"	"36"	"2011"	"2011"	"Unknown or Not Stated"	"9"	438
	"New York"	"36"	"2012"	"2012"	"Yes"	"1"	7069
	"New York"	"36"	"2012"	"2012"	"No"	"2"	233345
	"New York"	"36"	"2012"	"2012"	"Unknown or Not Stated"	"9"	502
	"New York"	"36"	"2013"	"2013"	"Yes"	"1"	7493
	"New York"	"36"	"2013"	"2013"	"No"	"2"	228994
	"New York"	"36"	"2013"	"2013"	"Unknown or Not Stated"	"9"	493
	"New York"	"36"	"2014"	"2014"	"Yes"	"1"	8764
	"New York"	"36"	"2014"	"2014"	"No"	"2"	229183
	"New York"	"36"	"2014"	"2014"	"Unknown or Not Stated"	"9"	826
	"New York"	"36"	"2015"	"2015"	"Yes"	"1"	14317
	"New York"	"36"	"2015"	"2015"	"No"	"2"	222488
	"New York"	"36"	"2015"	"2015"	"Unknown or Not Stated"	"9"	469
	"New York"	"36"	"2016"	"2016"	"Yes"	"1"	14897
	"New York"	"36"	"2016"	"2016"	"No"	"2"	219168
	"New York"	"36"	"2016"	"2016"	"Unknown or Not Stated"	"9"	218
	"New York"	"36"	"2017"	"2017"	"Yes"	"1"	13188
	"New York"	"36"	"2017"	"2017"	"No"	"2"	216143
	"New York"	"36"	"2017"	"2017"	"Unknown or Not Stated"	"9"	406
	"New York"	"36"	"2018"	"2018"	"Yes"	"1"	14218
	"New York"	"36"	"2018"	"2018"	"No"	"2"	211526
	"New York"	"36"	"2018"	"2018"	"Unknown or Not Stated"	"9"	494
	"New York"	"36"	"2019"	"2019"	"Yes"	"1"	15221
	"New York"	"36"	"2019"	"2019"	"No"	"2"	205834
	"New York"	"36"	"2019"	"2019"	"Unknown or Not Stated"	"9"	484
	"New York"	"36"	"2020"	"2020"	"Yes"	"1"	16141
	"New York"	"36"	"2020"	"2020"	"No"	"2"	192799
	"New York"	"36"	"2020"	"2020"	"Unknown or Not Stated"	"9"	398
	"New York"	"36"	"2021"	"2021"	"Yes"	"1"	16865
	"New York"	"36"	"2021"	"2021"	"No"	"2"	193426
	"New York"	"36"	"2021"	"2021"	"Unknown or Not Stated"	"9"	451
	"New York"	"36"	"2022"	"2022"	"Yes"	"1"	16638
	"New York"	"36"	"2022"	"2022"	"No"	"2"	190580
	"New York"	"36"	"2022"	"2022"	"Unknown or Not Stated"	"9"	556
	"New York"	"36"	"2023"	"2023"	"Yes"	"1"	16307
	"New York"	"36"	"2023"	"2023"	"No"	"2"	186876
	"New York"	"36"	"2023"	"2023"	"Unknown or Not Stated"	"9"	429
	"North Carolina"	"37"	"2010"	"2010"	"Yes"	"1"	6349
	"North Carolina"	"37"	"2010"	"2010"	"No"	"2"	115982
	"North Carolina"	"37"	"2010"	"2010"	"Unknown or Not Stated"	"9"	19
	"North Carolina"	"37"	"2011"	"2011"	"Yes"	"1"	6115
	"North Carolina"	"37"	"2011"	"2011"	"No"	"2"	114251
	"North Carolina"	"37"	"2011"	"2011"	"Unknown or Not Stated"	"9"	23
	"North Carolina"	"37"	"2012"	"2012"	"Yes"	"1"	6169
	"North Carolina"	"37"	"2012"	"2012"	"No"	"2"	113629
	"North Carolina"	"37"	"2012"	"2012"	"Unknown or Not Stated"	"9"	33
	"North Carolina"	"37"	"2013"	"2013"	"Yes"	"1"	6447
	"North Carolina"	"37"	"2013"	"2013"	"No"	"2"	112540
	"North Carolina"	"37"	"2013"	"2013"	"Unknown or Not Stated"	"9"	15
	"North Carolina"	"37"	"2014"	"2014"	"Yes"	"1"	6644
	"North Carolina"	"37"	"2014"	"2014"	"No"	"2"	114313
	"North Carolina"	"37"	"2014"	"2014"	"Unknown or Not Stated"	"9"	18
	"North Carolina"	"37"	"2015"	"2015"	"Yes"	"1"	7226
	"North Carolina"	"37"	"2015"	"2015"	"No"	"2"	113609
	"North Carolina"	"37"	"2015"	"2015"	"Unknown or Not Stated"	"9"	Suppressed
	"North Carolina"	"37"	"2016"	"2016"	"Yes"	"1"	8107
	"North Carolina"	"37"	"2016"	"2016"	"No"	"2"	112656
	"North Carolina"	"37"	"2016"	"2016"	"Unknown or Not Stated"	"9"	16
	"North Carolina"	"37"	"2017"	"2017"	"Yes"	"1"	8731
	"North Carolina"	"37"	"2017"	"2017"	"No"	"2"	111384
	"North Carolina"	"37"	"2017"	"2017"	"Unknown or Not Stated"	"9"	10
	"North Carolina"	"37"	"2018"	"2018"	"Yes"	"1"	9390
	"North Carolina"	"37"	"2018"	"2018"	"No"	"2"	109544
	"North Carolina"	"37"	"2018"	"2018"	"Unknown or Not Stated"	"9"	20
	"North Carolina"	"37"	"2019"	"2019"	"Yes"	"1"	9332
	"North Carolina"	"37"	"2019"	"2019"	"No"	"2"	109387
	"North Carolina"	"37"	"2019"	"2019"	"Unknown or Not Stated"	"9"	Suppressed
	"North Carolina"	"37"	"2020"	"2020"	"Yes"	"1"	10689
	"North Carolina"	"37"	"2020"	"2020"	"No"	"2"	106032
	"North Carolina"	"37"	"2020"	"2020"	"Unknown or Not Stated"	"9"	Suppressed
	"North Carolina"	"37"	"2021"	"2021"	"Yes"	"1"	12261
	"North Carolina"	"37"	"2021"	"2021"	"No"	"2"	108182
	"North Carolina"	"37"	"2021"	"2021"	"Unknown or Not Stated"	"9"	23
	"North Carolina"	"37"	"2022"	"2022"	"Yes"	"1"	13159
	"North Carolina"	"37"	"2022"	"2022"	"No"	"2"	108382
	"North Carolina"	"37"	"2022"	"2022"	"Unknown or Not Stated"	"9"	21
	"North Carolina"	"37"	"2023"	"2023"	"Yes"	"1"	13582
	"North Carolina"	"37"	"2023"	"2023"	"No"	"2"	106470
	"North Carolina"	"37"	"2023"	"2023"	"Unknown or Not Stated"	"9"	30
	"Ohio"	"39"	"2010"	"2010"	"Yes"	"1"	7504
	"Ohio"	"39"	"2010"	"2010"	"No"	"2"	129313
	"Ohio"	"39"	"2010"	"2010"	"Unknown or Not Stated"	"9"	2311
	"Ohio"	"39"	"2011"	"2011"	"Yes"	"1"	7513
	"Ohio"	"39"	"2011"	"2011"	"No"	"2"	127767
	"Ohio"	"39"	"2011"	"2011"	"Unknown or Not Stated"	"9"	2638
	"Ohio"	"39"	"2012"	"2012"	"Yes"	"1"	8150
	"Ohio"	"39"	"2012"	"2012"	"No"	"2"	128338
	"Ohio"	"39"	"2012"	"2012"	"Unknown or Not Stated"	"9"	1995
	"Ohio"	"39"	"2013"	"2013"	"Yes"	"1"	8722
	"Ohio"	"39"	"2013"	"2013"	"No"	"2"	128934
	"Ohio"	"39"	"2013"	"2013"	"Unknown or Not Stated"	"9"	1280
	"Ohio"	"39"	"2014"	"2014"	"Yes"	"1"	9414
	"Ohio"	"39"	"2014"	"2014"	"No"	"2"	129964
	"Ohio"	"39"	"2014"	"2014"	"Unknown or Not Stated"	"9"	89
	"Ohio"	"39"	"2015"	"2015"	"Yes"	"1"	9919
	"Ohio"	"39"	"2015"	"2015"	"No"	"2"	129337
	"Ohio"	"39"	"2015"	"2015"	"Unknown or Not Stated"	"9"	Suppressed
	"Ohio"	"39"	"2016"	"2016"	"Yes"	"1"	11147
	"Ohio"	"39"	"2016"	"2016"	"No"	"2"	126911
	"Ohio"	"39"	"2016"	"2016"	"Unknown or Not Stated"	"9"	27
	"Ohio"	"39"	"2017"	"2017"	"Yes"	"1"	11752
	"Ohio"	"39"	"2017"	"2017"	"No"	"2"	125066
	"Ohio"	"39"	"2017"	"2017"	"Unknown or Not Stated"	"9"	14
	"Ohio"	"39"	"2018"	"2018"	"Yes"	"1"	12665
	"Ohio"	"39"	"2018"	"2018"	"No"	"2"	122457
	"Ohio"	"39"	"2018"	"2018"	"Unknown or Not Stated"	"9"	12
	"Ohio"	"39"	"2019"	"2019"	"Yes"	"1"	13696
	"Ohio"	"39"	"2019"	"2019"	"No"	"2"	120757
	"Ohio"	"39"	"2019"	"2019"	"Unknown or Not Stated"	"9"	Suppressed
	"Ohio"	"39"	"2020"	"2020"	"Yes"	"1"	14391
	"Ohio"	"39"	"2020"	"2020"	"No"	"2"	114784
	"Ohio"	"39"	"2020"	"2020"	"Unknown or Not Stated"	"9"	16
	"Ohio"	"39"	"2021"	"2021"	"Yes"	"1"	15490
	"Ohio"	"39"	"2021"	"2021"	"No"	"2"	114282
	"Ohio"	"39"	"2021"	"2021"	"Unknown or Not Stated"	"9"	19
	"Ohio"	"39"	"2022"	"2022"	"Yes"	"1"	16030
	"Ohio"	"39"	"2022"	"2022"	"No"	"2"	112170
	"Ohio"	"39"	"2022"	"2022"	"Unknown or Not Stated"	"9"	31
	"Ohio"	"39"	"2023"	"2023"	"Yes"	"1"	17088
	"Ohio"	"39"	"2023"	"2023"	"No"	"2"	109795
	"Ohio"	"39"	"2023"	"2023"	"Unknown or Not Stated"	"9"	13
	"Oklahoma"	"40"	"2010"	"2010"	"Yes"	"1"	2103
	"Oklahoma"	"40"	"2010"	"2010"	"No"	"2"	51133
	"Oklahoma"	"40"	"2010"	"2010"	"Unknown or Not Stated"	"9"	Suppressed
	"Oklahoma"	"40"	"2011"	"2011"	"Yes"	"1"	2071
	"Oklahoma"	"40"	"2011"	"2011"	"No"	"2"	50200
	"Oklahoma"	"40"	"2011"	"2011"	"Unknown or Not Stated"	"9"	Suppressed
	"Oklahoma"	"40"	"2012"	"2012"	"Yes"	"1"	2441
	"Oklahoma"	"40"	"2012"	"2012"	"No"	"2"	50310
	"Oklahoma"	"40"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2013"	"2013"	"Yes"	"1"	2357
	"Oklahoma"	"40"	"2013"	"2013"	"No"	"2"	51012
	"Oklahoma"	"40"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2014"	"2014"	"Yes"	"1"	2666
	"Oklahoma"	"40"	"2014"	"2014"	"No"	"2"	50673
	"Oklahoma"	"40"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2015"	"2015"	"Yes"	"1"	2713
	"Oklahoma"	"40"	"2015"	"2015"	"No"	"2"	50409
	"Oklahoma"	"40"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2016"	"2016"	"Yes"	"1"	3029
	"Oklahoma"	"40"	"2016"	"2016"	"No"	"2"	49562
	"Oklahoma"	"40"	"2016"	"2016"	"Unknown or Not Stated"	"9"	Suppressed
	"Oklahoma"	"40"	"2017"	"2017"	"Yes"	"1"	3063
	"Oklahoma"	"40"	"2017"	"2017"	"No"	"2"	47150
	"Oklahoma"	"40"	"2017"	"2017"	"Unknown or Not Stated"	"9"	Suppressed
	"Oklahoma"	"40"	"2018"	"2018"	"Yes"	"1"	3486
	"Oklahoma"	"40"	"2018"	"2018"	"No"	"2"	46314
	"Oklahoma"	"40"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2019"	"2019"	"Yes"	"1"	3630
	"Oklahoma"	"40"	"2019"	"2019"	"No"	"2"	45511
	"Oklahoma"	"40"	"2019"	"2019"	"Unknown or Not Stated"	"9"	Suppressed
	"Oklahoma"	"40"	"2020"	"2020"	"Yes"	"1"	3836
	"Oklahoma"	"40"	"2020"	"2020"	"No"	"2"	43787
	"Oklahoma"	"40"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2021"	"2021"	"Yes"	"1"	4009
	"Oklahoma"	"40"	"2021"	"2021"	"No"	"2"	44395
	"Oklahoma"	"40"	"2021"	"2021"	"Unknown or Not Stated"	"9"	Suppressed
	"Oklahoma"	"40"	"2022"	"2022"	"Yes"	"1"	4263
	"Oklahoma"	"40"	"2022"	"2022"	"No"	"2"	44066
	"Oklahoma"	"40"	"2022"	"2022"	"Unknown or Not Stated"	"9"	Suppressed
	"Oklahoma"	"40"	"2023"	"2023"	"Yes"	"1"	4138
	"Oklahoma"	"40"	"2023"	"2023"	"No"	"2"	43763
	"Oklahoma"	"40"	"2023"	"2023"	"Unknown or Not Stated"	"9"	Suppressed
	"Pennsylvania"	"42"	"2010"	"2010"	"Yes"	"1"	6513
	"Pennsylvania"	"42"	"2010"	"2010"	"No"	"2"	136794
	"Pennsylvania"	"42"	"2010"	"2010"	"Unknown or Not Stated"	"9"	14
	"Pennsylvania"	"42"	"2011"	"2011"	"Yes"	"1"	6672
	"Pennsylvania"	"42"	"2011"	"2011"	"No"	"2"	136481
	"Pennsylvania"	"42"	"2011"	"2011"	"Unknown or Not Stated"	"9"	25
	"Pennsylvania"	"42"	"2012"	"2012"	"Yes"	"1"	6822
	"Pennsylvania"	"42"	"2012"	"2012"	"No"	"2"	135667
	"Pennsylvania"	"42"	"2012"	"2012"	"Unknown or Not Stated"	"9"	25
	"Pennsylvania"	"42"	"2013"	"2013"	"Yes"	"1"	7031
	"Pennsylvania"	"42"	"2013"	"2013"	"No"	"2"	133872
	"Pennsylvania"	"42"	"2013"	"2013"	"Unknown or Not Stated"	"9"	18
	"Pennsylvania"	"42"	"2014"	"2014"	"Yes"	"1"	7018
	"Pennsylvania"	"42"	"2014"	"2014"	"No"	"2"	135224
	"Pennsylvania"	"42"	"2014"	"2014"	"Unknown or Not Stated"	"9"	26
	"Pennsylvania"	"42"	"2015"	"2015"	"Yes"	"1"	7197
	"Pennsylvania"	"42"	"2015"	"2015"	"No"	"2"	133840
	"Pennsylvania"	"42"	"2015"	"2015"	"Unknown or Not Stated"	"9"	10
	"Pennsylvania"	"42"	"2016"	"2016"	"Yes"	"1"	7689
	"Pennsylvania"	"42"	"2016"	"2016"	"No"	"2"	131699
	"Pennsylvania"	"42"	"2016"	"2016"	"Unknown or Not Stated"	"9"	21
	"Pennsylvania"	"42"	"2017"	"2017"	"Yes"	"1"	8552
	"Pennsylvania"	"42"	"2017"	"2017"	"No"	"2"	129165
	"Pennsylvania"	"42"	"2017"	"2017"	"Unknown or Not Stated"	"9"	28
	"Pennsylvania"	"42"	"2018"	"2018"	"Yes"	"1"	9149
	"Pennsylvania"	"42"	"2018"	"2018"	"No"	"2"	126486
	"Pennsylvania"	"42"	"2018"	"2018"	"Unknown or Not Stated"	"9"	38
	"Pennsylvania"	"42"	"2019"	"2019"	"Yes"	"1"	10342
	"Pennsylvania"	"42"	"2019"	"2019"	"No"	"2"	123856
	"Pennsylvania"	"42"	"2019"	"2019"	"Unknown or Not Stated"	"9"	32
	"Pennsylvania"	"42"	"2020"	"2020"	"Yes"	"1"	10553
	"Pennsylvania"	"42"	"2020"	"2020"	"No"	"2"	120095
	"Pennsylvania"	"42"	"2020"	"2020"	"Unknown or Not Stated"	"9"	45
	"Pennsylvania"	"42"	"2021"	"2021"	"Yes"	"1"	12448
	"Pennsylvania"	"42"	"2021"	"2021"	"No"	"2"	119901
	"Pennsylvania"	"42"	"2021"	"2021"	"Unknown or Not Stated"	"9"	273
	"Pennsylvania"	"42"	"2022"	"2022"	"Yes"	"1"	13859
	"Pennsylvania"	"42"	"2022"	"2022"	"No"	"2"	114954
	"Pennsylvania"	"42"	"2022"	"2022"	"Unknown or Not Stated"	"9"	1439
	"Pennsylvania"	"42"	"2023"	"2023"	"Yes"	"1"	15622
	"Pennsylvania"	"42"	"2023"	"2023"	"No"	"2"	110831
	"Pennsylvania"	"42"	"2023"	"2023"	"Unknown or Not Stated"	"9"	498
	"South Carolina"	"45"	"2010"	"2010"	"Yes"	"1"	3164
	"South Carolina"	"45"	"2010"	"2010"	"No"	"2"	55153
	"South Carolina"	"45"	"2010"	"2010"	"Unknown or Not Stated"	"9"	25
	"South Carolina"	"45"	"2011"	"2011"	"Yes"	"1"	3036
	"South Carolina"	"45"	"2011"	"2011"	"No"	"2"	54336
	"South Carolina"	"45"	"2011"	"2011"	"Unknown or Not Stated"	"9"	21
	"South Carolina"	"45"	"2012"	"2012"	"Yes"	"1"	3297
	"South Carolina"	"45"	"2012"	"2012"	"No"	"2"	53854
	"South Carolina"	"45"	"2012"	"2012"	"Unknown or Not Stated"	"9"	Suppressed
	"South Carolina"	"45"	"2013"	"2013"	"Yes"	"1"	3822
	"South Carolina"	"45"	"2013"	"2013"	"No"	"2"	52954
	"South Carolina"	"45"	"2013"	"2013"	"Unknown or Not Stated"	"9"	19
	"South Carolina"	"45"	"2014"	"2014"	"Yes"	"1"	4079
	"South Carolina"	"45"	"2014"	"2014"	"No"	"2"	53542
	"South Carolina"	"45"	"2014"	"2014"	"Unknown or Not Stated"	"9"	Suppressed
	"South Carolina"	"45"	"2015"	"2015"	"Yes"	"1"	4024
	"South Carolina"	"45"	"2015"	"2015"	"No"	"2"	54109
	"South Carolina"	"45"	"2015"	"2015"	"Unknown or Not Stated"	"9"	Suppressed
	"South Carolina"	"45"	"2016"	"2016"	"Yes"	"1"	4248
	"South Carolina"	"45"	"2016"	"2016"	"No"	"2"	53092
	"South Carolina"	"45"	"2016"	"2016"	"Unknown or Not Stated"	"9"	Suppressed
	"South Carolina"	"45"	"2017"	"2017"	"Yes"	"1"	4737
	"South Carolina"	"45"	"2017"	"2017"	"No"	"2"	52289
	"South Carolina"	"45"	"2017"	"2017"	"Unknown or Not Stated"	"9"	Suppressed
	"South Carolina"	"45"	"2018"	"2018"	"Yes"	"1"	4945
	"South Carolina"	"45"	"2018"	"2018"	"No"	"2"	51720
	"South Carolina"	"45"	"2018"	"2018"	"Unknown or Not Stated"	"9"	Suppressed
	"South Carolina"	"45"	"2019"	"2019"	"Yes"	"1"	4935
	"South Carolina"	"45"	"2019"	"2019"	"No"	"2"	52099
	"South Carolina"	"45"	"2019"	"2019"	"Unknown or Not Stated"	"9"	Suppressed
	"South Carolina"	"45"	"2020"	"2020"	"Yes"	"1"	5098
	"South Carolina"	"45"	"2020"	"2020"	"No"	"2"	50601
	"South Carolina"	"45"	"2020"	"2020"	"Unknown or Not Stated"	"9"	Suppressed
	"South Carolina"	"45"	"2021"	"2021"	"Yes"	"1"	5345
	"South Carolina"	"45"	"2021"	"2021"	"No"	"2"	51773
	"South Carolina"	"45"	"2021"	"2021"	"Unknown or Not Stated"	"9"	67
	"South Carolina"	"45"	"2022"	"2022"	"Yes"	"1"	5822
	"South Carolina"	"45"	"2022"	"2022"	"No"	"2"	51936
	"South Carolina"	"45"	"2022"	"2022"	"Unknown or Not Stated"	"9"	62
	"South Carolina"	"45"	"2023"	"2023"	"Yes"	"1"	6863
	"South Carolina"	"45"	"2023"	"2023"	"No"	"2"	50821
	"South Carolina"	"45"	"2023"	"2023"	"Unknown or Not Stated"	"9"	45
	"Texas"	"48"	"2010"	"2010"	"Yes"	"1"	19781
	"Texas"	"48"	"2010"	"2010"	"No"	"2"	366335
	"Texas"	"48"	"2010"	"2010"	"Unknown or Not Stated"	"9"	Suppressed
	"Texas"	"48"	"2011"	"2011"	"Yes"	"1"	19122
	"Texas"	"48"	"2011"	"2011"	"No"	"2"	358321
	"Texas"	"48"	"2011"	"2011"	"Unknown or Not Stated"	"9"	Suppressed
	"Texas"	"48"	"2012"	"2012"	"Yes"	"1"	19850
	"Texas"	"48"	"2012"	"2012"	"No"	"2"	362874
	"Texas"	"48"	"2012"	"2012"	"Unknown or Not Stated"	"9"	Suppressed
	"Texas"	"48"	"2013"	"2013"	"Yes"	"1"	19874
	"Texas"	"48"	"2013"	"2013"	"No"	"2"	367462
	"Texas"	"48"	"2013"	"2013"	"Unknown or Not Stated"	"9"	Suppressed
	"Texas"	"48"	"2014"	"2014"	"Yes"	"1"	22292
	"Texas"	"48"	"2014"	"2014"	"No"	"2"	377472
	"Texas"	"48"	"2014"	"2014"	"Unknown or Not Stated"	"9"	Suppressed
	"Texas"	"48"	"2015"	"2015"	"Yes"	"1"	23924
	"Texas"	"48"	"2015"	"2015"	"No"	"2"	379692
	"Texas"	"48"	"2015"	"2015"	"Unknown or Not Stated"	"9"	Suppressed
	"Texas"	"48"	"2016"	"2016"	"Yes"	"1"	24273
	"Texas"	"48"	"2016"	"2016"	"No"	"2"	373772
	"Texas"	"48"	"2016"	"2016"	"Unknown or Not Stated"	"9"	Suppressed
	"Texas"	"48"	"2017"	"2017"	"Yes"	"1"	25241
	"Texas"	"48"	"2017"	"2017"	"No"	"2"	356808
	"Texas"	"48"	"2017"	"2017"	"Unknown or Not Stated"	"9"	Suppressed
	"Texas"	"48"	"2018"	"2018"	"Yes"	"1"	26995
	"Texas"	"48"	"2018"	"2018"	"No"	"2"	351596
	"Texas"	"48"	"2018"	"2018"	"Unknown or Not Stated"	"9"	33
	"Texas"	"48"	"2019"	"2019"	"Yes"	"1"	27834
	"Texas"	"48"	"2019"	"2019"	"No"	"2"	349365
	"Texas"	"48"	"2019"	"2019"	"Unknown or Not Stated"	"9"	400
	"Texas"	"48"	"2020"	"2020"	"Yes"	"1"	28114
	"Texas"	"48"	"2020"	"2020"	"No"	"2"	339579
	"Texas"	"48"	"2020"	"2020"	"Unknown or Not Stated"	"9"	497
	"Texas"	"48"	"2021"	"2021"	"Yes"	"1"	30191
	"Texas"	"48"	"2021"	"2021"	"No"	"2"	342845
	"Texas"	"48"	"2021"	"2021"	"Unknown or Not Stated"	"9"	558
	"Texas"	"48"	"2022"	"2022"	"Yes"	"1"	32373
	"Texas"	"48"	"2022"	"2022"	"No"	"2"	355981
