"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"Month Prenatal Care Began"	"Month Prenatal Care Began Code"	Births
	"Division 2: Middle Atlantic"	"CENS-D2"	"2019"	"2019"	"5th month"	"05"	18003
	"Division 2: Middle Atlantic"	"CENS-D2"	"2019"	"2019"	"6th month"	"06"	11293
	"Division 2: Middle Atlantic"	"CENS-D2"	"2019"	"2019"	"7th month"	"07"	9187
	"Division 2: Middle Atlantic"	"CENS-D2"	"2019"	"2019"	"8th month"	"08"	7481
	"Division 2: Middle Atlantic"	"CENS-D2"	"2019"	"2019"	"9th month"	"09"	2999
	"Division 2: Middle Atlantic"	"CENS-D2"	"2019"	"2019"	"10th month"	"10"	48
	"Division 2: Middle Atlantic"	"CENS-D2"	"2019"	"2019"	"Unknown or Not Stated"	"99"	10707
	"Division 2: Middle Atlantic"	"CENS-D2"	"2019"	"2019"	"Not Reported"	"98"	0
	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"No prenatal care"	"00"	5646
	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"1st month"	"01"	16596
	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"2nd month"	"02"	171733
	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"3rd month"	"03"	147953
	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"4th month"	"04"	37358
	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"5th month"	"05"	18304
	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"6th month"	"06"	11018
	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"7th month"	"07"	8572
	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"8th month"	"08"	6586
	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"9th month"	"09"	2625
	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"10th month"	"10"	31
	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"Unknown or Not Stated"	"99"	11563
	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"Not Reported"	"98"	0
	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"No prenatal care"	"00"	6528
	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"1st month"	"01"	13125
	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"2nd month"	"02"	170207
	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"3rd month"	"03"	158559
	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"4th month"	"04"	37761
	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"5th month"	"05"	17446
	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"6th month"	"06"	10665
	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"7th month"	"07"	8495
	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"8th month"	"08"	6673
	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"9th month"	"09"	2615
	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"10th month"	"10"	43
	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"Unknown or Not Stated"	"99"	12744
	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"Not Reported"	"98"	0
	"Division 2: Middle Atlantic"	"CENS-D2"	"2022"	"2022"	"No prenatal care"	"00"	6740
	"Division 2: Middle Atlantic"	"CENS-D2"	"2022"	"2022"	"1st month"	"01"	12642
	"Division 2: Middle Atlantic"	"CENS-D2"	"2022"	"2022"	"2nd month"	"02"	162873
	"Division 2: Middle Atlantic"	"CENS-D2"	"2022"	"2022"	"3rd month"	"03"	160836
	"Division 2: Middle Atlantic"	"CENS-D2"	"2022"	"2022"	"4th month"	"04"	38953
	"Division 2: Middle Atlantic"	"CENS-D2"	"2022"	"2022"	"5th month"	"05"	18095
	"Division 2: Middle Atlantic"	"CENS-D2"	"2022"	"2022"	"6th month"	"06"	11192
	"Division 2: Middle Atlantic"	"CENS-D2"	"2022"	"2022"	"7th month"	"07"	9291
	"Division 2: Middle Atlantic"	"CENS-D2"	"2022"	"2022"	"8th month"	"08"	7342
	"Division 2: Middle Atlantic"	"CENS-D2"	"2022"	"2022"	"9th month"	"09"	3266
	"Division 2: Middle Atlantic"	"CENS-D2"	"2022"	"2022"	"10th month"	"10"	33
	"Division 2: Middle Atlantic"	"CENS-D2"	"2022"	"2022"	"Unknown or Not Stated"	"99"	9656
	"Division 2: Middle Atlantic"	"CENS-D2"	"2022"	"2022"	"Not Reported"	"98"	0
	"Division 2: Middle Atlantic"	"CENS-D2"	"2023"	"2023"	"No prenatal care"	"00"	6494
	"Division 2: Middle Atlantic"	"CENS-D2"	"2023"	"2023"	"1st month"	"01"	11726
	"Division 2: Middle Atlantic"	"CENS-D2"	"2023"	"2023"	"2nd month"	"02"	157670
	"Division 2: Middle Atlantic"	"CENS-D2"	"2023"	"2023"	"3rd month"	"03"	158480
	"Division 2: Middle Atlantic"	"CENS-D2"	"2023"	"2023"	"4th month"	"04"	38632
	"Division 2: Middle Atlantic"	"CENS-D2"	"2023"	"2023"	"5th month"	"05"	17849
	"Division 2: Middle Atlantic"	"CENS-D2"	"2023"	"2023"	"6th month"	"06"	11256
	"Division 2: Middle Atlantic"	"CENS-D2"	"2023"	"2023"	"7th month"	"07"	9520
	"Division 2: Middle Atlantic"	"CENS-D2"	"2023"	"2023"	"8th month"	"08"	7792
	"Division 2: Middle Atlantic"	"CENS-D2"	"2023"	"2023"	"9th month"	"09"	3526
	"Division 2: Middle Atlantic"	"CENS-D2"	"2023"	"2023"	"10th month"	"10"	63
	"Division 2: Middle Atlantic"	"CENS-D2"	"2023"	"2023"	"Unknown or Not Stated"	"99"	8556
	"Division 2: Middle Atlantic"	"CENS-D2"	"2023"	"2023"	"Not Reported"	"98"	0
	"Division 3: East North Central"	"CENS-D3"	"2010"	"2010"	"No prenatal care"	"00"	6636
	"Division 3: East North Central"	"CENS-D3"	"2010"	"2010"	"1st month"	"01"	26422
	"Division 3: East North Central"	"CENS-D3"	"2010"	"2010"	"2nd month"	"02"	158692
	"Division 3: East North Central"	"CENS-D3"	"2010"	"2010"	"3rd month"	"03"	172327
	"Division 3: East North Central"	"CENS-D3"	"2010"	"2010"	"4th month"	"04"	55764
	"Division 3: East North Central"	"CENS-D3"	"2010"	"2010"	"5th month"	"05"	25740
	"Division 3: East North Central"	"CENS-D3"	"2010"	"2010"	"6th month"	"06"	15243
	"Division 3: East North Central"	"CENS-D3"	"2010"	"2010"	"7th month"	"07"	9526
	"Division 3: East North Central"	"CENS-D3"	"2010"	"2010"	"8th month"	"08"	6129
	"Division 3: East North Central"	"CENS-D3"	"2010"	"2010"	"9th month"	"09"	2668
	"Division 3: East North Central"	"CENS-D3"	"2010"	"2010"	"10th month"	"10"	342
	"Division 3: East North Central"	"CENS-D3"	"2010"	"2010"	"Unknown or Not Stated"	"99"	23310
	"Division 3: East North Central"	"CENS-D3"	"2010"	"2010"	"Not Reported"	"98"	68487
	"Division 3: East North Central"	"CENS-D3"	"2011"	"2011"	"No prenatal care"	"00"	6058
	"Division 3: East North Central"	"CENS-D3"	"2011"	"2011"	"1st month"	"01"	26165
	"Division 3: East North Central"	"CENS-D3"	"2011"	"2011"	"2nd month"	"02"	182902
	"Division 3: East North Central"	"CENS-D3"	"2011"	"2011"	"3rd month"	"03"	202092
	"Division 3: East North Central"	"CENS-D3"	"2011"	"2011"	"4th month"	"04"	62844
	"Division 3: East North Central"	"CENS-D3"	"2011"	"2011"	"5th month"	"05"	28311
	"Division 3: East North Central"	"CENS-D3"	"2011"	"2011"	"6th month"	"06"	16633
	"Division 3: East North Central"	"CENS-D3"	"2011"	"2011"	"7th month"	"07"	10853
	"Division 3: East North Central"	"CENS-D3"	"2011"	"2011"	"8th month"	"08"	7125
	"Division 3: East North Central"	"CENS-D3"	"2011"	"2011"	"9th month"	"09"	3139
	"Division 3: East North Central"	"CENS-D3"	"2011"	"2011"	"10th month"	"10"	410
	"Division 3: East North Central"	"CENS-D3"	"2011"	"2011"	"Unknown or Not Stated"	"99"	18217
	"Division 3: East North Central"	"CENS-D3"	"2011"	"2011"	"Not Reported"	"98"	0
	"Division 3: East North Central"	"CENS-D3"	"2012"	"2012"	"No prenatal care"	"00"	5946
	"Division 3: East North Central"	"CENS-D3"	"2012"	"2012"	"1st month"	"01"	26157
	"Division 3: East North Central"	"CENS-D3"	"2012"	"2012"	"2nd month"	"02"	179536
	"Division 3: East North Central"	"CENS-D3"	"2012"	"2012"	"3rd month"	"03"	201870
	"Division 3: East North Central"	"CENS-D3"	"2012"	"2012"	"4th month"	"04"	61385
	"Division 3: East North Central"	"CENS-D3"	"2012"	"2012"	"5th month"	"05"	28294
	"Division 3: East North Central"	"CENS-D3"	"2012"	"2012"	"6th month"	"06"	16942
	"Division 3: East North Central"	"CENS-D3"	"2012"	"2012"	"7th month"	"07"	11182
	"Division 3: East North Central"	"CENS-D3"	"2012"	"2012"	"8th month"	"08"	7573
	"Division 3: East North Central"	"CENS-D3"	"2012"	"2012"	"9th month"	"09"	3409
	"Division 3: East North Central"	"CENS-D3"	"2012"	"2012"	"10th month"	"10"	459
	"Division 3: East North Central"	"CENS-D3"	"2012"	"2012"	"Unknown or Not Stated"	"99"	18503
	"Division 3: East North Central"	"CENS-D3"	"2012"	"2012"	"Not Reported"	"98"	0
	"Division 3: East North Central"	"CENS-D3"	"2013"	"2013"	"No prenatal care"	"00"	6221
	"Division 3: East North Central"	"CENS-D3"	"2013"	"2013"	"1st month"	"01"	24843
	"Division 3: East North Central"	"CENS-D3"	"2013"	"2013"	"2nd month"	"02"	177331
	"Division 3: East North Central"	"CENS-D3"	"2013"	"2013"	"3rd month"	"03"	201389
	"Division 3: East North Central"	"CENS-D3"	"2013"	"2013"	"4th month"	"04"	61999
	"Division 3: East North Central"	"CENS-D3"	"2013"	"2013"	"5th month"	"05"	28850
	"Division 3: East North Central"	"CENS-D3"	"2013"	"2013"	"6th month"	"06"	17419
	"Division 3: East North Central"	"CENS-D3"	"2013"	"2013"	"7th month"	"07"	11564
	"Division 3: East North Central"	"CENS-D3"	"2013"	"2013"	"8th month"	"08"	7794
	"Division 3: East North Central"	"CENS-D3"	"2013"	"2013"	"9th month"	"09"	3634
	"Division 3: East North Central"	"CENS-D3"	"2013"	"2013"	"10th month"	"10"	553
	"Division 3: East North Central"	"CENS-D3"	"2013"	"2013"	"Unknown or Not Stated"	"99"	17510
	"Division 3: East North Central"	"CENS-D3"	"2013"	"2013"	"Not Reported"	"98"	0
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"No prenatal care"	"00"	7361
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"1st month"	"01"	30508
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"2nd month"	"02"	222114
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"3rd month"	"03"	174249
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"4th month"	"04"	52578
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"5th month"	"05"	26431
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"6th month"	"06"	15934
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"7th month"	"07"	11889
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"8th month"	"08"	7727
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"9th month"	"09"	2873
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"10th month"	"10"	55
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"Unknown or Not Stated"	"99"	11920
	"Division 3: East North Central"	"CENS-D3"	"2014"	"2014"	"Not Reported"	"98"	0
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"No prenatal care"	"00"	7141
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"1st month"	"01"	26833
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"2nd month"	"02"	220960
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"3rd month"	"03"	176760
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"4th month"	"04"	51832
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"5th month"	"05"	26024
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"6th month"	"06"	15736
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"7th month"	"07"	11629
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"8th month"	"08"	8017
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"9th month"	"09"	2916
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"10th month"	"10"	52
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"Unknown or Not Stated"	"99"	13873
	"Division 3: East North Central"	"CENS-D3"	"2015"	"2015"	"Not Reported"	"98"	0
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"No prenatal care"	"00"	7248
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"1st month"	"01"	23431
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"2nd month"	"02"	216069
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"3rd month"	"03"	180869
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"4th month"	"04"	50786
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"5th month"	"05"	25656
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"6th month"	"06"	15500
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"7th month"	"07"	11993
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"8th month"	"08"	8048
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"9th month"	"09"	2841
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"10th month"	"10"	47
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"Unknown or Not Stated"	"99"	13063
	"Division 3: East North Central"	"CENS-D3"	"2016"	"2016"	"Not Reported"	"98"	0
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"No prenatal care"	"00"	7521
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"1st month"	"01"	20628
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"2nd month"	"02"	210721
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"3rd month"	"03"	179699
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"4th month"	"04"	49448
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"5th month"	"05"	25036
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"6th month"	"06"	15290
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"7th month"	"07"	11583
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"8th month"	"08"	8035
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"9th month"	"09"	3003
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"10th month"	"10"	48
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"Unknown or Not Stated"	"99"	13781
	"Division 3: East North Central"	"CENS-D3"	"2017"	"2017"	"Not Reported"	"98"	0
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"No prenatal care"	"00"	7181
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"1st month"	"01"	19595
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"2nd month"	"02"	207081
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"3rd month"	"03"	179497
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"4th month"	"04"	48314
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"5th month"	"05"	24138
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"6th month"	"06"	14915
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"7th month"	"07"	11628
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"8th month"	"08"	7722
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"9th month"	"09"	2852
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"10th month"	"10"	46
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"Unknown or Not Stated"	"99"	12756
	"Division 3: East North Central"	"CENS-D3"	"2018"	"2018"	"Not Reported"	"98"	0
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"No prenatal care"	"00"	7074
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"1st month"	"01"	18786
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"2nd month"	"02"	204389
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"3rd month"	"03"	179554
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"4th month"	"04"	47326
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"5th month"	"05"	23422
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"6th month"	"06"	14632
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"7th month"	"07"	10980
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"8th month"	"08"	7814
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"9th month"	"09"	2834
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"10th month"	"10"	38
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"Unknown or Not Stated"	"99"	9755
	"Division 3: East North Central"	"CENS-D3"	"2019"	"2019"	"Not Reported"	"98"	0
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"No prenatal care"	"00"	6969
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"1st month"	"01"	15837
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"2nd month"	"02"	196811
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"3rd month"	"03"	177587
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"4th month"	"04"	45448
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"5th month"	"05"	22620
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"6th month"	"06"	13383
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"7th month"	"07"	10036
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"8th month"	"08"	6942
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"9th month"	"09"	2428
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"10th month"	"10"	34
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Unknown or Not Stated"	"99"	7678
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Not Reported"	"98"	0
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"No prenatal care"	"00"	7816
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"1st month"	"01"	13868
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"2nd month"	"02"	196724
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"3rd month"	"03"	186997
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"4th month"	"04"	44400
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"5th month"	"05"	20967
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"6th month"	"06"	12338
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"7th month"	"07"	9673
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"8th month"	"08"	6835
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"9th month"	"09"	2513
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"10th month"	"10"	32
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Unknown or Not Stated"	"99"	6524
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Not Reported"	"98"	0
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"No prenatal care"	"00"	8240
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"1st month"	"01"	14697
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"2nd month"	"02"	187538
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"3rd month"	"03"	184275
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"4th month"	"04"	44394
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"5th month"	"05"	21223
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"6th month"	"06"	12872
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"7th month"	"07"	10113
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"8th month"	"08"	7183
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"9th month"	"09"	2645
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"10th month"	"10"	30
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"Unknown or Not Stated"	"99"	5390
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"Not Reported"	"98"	0
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"No prenatal care"	"00"	9069
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"1st month"	"01"	13794
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"2nd month"	"02"	178998
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"3rd month"	"03"	182995
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"4th month"	"04"	44643
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"5th month"	"05"	21119
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"6th month"	"06"	12843
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"7th month"	"07"	10149
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"8th month"	"08"	7202
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"9th month"	"09"	2624
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"10th month"	"10"	35
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"Unknown or Not Stated"	"99"	6123
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"Not Reported"	"98"	0
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"No prenatal care"	"00"	1729
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"1st month"	"01"	5737
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"2nd month"	"02"	64881
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"3rd month"	"03"	78513
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"4th month"	"04"	22463
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"5th month"	"05"	10250
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"6th month"	"06"	5724
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"7th month"	"07"	3586
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"8th month"	"08"	2383
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"9th month"	"09"	1093
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"10th month"	"10"	148
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Unknown or Not Stated"	"99"	6453
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Not Reported"	"98"	68610
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"No prenatal care"	"00"	1699
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"1st month"	"01"	5611
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"2nd month"	"02"	64799
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"3rd month"	"03"	77670
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"4th month"	"04"	22133
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"5th month"	"05"	9792
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"6th month"	"06"	5728
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"7th month"	"07"	3576
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"8th month"	"08"	2442
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"9th month"	"09"	1128
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"10th month"	"10"	156
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Unknown or Not Stated"	"99"	6332
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Not Reported"	"98"	68409
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"No prenatal care"	"00"	1960
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"1st month"	"01"	6943
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"2nd month"	"02"	84708
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"3rd month"	"03"	111213
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"4th month"	"04"	29689
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"5th month"	"05"	13136
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"6th month"	"06"	7467
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"7th month"	"07"	4657
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"8th month"	"08"	3295
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"9th month"	"09"	1526
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"10th month"	"10"	176
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"Unknown or Not Stated"	"99"	6643
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"Not Reported"	"98"	0
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"No prenatal care"	"00"	1994
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"1st month"	"01"	6926
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"2nd month"	"02"	86035
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"3rd month"	"03"	110677
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"4th month"	"04"	29530
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"5th month"	"05"	12918
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"6th month"	"06"	7521
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"7th month"	"07"	4902
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"8th month"	"08"	3413
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"9th month"	"09"	1690
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"10th month"	"10"	259
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"Unknown or Not Stated"	"99"	5465
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"Not Reported"	"98"	0
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"No prenatal care"	"00"	2238
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"1st month"	"01"	9907
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"2nd month"	"02"	110104
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"3rd month"	"03"	93778
