"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Delivery Method"	"Delivery Method Code"	Births
	"Michigan"	"26"	"2018"	"2018"	"Unknown or Not Stated"	"9"	26
	"Michigan"	"26"	"2019"	"2019"	"Vaginal"	"1"	73345
	"Michigan"	"26"	"2019"	"2019"	"Cesarean"	"2"	34512
	"Michigan"	"26"	"2019"	"2019"	"Unknown or Not Stated"	"9"	29
	"Michigan"	"26"	"2020"	"2020"	"Vaginal"	"1"	70280
	"Michigan"	"26"	"2020"	"2020"	"Cesarean"	"2"	33772
	"Michigan"	"26"	"2020"	"2020"	"Unknown or Not Stated"	"9"	22
	"Michigan"	"26"	"2021"	"2021"	"Vaginal"	"1"	70010
	"Michigan"	"26"	"2021"	"2021"	"Cesarean"	"2"	34846
	"Michigan"	"26"	"2021"	"2021"	"Unknown or Not Stated"	"9"	124
	"Michigan"	"26"	"2022"	"2022"	"Vaginal"	"1"	68384
	"Michigan"	"26"	"2022"	"2022"	"Cesarean"	"2"	33903
	"Michigan"	"26"	"2022"	"2022"	"Unknown or Not Stated"	"9"	34
	"Michigan"	"26"	"2023"	"2023"	"Vaginal"	"1"	66133
	"Michigan"	"26"	"2023"	"2023"	"Cesarean"	"2"	32924
	"Michigan"	"26"	"2023"	"2023"	"Unknown or Not Stated"	"9"	67
	"Missouri"	"29"	"2010"	"2010"	"Vaginal"	"1"	52108
	"Missouri"	"29"	"2010"	"2010"	"Cesarean"	"2"	24449
	"Missouri"	"29"	"2010"	"2010"	"Unknown or Not Stated"	"9"	202
	"Missouri"	"29"	"2011"	"2011"	"Vaginal"	"1"	51855
	"Missouri"	"29"	"2011"	"2011"	"Cesarean"	"2"	23775
	"Missouri"	"29"	"2011"	"2011"	"Unknown or Not Stated"	"9"	487
	"Missouri"	"29"	"2012"	"2012"	"Vaginal"	"1"	51126
	"Missouri"	"29"	"2012"	"2012"	"Cesarean"	"2"	23851
	"Missouri"	"29"	"2012"	"2012"	"Unknown or Not Stated"	"9"	469
	"Missouri"	"29"	"2013"	"2013"	"Vaginal"	"1"	51672
	"Missouri"	"29"	"2013"	"2013"	"Cesarean"	"2"	23331
	"Missouri"	"29"	"2013"	"2013"	"Unknown or Not Stated"	"9"	293
	"Missouri"	"29"	"2014"	"2014"	"Vaginal"	"1"	52482
	"Missouri"	"29"	"2014"	"2014"	"Cesarean"	"2"	22635
	"Missouri"	"29"	"2014"	"2014"	"Unknown or Not Stated"	"9"	243
	"Missouri"	"29"	"2015"	"2015"	"Vaginal"	"1"	52211
	"Missouri"	"29"	"2015"	"2015"	"Cesarean"	"2"	22739
	"Missouri"	"29"	"2015"	"2015"	"Unknown or Not Stated"	"9"	111
	"Missouri"	"29"	"2016"	"2016"	"Vaginal"	"1"	52109
	"Missouri"	"29"	"2016"	"2016"	"Cesarean"	"2"	22520
	"Missouri"	"29"	"2016"	"2016"	"Unknown or Not Stated"	"9"	76
	"Missouri"	"29"	"2017"	"2017"	"Vaginal"	"1"	50895
	"Missouri"	"29"	"2017"	"2017"	"Cesarean"	"2"	21920
	"Missouri"	"29"	"2017"	"2017"	"Unknown or Not Stated"	"9"	219
	"Missouri"	"29"	"2018"	"2018"	"Vaginal"	"1"	51194
	"Missouri"	"29"	"2018"	"2018"	"Cesarean"	"2"	21906
	"Missouri"	"29"	"2018"	"2018"	"Unknown or Not Stated"	"9"	169
	"Missouri"	"29"	"2019"	"2019"	"Vaginal"	"1"	50370
	"Missouri"	"29"	"2019"	"2019"	"Cesarean"	"2"	21646
	"Missouri"	"29"	"2019"	"2019"	"Unknown or Not Stated"	"9"	111
	"Missouri"	"29"	"2020"	"2020"	"Vaginal"	"1"	48971
	"Missouri"	"29"	"2020"	"2020"	"Cesarean"	"2"	20258
	"Missouri"	"29"	"2020"	"2020"	"Unknown or Not Stated"	"9"	56
	"Missouri"	"29"	"2021"	"2021"	"Vaginal"	"1"	48370
	"Missouri"	"29"	"2021"	"2021"	"Cesarean"	"2"	20912
	"Missouri"	"29"	"2021"	"2021"	"Unknown or Not Stated"	"9"	171
	"Missouri"	"29"	"2022"	"2022"	"Vaginal"	"1"	47964
	"Missouri"	"29"	"2022"	"2022"	"Cesarean"	"2"	20960
	"Missouri"	"29"	"2022"	"2022"	"Unknown or Not Stated"	"9"	61
	"Missouri"	"29"	"2023"	"2023"	"Vaginal"	"1"	46805
	"Missouri"	"29"	"2023"	"2023"	"Cesarean"	"2"	20264
	"Missouri"	"29"	"2023"	"2023"	"Unknown or Not Stated"	"9"	54
	"New Jersey"	"34"	"2010"	"2010"	"Vaginal"	"1"	64841
	"New Jersey"	"34"	"2010"	"2010"	"Cesarean"	"2"	41033
	"New Jersey"	"34"	"2010"	"2010"	"Unknown or Not Stated"	"9"	1048
	"New Jersey"	"34"	"2011"	"2011"	"Vaginal"	"1"	63752
	"New Jersey"	"34"	"2011"	"2011"	"Cesarean"	"2"	40990
	"New Jersey"	"34"	"2011"	"2011"	"Unknown or Not Stated"	"9"	1141
	"New Jersey"	"34"	"2012"	"2012"	"Vaginal"	"1"	63200
	"New Jersey"	"34"	"2012"	"2012"	"Cesarean"	"2"	39968
	"New Jersey"	"34"	"2012"	"2012"	"Unknown or Not Stated"	"9"	1062
	"New Jersey"	"34"	"2013"	"2013"	"Vaginal"	"1"	62664
	"New Jersey"	"34"	"2013"	"2013"	"Cesarean"	"2"	39098
	"New Jersey"	"34"	"2013"	"2013"	"Unknown or Not Stated"	"9"	813
	"New Jersey"	"34"	"2014"	"2014"	"Vaginal"	"1"	64161
	"New Jersey"	"34"	"2014"	"2014"	"Cesarean"	"2"	38343
	"New Jersey"	"34"	"2014"	"2014"	"Unknown or Not Stated"	"9"	801
	"New Jersey"	"34"	"2015"	"2015"	"Vaginal"	"1"	64914
	"New Jersey"	"34"	"2015"	"2015"	"Cesarean"	"2"	37874
	"New Jersey"	"34"	"2015"	"2015"	"Unknown or Not Stated"	"9"	339
	"New Jersey"	"34"	"2016"	"2016"	"Vaginal"	"1"	65430
	"New Jersey"	"34"	"2016"	"2016"	"Cesarean"	"2"	37164
	"New Jersey"	"34"	"2016"	"2016"	"Unknown or Not Stated"	"9"	53
	"New Jersey"	"34"	"2017"	"2017"	"Vaginal"	"1"	64839
	"New Jersey"	"34"	"2017"	"2017"	"Cesarean"	"2"	36371
	"New Jersey"	"34"	"2017"	"2017"	"Unknown or Not Stated"	"9"	40
	"New Jersey"	"34"	"2018"	"2018"	"Vaginal"	"1"	65849
	"New Jersey"	"34"	"2018"	"2018"	"Cesarean"	"2"	35335
	"New Jersey"	"34"	"2018"	"2018"	"Unknown or Not Stated"	"9"	39
	"New Jersey"	"34"	"2019"	"2019"	"Vaginal"	"1"	65629
	"New Jersey"	"34"	"2019"	"2019"	"Cesarean"	"2"	33554
	"New Jersey"	"34"	"2019"	"2019"	"Unknown or Not Stated"	"9"	402
	"New Jersey"	"34"	"2020"	"2020"	"Vaginal"	"1"	65359
	"New Jersey"	"34"	"2020"	"2020"	"Cesarean"	"2"	32551
	"New Jersey"	"34"	"2020"	"2020"	"Unknown or Not Stated"	"9"	44
	"New Jersey"	"34"	"2021"	"2021"	"Vaginal"	"1"	68537
	"New Jersey"	"34"	"2021"	"2021"	"Cesarean"	"2"	32942
	"New Jersey"	"34"	"2021"	"2021"	"Unknown or Not Stated"	"9"	18
	"New Jersey"	"34"	"2022"	"2022"	"Vaginal"	"1"	69049
	"New Jersey"	"34"	"2022"	"2022"	"Cesarean"	"2"	33844
	"New Jersey"	"34"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2023"	"2023"	"Vaginal"	"1"	67575
	"New Jersey"	"34"	"2023"	"2023"	"Cesarean"	"2"	33423
	"New Jersey"	"34"	"2023"	"2023"	"Unknown or Not Stated"	"9"	Suppressed
	"New York"	"36"	"2010"	"2010"	"Vaginal"	"1"	158895
	"New York"	"36"	"2010"	"2010"	"Cesarean"	"2"	84377
	"New York"	"36"	"2010"	"2010"	"Unknown or Not Stated"	"9"	1103
	"New York"	"36"	"2011"	"2011"	"Vaginal"	"1"	157862
	"New York"	"36"	"2011"	"2011"	"Cesarean"	"2"	82425
	"New York"	"36"	"2011"	"2011"	"Unknown or Not Stated"	"9"	1025
	"New York"	"36"	"2012"	"2012"	"Vaginal"	"1"	157872
	"New York"	"36"	"2012"	"2012"	"Cesarean"	"2"	82303
	"New York"	"36"	"2012"	"2012"	"Unknown or Not Stated"	"9"	741
	"New York"	"36"	"2013"	"2013"	"Vaginal"	"1"	155175
	"New York"	"36"	"2013"	"2013"	"Cesarean"	"2"	81117
	"New York"	"36"	"2013"	"2013"	"Unknown or Not Stated"	"9"	688
	"New York"	"36"	"2014"	"2014"	"Vaginal"	"1"	157171
	"New York"	"36"	"2014"	"2014"	"Cesarean"	"2"	80586
	"New York"	"36"	"2014"	"2014"	"Unknown or Not Stated"	"9"	1016
	"New York"	"36"	"2015"	"2015"	"Vaginal"	"1"	156486
	"New York"	"36"	"2015"	"2015"	"Cesarean"	"2"	80032
	"New York"	"36"	"2015"	"2015"	"Unknown or Not Stated"	"9"	756
	"New York"	"36"	"2016"	"2016"	"Vaginal"	"1"	154821
	"New York"	"36"	"2016"	"2016"	"Cesarean"	"2"	78999
	"New York"	"36"	"2016"	"2016"	"Unknown or Not Stated"	"9"	463
	"New York"	"36"	"2017"	"2017"	"Vaginal"	"1"	151118
	"New York"	"36"	"2017"	"2017"	"Cesarean"	"2"	78082
	"New York"	"36"	"2017"	"2017"	"Unknown or Not Stated"	"9"	537
	"New York"	"36"	"2018"	"2018"	"Vaginal"	"1"	149324
	"New York"	"36"	"2018"	"2018"	"Cesarean"	"2"	76470
	"New York"	"36"	"2018"	"2018"	"Unknown or Not Stated"	"9"	444
	"New York"	"36"	"2019"	"2019"	"Vaginal"	"1"	147692
	"New York"	"36"	"2019"	"2019"	"Cesarean"	"2"	73485
	"New York"	"36"	"2019"	"2019"	"Unknown or Not Stated"	"9"	362
	"New York"	"36"	"2020"	"2020"	"Vaginal"	"1"	138645
	"New York"	"36"	"2020"	"2020"	"Cesarean"	"2"	70304
	"New York"	"36"	"2020"	"2020"	"Unknown or Not Stated"	"9"	389
	"New York"	"36"	"2021"	"2021"	"Vaginal"	"1"	138519
	"New York"	"36"	"2021"	"2021"	"Cesarean"	"2"	71807
	"New York"	"36"	"2021"	"2021"	"Unknown or Not Stated"	"9"	416
	"New York"	"36"	"2022"	"2022"	"Vaginal"	"1"	136966
	"New York"	"36"	"2022"	"2022"	"Cesarean"	"2"	70330
	"New York"	"36"	"2022"	"2022"	"Unknown or Not Stated"	"9"	478
	"New York"	"36"	"2023"	"2023"	"Vaginal"	"1"	134309
	"New York"	"36"	"2023"	"2023"	"Cesarean"	"2"	68836
	"New York"	"36"	"2023"	"2023"	"Unknown or Not Stated"	"9"	467
	"North Carolina"	"37"	"2010"	"2010"	"Vaginal"	"1"	83880
	"North Carolina"	"37"	"2010"	"2010"	"Cesarean"	"2"	37677
	"North Carolina"	"37"	"2010"	"2010"	"Unknown or Not Stated"	"9"	793
	"North Carolina"	"37"	"2011"	"2011"	"Vaginal"	"1"	83785
	"North Carolina"	"37"	"2011"	"2011"	"Cesarean"	"2"	36583
	"North Carolina"	"37"	"2011"	"2011"	"Unknown or Not Stated"	"9"	21
	"North Carolina"	"37"	"2012"	"2012"	"Vaginal"	"1"	83138
	"North Carolina"	"37"	"2012"	"2012"	"Cesarean"	"2"	36670
	"North Carolina"	"37"	"2012"	"2012"	"Unknown or Not Stated"	"9"	23
	"North Carolina"	"37"	"2013"	"2013"	"Vaginal"	"1"	82865
	"North Carolina"	"37"	"2013"	"2013"	"Cesarean"	"2"	36123
	"North Carolina"	"37"	"2013"	"2013"	"Unknown or Not Stated"	"9"	14
	"North Carolina"	"37"	"2014"	"2014"	"Vaginal"	"1"	85228
	"North Carolina"	"37"	"2014"	"2014"	"Cesarean"	"2"	35728
	"North Carolina"	"37"	"2014"	"2014"	"Unknown or Not Stated"	"9"	19
	"North Carolina"	"37"	"2015"	"2015"	"Vaginal"	"1"	85379
	"North Carolina"	"37"	"2015"	"2015"	"Cesarean"	"2"	35415
	"North Carolina"	"37"	"2015"	"2015"	"Unknown or Not Stated"	"9"	49
	"North Carolina"	"37"	"2016"	"2016"	"Vaginal"	"1"	85204
	"North Carolina"	"37"	"2016"	"2016"	"Cesarean"	"2"	35549
	"North Carolina"	"37"	"2016"	"2016"	"Unknown or Not Stated"	"9"	26
	"North Carolina"	"37"	"2017"	"2017"	"Vaginal"	"1"	84828
	"North Carolina"	"37"	"2017"	"2017"	"Cesarean"	"2"	35271
	"North Carolina"	"37"	"2017"	"2017"	"Unknown or Not Stated"	"9"	26
	"North Carolina"	"37"	"2018"	"2018"	"Vaginal"	"1"	83935
	"North Carolina"	"37"	"2018"	"2018"	"Cesarean"	"2"	34982
	"North Carolina"	"37"	"2018"	"2018"	"Unknown or Not Stated"	"9"	37
	"North Carolina"	"37"	"2019"	"2019"	"Vaginal"	"1"	84203
	"North Carolina"	"37"	"2019"	"2019"	"Cesarean"	"2"	34483
	"North Carolina"	"37"	"2019"	"2019"	"Unknown or Not Stated"	"9"	39
	"North Carolina"	"37"	"2020"	"2020"	"Vaginal"	"1"	81757
	"North Carolina"	"37"	"2020"	"2020"	"Cesarean"	"2"	34932
	"North Carolina"	"37"	"2020"	"2020"	"Unknown or Not Stated"	"9"	41
	"North Carolina"	"37"	"2021"	"2021"	"Vaginal"	"1"	83936
	"North Carolina"	"37"	"2021"	"2021"	"Cesarean"	"2"	36453
	"North Carolina"	"37"	"2021"	"2021"	"Unknown or Not Stated"	"9"	77
	"North Carolina"	"37"	"2022"	"2022"	"Vaginal"	"1"	84620
	"North Carolina"	"37"	"2022"	"2022"	"Cesarean"	"2"	36656
	"North Carolina"	"37"	"2022"	"2022"	"Unknown or Not Stated"	"9"	286
	"North Carolina"	"37"	"2023"	"2023"	"Vaginal"	"1"	82853
	"North Carolina"	"37"	"2023"	"2023"	"Cesarean"	"2"	36772
	"North Carolina"	"37"	"2023"	"2023"	"Unknown or Not Stated"	"9"	457
	"Ohio"	"39"	"2010"	"2010"	"Vaginal"	"1"	95735
	"Ohio"	"39"	"2010"	"2010"	"Cesarean"	"2"	42699
	"Ohio"	"39"	"2010"	"2010"	"Unknown or Not Stated"	"9"	694
	"Ohio"	"39"	"2011"	"2011"	"Vaginal"	"1"	94439
	"Ohio"	"39"	"2011"	"2011"	"Cesarean"	"2"	42845
	"Ohio"	"39"	"2011"	"2011"	"Unknown or Not Stated"	"9"	634
	"Ohio"	"39"	"2012"	"2012"	"Vaginal"	"1"	95504
	"Ohio"	"39"	"2012"	"2012"	"Cesarean"	"2"	42736
	"Ohio"	"39"	"2012"	"2012"	"Unknown or Not Stated"	"9"	243
	"Ohio"	"39"	"2013"	"2013"	"Vaginal"	"1"	95753
	"Ohio"	"39"	"2013"	"2013"	"Cesarean"	"2"	43130
	"Ohio"	"39"	"2013"	"2013"	"Unknown or Not Stated"	"9"	53
	"Ohio"	"39"	"2014"	"2014"	"Vaginal"	"1"	96857
	"Ohio"	"39"	"2014"	"2014"	"Cesarean"	"2"	42598
	"Ohio"	"39"	"2014"	"2014"	"Unknown or Not Stated"	"9"	12
	"Ohio"	"39"	"2015"	"2015"	"Vaginal"	"1"	96885
	"Ohio"	"39"	"2015"	"2015"	"Cesarean"	"2"	42333
	"Ohio"	"39"	"2015"	"2015"	"Unknown or Not Stated"	"9"	46
	"Ohio"	"39"	"2016"	"2016"	"Vaginal"	"1"	95520
	"Ohio"	"39"	"2016"	"2016"	"Cesarean"	"2"	42513
	"Ohio"	"39"	"2016"	"2016"	"Unknown or Not Stated"	"9"	52
	"Ohio"	"39"	"2017"	"2017"	"Vaginal"	"1"	95397
	"Ohio"	"39"	"2017"	"2017"	"Cesarean"	"2"	41376
	"Ohio"	"39"	"2017"	"2017"	"Unknown or Not Stated"	"9"	59
	"Ohio"	"39"	"2018"	"2018"	"Vaginal"	"1"	93528
	"Ohio"	"39"	"2018"	"2018"	"Cesarean"	"2"	41558
	"Ohio"	"39"	"2018"	"2018"	"Unknown or Not Stated"	"9"	48
	"Ohio"	"39"	"2019"	"2019"	"Vaginal"	"1"	92765
	"Ohio"	"39"	"2019"	"2019"	"Cesarean"	"2"	41636
	"Ohio"	"39"	"2019"	"2019"	"Unknown or Not Stated"	"9"	60
	"Ohio"	"39"	"2020"	"2020"	"Vaginal"	"1"	88671
	"Ohio"	"39"	"2020"	"2020"	"Cesarean"	"2"	40447
	"Ohio"	"39"	"2020"	"2020"	"Unknown or Not Stated"	"9"	73
	"Ohio"	"39"	"2021"	"2021"	"Vaginal"	"1"	88914
	"Ohio"	"39"	"2021"	"2021"	"Cesarean"	"2"	40802
	"Ohio"	"39"	"2021"	"2021"	"Unknown or Not Stated"	"9"	75
	"Ohio"	"39"	"2022"	"2022"	"Vaginal"	"1"	87933
	"Ohio"	"39"	"2022"	"2022"	"Cesarean"	"2"	40225
	"Ohio"	"39"	"2022"	"2022"	"Unknown or Not Stated"	"9"	73
	"Ohio"	"39"	"2023"	"2023"	"Vaginal"	"1"	86948
	"Ohio"	"39"	"2023"	"2023"	"Cesarean"	"2"	39859
	"Ohio"	"39"	"2023"	"2023"	"Unknown or Not Stated"	"9"	89
	"Oklahoma"	"40"	"2010"	"2010"	"Vaginal"	"1"	34775
	"Oklahoma"	"40"	"2010"	"2010"	"Cesarean"	"2"	18453
	"Oklahoma"	"40"	"2010"	"2010"	"Unknown or Not Stated"	"9"	10
	"Oklahoma"	"40"	"2011"	"2011"	"Vaginal"	"1"	34392
	"Oklahoma"	"40"	"2011"	"2011"	"Cesarean"	"2"	17876
	"Oklahoma"	"40"	"2011"	"2011"	"Unknown or Not Stated"	"9"	Suppressed
	"Oklahoma"	"40"	"2012"	"2012"	"Vaginal"	"1"	34929
	"Oklahoma"	"40"	"2012"	"2012"	"Cesarean"	"2"	17814
	"Oklahoma"	"40"	"2012"	"2012"	"Unknown or Not Stated"	"9"	Suppressed
	"Oklahoma"	"40"	"2013"	"2013"	"Vaginal"	"1"	35327
	"Oklahoma"	"40"	"2013"	"2013"	"Cesarean"	"2"	18039
	"Oklahoma"	"40"	"2013"	"2013"	"Unknown or Not Stated"	"9"	Suppressed
	"Oklahoma"	"40"	"2014"	"2014"	"Vaginal"	"1"	35681
	"Oklahoma"	"40"	"2014"	"2014"	"Cesarean"	"2"	17651
	"Oklahoma"	"40"	"2014"	"2014"	"Unknown or Not Stated"	"9"	Suppressed
	"Oklahoma"	"40"	"2015"	"2015"	"Vaginal"	"1"	35895
	"Oklahoma"	"40"	"2015"	"2015"	"Cesarean"	"2"	17227
	"Oklahoma"	"40"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2016"	"2016"	"Vaginal"	"1"	35775
	"Oklahoma"	"40"	"2016"	"2016"	"Cesarean"	"2"	16816
	"Oklahoma"	"40"	"2016"	"2016"	"Unknown or Not Stated"	"9"	Suppressed
	"Oklahoma"	"40"	"2017"	"2017"	"Vaginal"	"1"	34058
	"Oklahoma"	"40"	"2017"	"2017"	"Cesarean"	"2"	16156
	"Oklahoma"	"40"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2018"	"2018"	"Vaginal"	"1"	33454
	"Oklahoma"	"40"	"2018"	"2018"	"Cesarean"	"2"	16346
	"Oklahoma"	"40"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2019"	"2019"	"Vaginal"	"1"	33359
	"Oklahoma"	"40"	"2019"	"2019"	"Cesarean"	"2"	15781
	"Oklahoma"	"40"	"2019"	"2019"	"Unknown or Not Stated"	"9"	Suppressed
	"Oklahoma"	"40"	"2020"	"2020"	"Vaginal"	"1"	32333
	"Oklahoma"	"40"	"2020"	"2020"	"Cesarean"	"2"	15290
	"Oklahoma"	"40"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"Oklahoma"	"40"	"2021"	"2021"	"Vaginal"	"1"	32677
	"Oklahoma"	"40"	"2021"	"2021"	"Cesarean"	"2"	15715
	"Oklahoma"	"40"	"2021"	"2021"	"Unknown or Not Stated"	"9"	18
	"Oklahoma"	"40"	"2022"	"2022"	"Vaginal"	"1"	32631
	"Oklahoma"	"40"	"2022"	"2022"	"Cesarean"	"2"	15673
	"Oklahoma"	"40"	"2022"	"2022"	"Unknown or Not Stated"	"9"	28
	"Oklahoma"	"40"	"2023"	"2023"	"Vaginal"	"1"	32048
	"Oklahoma"	"40"	"2023"	"2023"	"Cesarean"	"2"	15846
	"Oklahoma"	"40"	"2023"	"2023"	"Unknown or Not Stated"	"9"	15
	"Pennsylvania"	"42"	"2010"	"2010"	"Vaginal"	"1"	98265
	"Pennsylvania"	"42"	"2010"	"2010"	"Cesarean"	"2"	44930
	"Pennsylvania"	"42"	"2010"	"2010"	"Unknown or Not Stated"	"9"	126
	"Pennsylvania"	"42"	"2011"	"2011"	"Vaginal"	"1"	98129
	"Pennsylvania"	"42"	"2011"	"2011"	"Cesarean"	"2"	44918
	"Pennsylvania"	"42"	"2011"	"2011"	"Unknown or Not Stated"	"9"	131
	"Pennsylvania"	"42"	"2012"	"2012"	"Vaginal"	"1"	97417
	"Pennsylvania"	"42"	"2012"	"2012"	"Cesarean"	"2"	44870
	"Pennsylvania"	"42"	"2012"	"2012"	"Unknown or Not Stated"	"9"	227
	"Pennsylvania"	"42"	"2013"	"2013"	"Vaginal"	"1"	96674
	"Pennsylvania"	"42"	"2013"	"2013"	"Cesarean"	"2"	44072
	"Pennsylvania"	"42"	"2013"	"2013"	"Unknown or Not Stated"	"9"	175
	"Pennsylvania"	"42"	"2014"	"2014"	"Vaginal"	"1"	98930
	"Pennsylvania"	"42"	"2014"	"2014"	"Cesarean"	"2"	43299
	"Pennsylvania"	"42"	"2014"	"2014"	"Unknown or Not Stated"	"9"	39
	"Pennsylvania"	"42"	"2015"	"2015"	"Vaginal"	"1"	98596
	"Pennsylvania"	"42"	"2015"	"2015"	"Cesarean"	"2"	42421
	"Pennsylvania"	"42"	"2015"	"2015"	"Unknown or Not Stated"	"9"	30
	"Pennsylvania"	"42"	"2016"	"2016"	"Vaginal"	"1"	97818
	"Pennsylvania"	"42"	"2016"	"2016"	"Cesarean"	"2"	41560
	"Pennsylvania"	"42"	"2016"	"2016"	"Unknown or Not Stated"	"9"	31
	"Pennsylvania"	"42"	"2017"	"2017"	"Vaginal"	"1"	95657
	"Pennsylvania"	"42"	"2017"	"2017"	"Cesarean"	"2"	42051
	"Pennsylvania"	"42"	"2017"	"2017"	"Unknown or Not Stated"	"9"	37
	"Pennsylvania"	"42"	"2018"	"2018"	"Vaginal"	"1"	94789
	"Pennsylvania"	"42"	"2018"	"2018"	"Cesarean"	"2"	40845
	"Pennsylvania"	"42"	"2018"	"2018"	"Unknown or Not Stated"	"9"	39
	"Pennsylvania"	"42"	"2019"	"2019"	"Vaginal"	"1"	93677
	"Pennsylvania"	"42"	"2019"	"2019"	"Cesarean"	"2"	40530
	"Pennsylvania"	"42"	"2019"	"2019"	"Unknown or Not Stated"	"9"	23
	"Pennsylvania"	"42"	"2020"	"2020"	"Vaginal"	"1"	90735
	"Pennsylvania"	"42"	"2020"	"2020"	"Cesarean"	"2"	39925
	"Pennsylvania"	"42"	"2020"	"2020"	"Unknown or Not Stated"	"9"	33
	"Pennsylvania"	"42"	"2021"	"2021"	"Vaginal"	"1"	91689
	"Pennsylvania"	"42"	"2021"	"2021"	"Cesarean"	"2"	40880
	"Pennsylvania"	"42"	"2021"	"2021"	"Unknown or Not Stated"	"9"	53
	"Pennsylvania"	"42"	"2022"	"2022"	"Vaginal"	"1"	89680
	"Pennsylvania"	"42"	"2022"	"2022"	"Cesarean"	"2"	40442
	"Pennsylvania"	"42"	"2022"	"2022"	"Unknown or Not Stated"	"9"	130
	"Pennsylvania"	"42"	"2023"	"2023"	"Vaginal"	"1"	87154
	"Pennsylvania"	"42"	"2023"	"2023"	"Cesarean"	"2"	39718
	"Pennsylvania"	"42"	"2023"	"2023"	"Unknown or Not Stated"	"9"	79
	"South Carolina"	"45"	"2010"	"2010"	"Vaginal"	"1"	37887
	"South Carolina"	"45"	"2010"	"2010"	"Cesarean"	"2"	20402
	"South Carolina"	"45"	"2010"	"2010"	"Unknown or Not Stated"	"9"	53
	"South Carolina"	"45"	"2011"	"2011"	"Vaginal"	"1"	37204
	"South Carolina"	"45"	"2011"	"2011"	"Cesarean"	"2"	20169
	"South Carolina"	"45"	"2011"	"2011"	"Unknown or Not Stated"	"9"	20
	"South Carolina"	"45"	"2012"	"2012"	"Vaginal"	"1"	36891
	"South Carolina"	"45"	"2012"	"2012"	"Cesarean"	"2"	20236
	"South Carolina"	"45"	"2012"	"2012"	"Unknown or Not Stated"	"9"	28
	"South Carolina"	"45"	"2013"	"2013"	"Vaginal"	"1"	36890
	"South Carolina"	"45"	"2013"	"2013"	"Cesarean"	"2"	19893
	"South Carolina"	"45"	"2013"	"2013"	"Unknown or Not Stated"	"9"	12
	"South Carolina"	"45"	"2014"	"2014"	"Vaginal"	"1"	37837
	"South Carolina"	"45"	"2014"	"2014"	"Cesarean"	"2"	19778
	"South Carolina"	"45"	"2014"	"2014"	"Unknown or Not Stated"	"9"	12
	"South Carolina"	"45"	"2015"	"2015"	"Vaginal"	"1"	38497
	"South Carolina"	"45"	"2015"	"2015"	"Cesarean"	"2"	19594
	"South Carolina"	"45"	"2015"	"2015"	"Unknown or Not Stated"	"9"	48
	"South Carolina"	"45"	"2016"	"2016"	"Vaginal"	"1"	38113
	"South Carolina"	"45"	"2016"	"2016"	"Cesarean"	"2"	19208
	"South Carolina"	"45"	"2016"	"2016"	"Unknown or Not Stated"	"9"	21
	"South Carolina"	"45"	"2017"	"2017"	"Vaginal"	"1"	37890
	"South Carolina"	"45"	"2017"	"2017"	"Cesarean"	"2"	19130
	"South Carolina"	"45"	"2017"	"2017"	"Unknown or Not Stated"	"9"	Suppressed
	"South Carolina"	"45"	"2018"	"2018"	"Vaginal"	"1"	37667
	"South Carolina"	"45"	"2018"	"2018"	"Cesarean"	"2"	18994
	"South Carolina"	"45"	"2018"	"2018"	"Unknown or Not Stated"	"9"	Suppressed
	"South Carolina"	"45"	"2019"	"2019"	"Vaginal"	"1"	38070
	"South Carolina"	"45"	"2019"	"2019"	"Cesarean"	"2"	18955
	"South Carolina"	"45"	"2019"	"2019"	"Unknown or Not Stated"	"9"	13
	"South Carolina"	"45"	"2020"	"2020"	"Vaginal"	"1"	37059
	"South Carolina"	"45"	"2020"	"2020"	"Cesarean"	"2"	18633
	"South Carolina"	"45"	"2020"	"2020"	"Unknown or Not Stated"	"9"	12
	"South Carolina"	"45"	"2021"	"2021"	"Vaginal"	"1"	38017
	"South Carolina"	"45"	"2021"	"2021"	"Cesarean"	"2"	19160
	"South Carolina"	"45"	"2021"	"2021"	"Unknown or Not Stated"	"9"	Suppressed
	"South Carolina"	"45"	"2022"	"2022"	"Vaginal"	"1"	38946
	"South Carolina"	"45"	"2022"	"2022"	"Cesarean"	"2"	18859
	"South Carolina"	"45"	"2022"	"2022"	"Unknown or Not Stated"	"9"	15
	"South Carolina"	"45"	"2023"	"2023"	"Vaginal"	"1"	38887
	"South Carolina"	"45"	"2023"	"2023"	"Cesarean"	"2"	18825
	"South Carolina"	"45"	"2023"	"2023"	"Unknown or Not Stated"	"9"	17
	"Texas"	"48"	"2010"	"2010"	"Vaginal"	"1"	250497
	"Texas"	"48"	"2010"	"2010"	"Cesarean"	"2"	135599
	"Texas"	"48"	"2010"	"2010"	"Unknown or Not Stated"	"9"	22
	"Texas"	"48"	"2011"	"2011"	"Vaginal"	"1"	244132
