"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Marital Status"	"Marital Status Code"	Births
	"Indiana"	"18"	"2020"	"2020"	"Married"	"1"	44318
	"Indiana"	"18"	"2020"	"2020"	"Unmarried"	"2"	34289
	"Indiana"	"18"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"Indiana"	"18"	"2020"	"2020"	"Not Reported"	"NR"	Suppressed
	"Indiana"	"18"	"2021"	"2021"	"Married"	"1"	45571
	"Indiana"	"18"	"2021"	"2021"	"Unmarried"	"2"	34368
	"Indiana"	"18"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"Indiana"	"18"	"2021"	"2021"	"Not Reported"	"NR"	Suppressed
	"Indiana"	"18"	"2022"	"2022"	"Married"	"1"	45749
	"Indiana"	"18"	"2022"	"2022"	"Unmarried"	"2"	33891
	"Indiana"	"18"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"Indiana"	"18"	"2022"	"2022"	"Not Reported"	"NR"	Suppressed
	"Indiana"	"18"	"2023"	"2023"	"Married"	"1"	45136
	"Indiana"	"18"	"2023"	"2023"	"Unmarried"	"2"	33859
	"Indiana"	"18"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"Indiana"	"18"	"2023"	"2023"	"Not Reported"	"NR"	Suppressed
	"Maryland"	"24"	"2010"	"2010"	"Married"	"1"	42908
	"Maryland"	"24"	"2010"	"2010"	"Unmarried"	"2"	30893
	"Maryland"	"24"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"Maryland"	"24"	"2010"	"2010"	"Not Reported"	"NR"	0
	"Maryland"	"24"	"2011"	"2011"	"Married"	"1"	43002
	"Maryland"	"24"	"2011"	"2011"	"Unmarried"	"2"	30091
	"Maryland"	"24"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"Maryland"	"24"	"2011"	"2011"	"Not Reported"	"NR"	0
	"Maryland"	"24"	"2012"	"2012"	"Married"	"1"	43179
	"Maryland"	"24"	"2012"	"2012"	"Unmarried"	"2"	29704
	"Maryland"	"24"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"Maryland"	"24"	"2012"	"2012"	"Not Reported"	"NR"	0
	"Maryland"	"24"	"2013"	"2013"	"Married"	"1"	42908
	"Maryland"	"24"	"2013"	"2013"	"Unmarried"	"2"	29045
	"Maryland"	"24"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"Maryland"	"24"	"2013"	"2013"	"Not Reported"	"NR"	0
	"Maryland"	"24"	"2014"	"2014"	"Married"	"1"	44549
	"Maryland"	"24"	"2014"	"2014"	"Unmarried"	"2"	29372
	"Maryland"	"24"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"Maryland"	"24"	"2014"	"2014"	"Not Reported"	"NR"	0
	"Maryland"	"24"	"2015"	"2015"	"Married"	"1"	44094
	"Maryland"	"24"	"2015"	"2015"	"Unmarried"	"2"	29522
	"Maryland"	"24"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"Maryland"	"24"	"2015"	"2015"	"Not Reported"	"NR"	0
	"Maryland"	"24"	"2016"	"2016"	"Married"	"1"	44130
	"Maryland"	"24"	"2016"	"2016"	"Unmarried"	"2"	29006
	"Maryland"	"24"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"Maryland"	"24"	"2016"	"2016"	"Not Reported"	"NR"	0
	"Maryland"	"24"	"2017"	"2017"	"Married"	"1"	43276
	"Maryland"	"24"	"2017"	"2017"	"Unmarried"	"2"	28352
	"Maryland"	"24"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"Maryland"	"24"	"2017"	"2017"	"Not Reported"	"NR"	13
	"Maryland"	"24"	"2018"	"2018"	"Married"	"1"	43174
	"Maryland"	"24"	"2018"	"2018"	"Unmarried"	"2"	27895
	"Maryland"	"24"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"Maryland"	"24"	"2018"	"2018"	"Not Reported"	"NR"	11
	"Maryland"	"24"	"2019"	"2019"	"Married"	"1"	41762
	"Maryland"	"24"	"2019"	"2019"	"Unmarried"	"2"	28398
	"Maryland"	"24"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"Maryland"	"24"	"2019"	"2019"	"Not Reported"	"NR"	18
	"Maryland"	"24"	"2020"	"2020"	"Married"	"1"	40604
	"Maryland"	"24"	"2020"	"2020"	"Unmarried"	"2"	27940
	"Maryland"	"24"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"Maryland"	"24"	"2020"	"2020"	"Not Reported"	"NR"	10
	"Maryland"	"24"	"2021"	"2021"	"Married"	"1"	40472
	"Maryland"	"24"	"2021"	"2021"	"Unmarried"	"2"	27803
	"Maryland"	"24"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"Maryland"	"24"	"2021"	"2021"	"Not Reported"	"NR"	10
	"Maryland"	"24"	"2022"	"2022"	"Married"	"1"	40791
	"Maryland"	"24"	"2022"	"2022"	"Unmarried"	"2"	27979
	"Maryland"	"24"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"Maryland"	"24"	"2022"	"2022"	"Not Reported"	"NR"	12
	"Maryland"	"24"	"2023"	"2023"	"Married"	"1"	38722
	"Maryland"	"24"	"2023"	"2023"	"Unmarried"	"2"	26855
	"Maryland"	"24"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"Maryland"	"24"	"2023"	"2023"	"Not Reported"	"NR"	17
	"Michigan"	"26"	"2010"	"2010"	"Married"	"1"	66612
	"Michigan"	"26"	"2010"	"2010"	"Unmarried"	"2"	47919
	"Michigan"	"26"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2010"	"2010"	"Not Reported"	"NR"	0
	"Michigan"	"26"	"2011"	"2011"	"Married"	"1"	65770
	"Michigan"	"26"	"2011"	"2011"	"Unmarried"	"2"	48238
	"Michigan"	"26"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2011"	"2011"	"Not Reported"	"NR"	0
	"Michigan"	"26"	"2012"	"2012"	"Married"	"1"	65296
	"Michigan"	"26"	"2012"	"2012"	"Unmarried"	"2"	47795
	"Michigan"	"26"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2012"	"2012"	"Not Reported"	"NR"	0
	"Michigan"	"26"	"2013"	"2013"	"Married"	"1"	65360
	"Michigan"	"26"	"2013"	"2013"	"Unmarried"	"2"	48129
	"Michigan"	"26"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2013"	"2013"	"Not Reported"	"NR"	0
	"Michigan"	"26"	"2014"	"2014"	"Married"	"1"	66558
	"Michigan"	"26"	"2014"	"2014"	"Unmarried"	"2"	47817
	"Michigan"	"26"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2014"	"2014"	"Not Reported"	"NR"	0
	"Michigan"	"26"	"2015"	"2015"	"Married"	"1"	65780
	"Michigan"	"26"	"2015"	"2015"	"Unmarried"	"2"	47532
	"Michigan"	"26"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2015"	"2015"	"Not Reported"	"NR"	0
	"Michigan"	"26"	"2016"	"2016"	"Married"	"1"	66815
	"Michigan"	"26"	"2016"	"2016"	"Unmarried"	"2"	46500
	"Michigan"	"26"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2016"	"2016"	"Not Reported"	"NR"	0
	"Michigan"	"26"	"2017"	"2017"	"Married"	"1"	65640
	"Michigan"	"26"	"2017"	"2017"	"Unmarried"	"2"	45775
	"Michigan"	"26"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2017"	"2017"	"Not Reported"	"NR"	11
	"Michigan"	"26"	"2018"	"2018"	"Married"	"1"	65136
	"Michigan"	"26"	"2018"	"2018"	"Unmarried"	"2"	44882
	"Michigan"	"26"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2018"	"2018"	"Not Reported"	"NR"	14
	"Michigan"	"26"	"2019"	"2019"	"Married"	"1"	63667
	"Michigan"	"26"	"2019"	"2019"	"Unmarried"	"2"	44205
	"Michigan"	"26"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2019"	"2019"	"Not Reported"	"NR"	14
	"Michigan"	"26"	"2020"	"2020"	"Married"	"1"	61147
	"Michigan"	"26"	"2020"	"2020"	"Unmarried"	"2"	42916
	"Michigan"	"26"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2020"	"2020"	"Not Reported"	"NR"	11
	"Michigan"	"26"	"2021"	"2021"	"Married"	"1"	62643
	"Michigan"	"26"	"2021"	"2021"	"Unmarried"	"2"	42323
	"Michigan"	"26"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2021"	"2021"	"Not Reported"	"NR"	14
	"Michigan"	"26"	"2022"	"2022"	"Married"	"1"	62004
	"Michigan"	"26"	"2022"	"2022"	"Unmarried"	"2"	40306
	"Michigan"	"26"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2022"	"2022"	"Not Reported"	"NR"	11
	"Michigan"	"26"	"2023"	"2023"	"Married"	"1"	60800
	"Michigan"	"26"	"2023"	"2023"	"Unmarried"	"2"	38311
	"Michigan"	"26"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"Michigan"	"26"	"2023"	"2023"	"Not Reported"	"NR"	13
	"Missouri"	"29"	"2010"	"2010"	"Married"	"1"	45923
	"Missouri"	"29"	"2010"	"2010"	"Unmarried"	"2"	30836
	"Missouri"	"29"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2010"	"2010"	"Not Reported"	"NR"	0
	"Missouri"	"29"	"2011"	"2011"	"Married"	"1"	45609
	"Missouri"	"29"	"2011"	"2011"	"Unmarried"	"2"	30508
	"Missouri"	"29"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2011"	"2011"	"Not Reported"	"NR"	0
	"Missouri"	"29"	"2012"	"2012"	"Married"	"1"	45143
	"Missouri"	"29"	"2012"	"2012"	"Unmarried"	"2"	30303
	"Missouri"	"29"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2012"	"2012"	"Not Reported"	"NR"	0
	"Missouri"	"29"	"2013"	"2013"	"Married"	"1"	44924
	"Missouri"	"29"	"2013"	"2013"	"Unmarried"	"2"	30372
	"Missouri"	"29"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2013"	"2013"	"Not Reported"	"NR"	0
	"Missouri"	"29"	"2014"	"2014"	"Married"	"1"	45068
	"Missouri"	"29"	"2014"	"2014"	"Unmarried"	"2"	30292
	"Missouri"	"29"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2014"	"2014"	"Not Reported"	"NR"	0
	"Missouri"	"29"	"2015"	"2015"	"Married"	"1"	44716
	"Missouri"	"29"	"2015"	"2015"	"Unmarried"	"2"	30345
	"Missouri"	"29"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2015"	"2015"	"Not Reported"	"NR"	0
	"Missouri"	"29"	"2016"	"2016"	"Married"	"1"	44952
	"Missouri"	"29"	"2016"	"2016"	"Unmarried"	"2"	29753
	"Missouri"	"29"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2016"	"2016"	"Not Reported"	"NR"	0
	"Missouri"	"29"	"2017"	"2017"	"Married"	"1"	43866
	"Missouri"	"29"	"2017"	"2017"	"Unmarried"	"2"	29156
	"Missouri"	"29"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2017"	"2017"	"Not Reported"	"NR"	12
	"Missouri"	"29"	"2018"	"2018"	"Married"	"1"	43748
	"Missouri"	"29"	"2018"	"2018"	"Unmarried"	"2"	29511
	"Missouri"	"29"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2018"	"2018"	"Not Reported"	"NR"	10
	"Missouri"	"29"	"2019"	"2019"	"Married"	"1"	42995
	"Missouri"	"29"	"2019"	"2019"	"Unmarried"	"2"	29122
	"Missouri"	"29"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2019"	"2019"	"Not Reported"	"NR"	10
	"Missouri"	"29"	"2020"	"2020"	"Married"	"1"	40767
	"Missouri"	"29"	"2020"	"2020"	"Unmarried"	"2"	28505
	"Missouri"	"29"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2020"	"2020"	"Not Reported"	"NR"	13
	"Missouri"	"29"	"2021"	"2021"	"Married"	"1"	41742
	"Missouri"	"29"	"2021"	"2021"	"Unmarried"	"2"	27702
	"Missouri"	"29"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2021"	"2021"	"Not Reported"	"NR"	Suppressed
	"Missouri"	"29"	"2022"	"2022"	"Married"	"1"	41996
	"Missouri"	"29"	"2022"	"2022"	"Unmarried"	"2"	26982
	"Missouri"	"29"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2022"	"2022"	"Not Reported"	"NR"	Suppressed
	"Missouri"	"29"	"2023"	"2023"	"Married"	"1"	40836
	"Missouri"	"29"	"2023"	"2023"	"Unmarried"	"2"	26284
	"Missouri"	"29"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2023"	"2023"	"Not Reported"	"NR"	Suppressed
	"New Jersey"	"34"	"2010"	"2010"	"Married"	"1"	69092
	"New Jersey"	"34"	"2010"	"2010"	"Unmarried"	"2"	37830
	"New Jersey"	"34"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2010"	"2010"	"Not Reported"	"NR"	0
	"New Jersey"	"34"	"2011"	"2011"	"Married"	"1"	67916
	"New Jersey"	"34"	"2011"	"2011"	"Unmarried"	"2"	37967
	"New Jersey"	"34"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2011"	"2011"	"Not Reported"	"NR"	0
	"New Jersey"	"34"	"2012"	"2012"	"Married"	"1"	66585
	"New Jersey"	"34"	"2012"	"2012"	"Unmarried"	"2"	37645
	"New Jersey"	"34"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2012"	"2012"	"Not Reported"	"NR"	0
	"New Jersey"	"34"	"2013"	"2013"	"Married"	"1"	66065
	"New Jersey"	"34"	"2013"	"2013"	"Unmarried"	"2"	36510
	"New Jersey"	"34"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2013"	"2013"	"Not Reported"	"NR"	0
	"New Jersey"	"34"	"2014"	"2014"	"Married"	"1"	66659
	"New Jersey"	"34"	"2014"	"2014"	"Unmarried"	"2"	36646
	"New Jersey"	"34"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2014"	"2014"	"Not Reported"	"NR"	0
	"New Jersey"	"34"	"2015"	"2015"	"Married"	"1"	66912
	"New Jersey"	"34"	"2015"	"2015"	"Unmarried"	"2"	36215
	"New Jersey"	"34"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2015"	"2015"	"Not Reported"	"NR"	0
	"New Jersey"	"34"	"2016"	"2016"	"Married"	"1"	67143
	"New Jersey"	"34"	"2016"	"2016"	"Unmarried"	"2"	35504
	"New Jersey"	"34"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2016"	"2016"	"Not Reported"	"NR"	0
	"New Jersey"	"34"	"2017"	"2017"	"Married"	"1"	66894
	"New Jersey"	"34"	"2017"	"2017"	"Unmarried"	"2"	34340
	"New Jersey"	"34"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2017"	"2017"	"Not Reported"	"NR"	16
	"New Jersey"	"34"	"2018"	"2018"	"Married"	"1"	67001
	"New Jersey"	"34"	"2018"	"2018"	"Unmarried"	"2"	34204
	"New Jersey"	"34"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2018"	"2018"	"Not Reported"	"NR"	18
	"New Jersey"	"34"	"2019"	"2019"	"Married"	"1"	66158
	"New Jersey"	"34"	"2019"	"2019"	"Unmarried"	"2"	33414
	"New Jersey"	"34"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2019"	"2019"	"Not Reported"	"NR"	13
	"New Jersey"	"34"	"2020"	"2020"	"Married"	"1"	64710
	"New Jersey"	"34"	"2020"	"2020"	"Unmarried"	"2"	33233
	"New Jersey"	"34"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2020"	"2020"	"Not Reported"	"NR"	11
	"New Jersey"	"34"	"2021"	"2021"	"Married"	"1"	67635
	"New Jersey"	"34"	"2021"	"2021"	"Unmarried"	"2"	33843
	"New Jersey"	"34"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2021"	"2021"	"Not Reported"	"NR"	19
	"New Jersey"	"34"	"2022"	"2022"	"Married"	"1"	68499
	"New Jersey"	"34"	"2022"	"2022"	"Unmarried"	"2"	34375
	"New Jersey"	"34"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2022"	"2022"	"Not Reported"	"NR"	19
	"New Jersey"	"34"	"2023"	"2023"	"Married"	"1"	67125
	"New Jersey"	"34"	"2023"	"2023"	"Unmarried"	"2"	33855
	"New Jersey"	"34"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"New Jersey"	"34"	"2023"	"2023"	"Not Reported"	"NR"	21
	"New York"	"36"	"2010"	"2010"	"Married"	"1"	142579
	"New York"	"36"	"2010"	"2010"	"Unmarried"	"2"	101796
	"New York"	"36"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"New York"	"36"	"2010"	"2010"	"Not Reported"	"NR"	0
	"New York"	"36"	"2011"	"2011"	"Married"	"1"	142024
	"New York"	"36"	"2011"	"2011"	"Unmarried"	"2"	99288
	"New York"	"36"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"New York"	"36"	"2011"	"2011"	"Not Reported"	"NR"	0
	"New York"	"36"	"2012"	"2012"	"Married"	"1"	142548
	"New York"	"36"	"2012"	"2012"	"Unmarried"	"2"	98368
	"New York"	"36"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"New York"	"36"	"2012"	"2012"	"Not Reported"	"NR"	0
	"New York"	"36"	"2013"	"2013"	"Married"	"1"	141762
	"New York"	"36"	"2013"	"2013"	"Unmarried"	"2"	95218
	"New York"	"36"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"New York"	"36"	"2013"	"2013"	"Not Reported"	"NR"	0
	"New York"	"36"	"2014"	"2014"	"Married"	"1"	144115
	"New York"	"36"	"2014"	"2014"	"Unmarried"	"2"	94658
	"New York"	"36"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"New York"	"36"	"2014"	"2014"	"Not Reported"	"NR"	0
	"New York"	"36"	"2015"	"2015"	"Married"	"1"	143540
	"New York"	"36"	"2015"	"2015"	"Unmarried"	"2"	93734
	"New York"	"36"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"New York"	"36"	"2015"	"2015"	"Not Reported"	"NR"	0
	"New York"	"36"	"2016"	"2016"	"Married"	"1"	144143
	"New York"	"36"	"2016"	"2016"	"Unmarried"	"2"	90140
	"New York"	"36"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"New York"	"36"	"2016"	"2016"	"Not Reported"	"NR"	0
	"New York"	"36"	"2017"	"2017"	"Married"	"1"	142474
	"New York"	"36"	"2017"	"2017"	"Unmarried"	"2"	87228
	"New York"	"36"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"New York"	"36"	"2017"	"2017"	"Not Reported"	"NR"	35
	"New York"	"36"	"2018"	"2018"	"Married"	"1"	141425
	"New York"	"36"	"2018"	"2018"	"Unmarried"	"2"	84767
	"New York"	"36"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"New York"	"36"	"2018"	"2018"	"Not Reported"	"NR"	46
	"New York"	"36"	"2019"	"2019"	"Married"	"1"	138441
	"New York"	"36"	"2019"	"2019"	"Unmarried"	"2"	83049
	"New York"	"36"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"New York"	"36"	"2019"	"2019"	"Not Reported"	"NR"	49
	"New York"	"36"	"2020"	"2020"	"Married"	"1"	129509
	"New York"	"36"	"2020"	"2020"	"Unmarried"	"2"	79782
	"New York"	"36"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"New York"	"36"	"2020"	"2020"	"Not Reported"	"NR"	47
	"New York"	"36"	"2021"	"2021"	"Married"	"1"	130377
	"New York"	"36"	"2021"	"2021"	"Unmarried"	"2"	80314
	"New York"	"36"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"New York"	"36"	"2021"	"2021"	"Not Reported"	"NR"	51
	"New York"	"36"	"2022"	"2022"	"Married"	"1"	129052
	"New York"	"36"	"2022"	"2022"	"Unmarried"	"2"	78686
	"New York"	"36"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"New York"	"36"	"2022"	"2022"	"Not Reported"	"NR"	36
	"New York"	"36"	"2023"	"2023"	"Married"	"1"	126703
	"New York"	"36"	"2023"	"2023"	"Unmarried"	"2"	76877
	"New York"	"36"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"New York"	"36"	"2023"	"2023"	"Not Reported"	"NR"	32
	"North Carolina"	"37"	"2010"	"2010"	"Married"	"1"	70960
	"North Carolina"	"37"	"2010"	"2010"	"Unmarried"	"2"	51390
	"North Carolina"	"37"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"North Carolina"	"37"	"2010"	"2010"	"Not Reported"	"NR"	0
	"North Carolina"	"37"	"2011"	"2011"	"Married"	"1"	71152
	"North Carolina"	"37"	"2011"	"2011"	"Unmarried"	"2"	49237
	"North Carolina"	"37"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"North Carolina"	"37"	"2011"	"2011"	"Not Reported"	"NR"	0
	"North Carolina"	"37"	"2012"	"2012"	"Married"	"1"	70661
	"North Carolina"	"37"	"2012"	"2012"	"Unmarried"	"2"	49170
	"North Carolina"	"37"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"North Carolina"	"37"	"2012"	"2012"	"Not Reported"	"NR"	0
	"North Carolina"	"37"	"2013"	"2013"	"Married"	"1"	69703
	"North Carolina"	"37"	"2013"	"2013"	"Unmarried"	"2"	49299
	"North Carolina"	"37"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"North Carolina"	"37"	"2013"	"2013"	"Not Reported"	"NR"	0
	"North Carolina"	"37"	"2014"	"2014"	"Married"	"1"	71401
	"North Carolina"	"37"	"2014"	"2014"	"Unmarried"	"2"	49574
	"North Carolina"	"37"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"North Carolina"	"37"	"2014"	"2014"	"Not Reported"	"NR"	0
	"North Carolina"	"37"	"2015"	"2015"	"Married"	"1"	71295
	"North Carolina"	"37"	"2015"	"2015"	"Unmarried"	"2"	49548
	"North Carolina"	"37"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"North Carolina"	"37"	"2015"	"2015"	"Not Reported"	"NR"	0
	"North Carolina"	"37"	"2016"	"2016"	"Married"	"1"	71944
	"North Carolina"	"37"	"2016"	"2016"	"Unmarried"	"2"	48835
	"North Carolina"	"37"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"North Carolina"	"37"	"2016"	"2016"	"Not Reported"	"NR"	0
	"North Carolina"	"37"	"2017"	"2017"	"Married"	"1"	70943
	"North Carolina"	"37"	"2017"	"2017"	"Unmarried"	"2"	49164
	"North Carolina"	"37"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"North Carolina"	"37"	"2017"	"2017"	"Not Reported"	"NR"	18
	"North Carolina"	"37"	"2018"	"2018"	"Married"	"1"	70304
	"North Carolina"	"37"	"2018"	"2018"	"Unmarried"	"2"	48632
	"North Carolina"	"37"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"North Carolina"	"37"	"2018"	"2018"	"Not Reported"	"NR"	18
	"North Carolina"	"37"	"2019"	"2019"	"Married"	"1"	69370
	"North Carolina"	"37"	"2019"	"2019"	"Unmarried"	"2"	49341
	"North Carolina"	"37"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"North Carolina"	"37"	"2019"	"2019"	"Not Reported"	"NR"	14
	"North Carolina"	"37"	"2020"	"2020"	"Married"	"1"	67754
	"North Carolina"	"37"	"2020"	"2020"	"Unmarried"	"2"	48958
	"North Carolina"	"37"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"North Carolina"	"37"	"2020"	"2020"	"Not Reported"	"NR"	18
	"North Carolina"	"37"	"2021"	"2021"	"Married"	"1"	71120
	"North Carolina"	"37"	"2021"	"2021"	"Unmarried"	"2"	49330
	"North Carolina"	"37"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"North Carolina"	"37"	"2021"	"2021"	"Not Reported"	"NR"	16
	"North Carolina"	"37"	"2022"	"2022"	"Married"	"1"	72038
	"North Carolina"	"37"	"2022"	"2022"	"Unmarried"	"2"	49502
	"North Carolina"	"37"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"North Carolina"	"37"	"2022"	"2022"	"Not Reported"	"NR"	22
	"North Carolina"	"37"	"2023"	"2023"	"Married"	"1"	71136
	"North Carolina"	"37"	"2023"	"2023"	"Unmarried"	"2"	48924
	"North Carolina"	"37"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"North Carolina"	"37"	"2023"	"2023"	"Not Reported"	"NR"	22
	"Ohio"	"39"	"2010"	"2010"	"Married"	"1"	78225
	"Ohio"	"39"	"2010"	"2010"	"Unmarried"	"2"	60903
	"Ohio"	"39"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2010"	"2010"	"Not Reported"	"NR"	0
	"Ohio"	"39"	"2011"	"2011"	"Married"	"1"	78058
	"Ohio"	"39"	"2011"	"2011"	"Unmarried"	"2"	59860
	"Ohio"	"39"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2011"	"2011"	"Not Reported"	"NR"	0
	"Ohio"	"39"	"2012"	"2012"	"Married"	"1"	77764
	"Ohio"	"39"	"2012"	"2012"	"Unmarried"	"2"	60719
	"Ohio"	"39"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2012"	"2012"	"Not Reported"	"NR"	0
	"Ohio"	"39"	"2013"	"2013"	"Married"	"1"	78158
	"Ohio"	"39"	"2013"	"2013"	"Unmarried"	"2"	60778
	"Ohio"	"39"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2013"	"2013"	"Not Reported"	"NR"	0
	"Ohio"	"39"	"2014"	"2014"	"Married"	"1"	78847
	"Ohio"	"39"	"2014"	"2014"	"Unmarried"	"2"	60620
	"Ohio"	"39"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"Ohio"	"39"	"2014"	"2014"	"Not Reported"	"NR"	0
	"Ohio"	"39"	"2015"	"2015"	"Married"	"1"	78939
