"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"Medical Attendant"	"Medical Attendant Code"	Births
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Doctor of Medicine(MD)"	"1"	383400
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Doctor of Osteopathy(DO)"	"2"	69377
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Certified Nurse Midwife(CNM/CM)"	"3"	45908
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Other Midwife"	"4"	3458
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Other"	"5"	3489
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Unknown or not stated"	"9"	141
	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Not Reported"	"100"	0
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Doctor of Medicine(MD)"	"1"	372554
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Doctor of Osteopathy(DO)"	"2"	69223
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Certified Nurse Midwife(CNM/CM)"	"3"	48124
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Other Midwife"	"4"	4904
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Other"	"5"	13669
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Unknown or not stated"	"9"	213
	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Not Reported"	"100"	0
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"Doctor of Medicine(MD)"	"1"	359752
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"Doctor of Osteopathy(DO)"	"2"	69863
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"Certified Nurse Midwife(CNM/CM)"	"3"	50333
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"Other Midwife"	"4"	5206
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"Other"	"5"	13358
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"Unknown or not stated"	"9"	88
	"Division 3: East North Central"	"CENS-D3"	"2022"	"2022"	"Not Reported"	"100"	0
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"Doctor of Medicine(MD)"	"1"	350233
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"Doctor of Osteopathy(DO)"	"2"	71597
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"Certified Nurse Midwife(CNM/CM)"	"3"	53069
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"Other Midwife"	"4"	5542
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"Other"	"5"	9058
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"Unknown or not stated"	"9"	95
	"Division 3: East North Central"	"CENS-D3"	"2023"	"2023"	"Not Reported"	"100"	0
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Doctor of Medicine(MD)"	"1"	226509
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Doctor of Osteopathy(DO)"	"2"	26324
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Certified Nurse Midwife(CNM/CM)"	"3"	16156
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Other Midwife"	"4"	1102
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Other"	"5"	1387
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Unknown or not stated"	"9"	92
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Not Reported"	"100"	0
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Doctor of Medicine(MD)"	"1"	223038
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Doctor of Osteopathy(DO)"	"2"	26707
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Certified Nurse Midwife(CNM/CM)"	"3"	16560
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Other Midwife"	"4"	1338
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Other"	"5"	1489
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Unknown or not stated"	"9"	343
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Not Reported"	"100"	0
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"Doctor of Medicine(MD)"	"1"	223466
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"Doctor of Osteopathy(DO)"	"2"	27601
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"Certified Nurse Midwife(CNM/CM)"	"3"	16860
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"Other Midwife"	"4"	1652
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"Other"	"5"	1662
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"Unknown or not stated"	"9"	172
	"Division 4: West North Central"	"CENS-D4"	"2012"	"2012"	"Not Reported"	"100"	0
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"Doctor of Medicine(MD)"	"1"	221871
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"Doctor of Osteopathy(DO)"	"2"	28067
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"Certified Nurse Midwife(CNM/CM)"	"3"	17863
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"Other Midwife"	"4"	1557
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"Other"	"5"	1742
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"Unknown or not stated"	"9"	230
	"Division 4: West North Central"	"CENS-D4"	"2013"	"2013"	"Not Reported"	"100"	0
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"Doctor of Medicine(MD)"	"1"	221765
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"Doctor of Osteopathy(DO)"	"2"	29819
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"Certified Nurse Midwife(CNM/CM)"	"3"	19174
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"Other Midwife"	"4"	1617
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"Other"	"5"	1878
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"Unknown or not stated"	"9"	357
	"Division 4: West North Central"	"CENS-D4"	"2014"	"2014"	"Not Reported"	"100"	0
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"Doctor of Medicine(MD)"	"1"	219329
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"Doctor of Osteopathy(DO)"	"2"	31253
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"Certified Nurse Midwife(CNM/CM)"	"3"	19359
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"Other Midwife"	"4"	1842
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"Other"	"5"	1891
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"Unknown or not stated"	"9"	186
	"Division 4: West North Central"	"CENS-D4"	"2015"	"2015"	"Not Reported"	"100"	0
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"Doctor of Medicine(MD)"	"1"	215765
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"Doctor of Osteopathy(DO)"	"2"	31836
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"Certified Nurse Midwife(CNM/CM)"	"3"	20491
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"Other Midwife"	"4"	1974
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"Other"	"5"	1729
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"Unknown or not stated"	"9"	362
	"Division 4: West North Central"	"CENS-D4"	"2016"	"2016"	"Not Reported"	"100"	0
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"Doctor of Medicine(MD)"	"1"	207734
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"Doctor of Osteopathy(DO)"	"2"	32900
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"Certified Nurse Midwife(CNM/CM)"	"3"	20641
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"Other Midwife"	"4"	1980
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"Other"	"5"	1660
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"Unknown or not stated"	"9"	355
	"Division 4: West North Central"	"CENS-D4"	"2017"	"2017"	"Not Reported"	"100"	0
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"Doctor of Medicine(MD)"	"1"	203922
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"Doctor of Osteopathy(DO)"	"2"	33303
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"Certified Nurse Midwife(CNM/CM)"	"3"	21339
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"Other Midwife"	"4"	2079
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"Other"	"5"	1721
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"Unknown or not stated"	"9"	312
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"Not Reported"	"100"	0
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"Doctor of Medicine(MD)"	"1"	199134
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"Doctor of Osteopathy(DO)"	"2"	33449
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"Certified Nurse Midwife(CNM/CM)"	"3"	21393
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"Other Midwife"	"4"	2022
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"Other"	"5"	1680
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"Unknown or not stated"	"9"	178
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"Not Reported"	"100"	0
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Doctor of Medicine(MD)"	"1"	190185
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Doctor of Osteopathy(DO)"	"2"	32443
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Certified Nurse Midwife(CNM/CM)"	"3"	21251
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Other Midwife"	"4"	2468
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Other"	"5"	1983
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Unknown or not stated"	"9"	198
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Not Reported"	"100"	0
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Doctor of Medicine(MD)"	"1"	189125
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Doctor of Osteopathy(DO)"	"2"	34435
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Certified Nurse Midwife(CNM/CM)"	"3"	22892
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Other Midwife"	"4"	2777
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Other"	"5"	2153
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Unknown or not stated"	"9"	126
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Not Reported"	"100"	0
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"Doctor of Medicine(MD)"	"1"	184398
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"Doctor of Osteopathy(DO)"	"2"	35281
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"Certified Nurse Midwife(CNM/CM)"	"3"	24096
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"Other Midwife"	"4"	3017
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"Other"	"5"	2062
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"Unknown or not stated"	"9"	166
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"Not Reported"	"100"	0
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"Doctor of Medicine(MD)"	"1"	178265
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"Doctor of Osteopathy(DO)"	"2"	35296
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"Certified Nurse Midwife(CNM/CM)"	"3"	24939
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"Other Midwife"	"4"	3249
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"Other"	"5"	2039
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"Unknown or not stated"	"9"	126
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"Not Reported"	"100"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Doctor of Medicine(MD)"	"1"	640245
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Doctor of Osteopathy(DO)"	"2"	22848
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Certified Nurse Midwife(CNM/CM)"	"3"	75161
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Other Midwife"	"4"	3601
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Other"	"5"	4221
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Unknown or not stated"	"9"	955
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Not Reported"	"100"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Doctor of Medicine(MD)"	"1"	631626
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Doctor of Osteopathy(DO)"	"2"	23308
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Certified Nurse Midwife(CNM/CM)"	"3"	76053
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Other Midwife"	"4"	4104
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Other"	"5"	4884
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Unknown or not stated"	"9"	644
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Not Reported"	"100"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Doctor of Medicine(MD)"	"1"	625801
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Doctor of Osteopathy(DO)"	"2"	24738
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Certified Nurse Midwife(CNM/CM)"	"3"	76541
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Other Midwife"	"4"	4447
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Other"	"5"	5422
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Unknown or not stated"	"9"	610
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Not Reported"	"100"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Doctor of Medicine(MD)"	"1"	621011
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Doctor of Osteopathy(DO)"	"2"	24672
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Certified Nurse Midwife(CNM/CM)"	"3"	76675
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Other Midwife"	"4"	4704
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Other"	"5"	6872
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Unknown or not stated"	"9"	1062
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Not Reported"	"100"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Doctor of Medicine(MD)"	"1"	630827
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Doctor of Osteopathy(DO)"	"2"	26847
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Certified Nurse Midwife(CNM/CM)"	"3"	78590
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Other Midwife"	"4"	5488
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Other"	"5"	5356
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Unknown or not stated"	"9"	434
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Not Reported"	"100"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Doctor of Medicine(MD)"	"1"	629952
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Doctor of Osteopathy(DO)"	"2"	28805
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Certified Nurse Midwife(CNM/CM)"	"3"	79300
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Other Midwife"	"4"	5765
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Other"	"5"	7810
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Unknown or not stated"	"9"	491
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Not Reported"	"100"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Doctor of Medicine(MD)"	"1"	625811
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Doctor of Osteopathy(DO)"	"2"	30846
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Certified Nurse Midwife(CNM/CM)"	"3"	80470
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Other Midwife"	"4"	5360
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Other"	"5"	5757
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Unknown or not stated"	"9"	466
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Not Reported"	"100"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Doctor of Medicine(MD)"	"1"	614767
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Doctor of Osteopathy(DO)"	"2"	30996
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Certified Nurse Midwife(CNM/CM)"	"3"	83727
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Other Midwife"	"4"	5340
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Other"	"5"	5673
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Unknown or not stated"	"9"	646
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Not Reported"	"100"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Doctor of Medicine(MD)"	"1"	602057
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Doctor of Osteopathy(DO)"	"2"	32608
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Certified Nurse Midwife(CNM/CM)"	"3"	84799
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Other Midwife"	"4"	5659
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Other"	"5"	6547
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Unknown or not stated"	"9"	671
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Not Reported"	"100"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Doctor of Medicine(MD)"	"1"	590015
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Doctor of Osteopathy(DO)"	"2"	34065
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Certified Nurse Midwife(CNM/CM)"	"3"	89821
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Other Midwife"	"4"	5683
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Other"	"5"	7096
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Unknown or not stated"	"9"	840
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Not Reported"	"100"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"Doctor of Medicine(MD)"	"1"	564177
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"Doctor of Osteopathy(DO)"	"2"	35726
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"Certified Nurse Midwife(CNM/CM)"	"3"	90746
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"Other Midwife"	"4"	6439
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"Other"	"5"	7024
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"Unknown or not stated"	"9"	358
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"Not Reported"	"100"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"Doctor of Medicine(MD)"	"1"	567913
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"Doctor of Osteopathy(DO)"	"2"	37226
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"Certified Nurse Midwife(CNM/CM)"	"3"	97685
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"Other Midwife"	"4"	7335
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"Other"	"5"	7675
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"Unknown or not stated"	"9"	600
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"Not Reported"	"100"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"Doctor of Medicine(MD)"	"1"	572448
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"Doctor of Osteopathy(DO)"	"2"	41244
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"Certified Nurse Midwife(CNM/CM)"	"3"	100139
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"Other Midwife"	"4"	7540
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"Other"	"5"	7837
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"Unknown or not stated"	"9"	969
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"Not Reported"	"100"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"Doctor of Medicine(MD)"	"1"	553974
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"Doctor of Osteopathy(DO)"	"2"	44223
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"Certified Nurse Midwife(CNM/CM)"	"3"	103500
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"Other Midwife"	"4"	7483
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"Other"	"5"	7785
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"Unknown or not stated"	"9"	548
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"Not Reported"	"100"	0
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"Doctor of Medicine(MD)"	"1"	218720
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"Doctor of Osteopathy(DO)"	"2"	6083
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"Certified Nurse Midwife(CNM/CM)"	"3"	8973
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"Other Midwife"	"4"	697
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"Other"	"5"	876
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"Unknown or not stated"	"9"	16
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"Not Reported"	"100"	0
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"Doctor of Medicine(MD)"	"1"	217233
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"Doctor of Osteopathy(DO)"	"2"	6112
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"Certified Nurse Midwife(CNM/CM)"	"3"	9165
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"Other Midwife"	"4"	701
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"Other"	"5"	942
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"Unknown or not stated"	"9"	19
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"Not Reported"	"100"	0
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"Doctor of Medicine(MD)"	"1"	216075
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"Doctor of Osteopathy(DO)"	"2"	6394
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"Certified Nurse Midwife(CNM/CM)"	"3"	9043
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"Other Midwife"	"4"	716
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"Other"	"5"	1006
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"Unknown or not stated"	"9"	12
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"Not Reported"	"100"	0
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"Doctor of Medicine(MD)"	"1"	214226
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"Doctor of Osteopathy(DO)"	"2"	6597
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"Certified Nurse Midwife(CNM/CM)"	"3"	9738
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"Other Midwife"	"4"	800
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"Other"	"5"	1100
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"Unknown or not stated"	"9"	18
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"Not Reported"	"100"	0
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"Doctor of Medicine(MD)"	"1"	215366
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"Doctor of Osteopathy(DO)"	"2"	7561
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"Certified Nurse Midwife(CNM/CM)"	"3"	10684
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"Other Midwife"	"4"	1101
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"Other"	"5"	1204
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"Unknown or not stated"	"9"	14
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"Not Reported"	"100"	0
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Doctor of Medicine(MD)"	"1"	213384
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Doctor of Osteopathy(DO)"	"2"	8967
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Certified Nurse Midwife(CNM/CM)"	"3"	10882
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Other Midwife"	"4"	1182
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Other"	"5"	1291
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Not Reported"	"100"	0
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Doctor of Medicine(MD)"	"1"	210198
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Doctor of Osteopathy(DO)"	"2"	9251
