"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Medical Attendant"	"Medical Attendant Code"	Births
	"Florida"	"12"	"2018"	"2018"	"Other"	"5"	1295
	"Florida"	"12"	"2018"	"2018"	"Unknown or not stated"	"9"	27
	"Florida"	"12"	"2018"	"2018"	"Not Reported"	"100"	0
	"Florida"	"12"	"2019"	"2019"	"Doctor of Medicine(MD)"	"1"	173982
	"Florida"	"12"	"2019"	"2019"	"Doctor of Osteopathy(DO)"	"2"	13338
	"Florida"	"12"	"2019"	"2019"	"Certified Nurse Midwife(CNM/CM)"	"3"	28285
	"Florida"	"12"	"2019"	"2019"	"Other Midwife"	"4"	2915
	"Florida"	"12"	"2019"	"2019"	"Other"	"5"	1453
	"Florida"	"12"	"2019"	"2019"	"Unknown or not stated"	"9"	29
	"Florida"	"12"	"2019"	"2019"	"Not Reported"	"100"	0
	"Florida"	"12"	"2020"	"2020"	"Doctor of Medicine(MD)"	"1"	163880
	"Florida"	"12"	"2020"	"2020"	"Doctor of Osteopathy(DO)"	"2"	13139
	"Florida"	"12"	"2020"	"2020"	"Certified Nurse Midwife(CNM/CM)"	"3"	27926
	"Florida"	"12"	"2020"	"2020"	"Other Midwife"	"4"	3191
	"Florida"	"12"	"2020"	"2020"	"Other"	"5"	1508
	"Florida"	"12"	"2020"	"2020"	"Unknown or not stated"	"9"	27
	"Florida"	"12"	"2020"	"2020"	"Not Reported"	"100"	0
	"Florida"	"12"	"2021"	"2021"	"Doctor of Medicine(MD)"	"1"	168331
	"Florida"	"12"	"2021"	"2021"	"Doctor of Osteopathy(DO)"	"2"	14108
	"Florida"	"12"	"2021"	"2021"	"Certified Nurse Midwife(CNM/CM)"	"3"	28700
	"Florida"	"12"	"2021"	"2021"	"Other Midwife"	"4"	3416
	"Florida"	"12"	"2021"	"2021"	"Other"	"5"	1681
	"Florida"	"12"	"2021"	"2021"	"Unknown or not stated"	"9"	24
	"Florida"	"12"	"2021"	"2021"	"Not Reported"	"100"	0
	"Florida"	"12"	"2022"	"2022"	"Doctor of Medicine(MD)"	"1"	172480
	"Florida"	"12"	"2022"	"2022"	"Doctor of Osteopathy(DO)"	"2"	16279
	"Florida"	"12"	"2022"	"2022"	"Certified Nurse Midwife(CNM/CM)"	"3"	29917
	"Florida"	"12"	"2022"	"2022"	"Other Midwife"	"4"	3541
	"Florida"	"12"	"2022"	"2022"	"Other"	"5"	2177
	"Florida"	"12"	"2022"	"2022"	"Unknown or not stated"	"9"	39
	"Florida"	"12"	"2022"	"2022"	"Not Reported"	"100"	0
	"Florida"	"12"	"2023"	"2023"	"Doctor of Medicine(MD)"	"1"	168857
	"Florida"	"12"	"2023"	"2023"	"Doctor of Osteopathy(DO)"	"2"	16941
	"Florida"	"12"	"2023"	"2023"	"Certified Nurse Midwife(CNM/CM)"	"3"	29885
	"Florida"	"12"	"2023"	"2023"	"Other Midwife"	"4"	3367
	"Florida"	"12"	"2023"	"2023"	"Other"	"5"	2204
	"Florida"	"12"	"2023"	"2023"	"Unknown or not stated"	"9"	156
	"Florida"	"12"	"2023"	"2023"	"Not Reported"	"100"	0
	"Georgia"	"13"	"2010"	"2010"	"Doctor of Medicine(MD)"	"1"	109906
	"Georgia"	"13"	"2010"	"2010"	"Doctor of Osteopathy(DO)"	"2"	2362
	"Georgia"	"13"	"2010"	"2010"	"Certified Nurse Midwife(CNM/CM)"	"3"	20540
	"Georgia"	"13"	"2010"	"2010"	"Other Midwife"	"4"	45
	"Georgia"	"13"	"2010"	"2010"	"Other"	"5"	1050
	"Georgia"	"13"	"2010"	"2010"	"Unknown or not stated"	"9"	44
	"Georgia"	"13"	"2010"	"2010"	"Not Reported"	"100"	0
	"Georgia"	"13"	"2011"	"2011"	"Doctor of Medicine(MD)"	"1"	107448
	"Georgia"	"13"	"2011"	"2011"	"Doctor of Osteopathy(DO)"	"2"	2525
	"Georgia"	"13"	"2011"	"2011"	"Certified Nurse Midwife(CNM/CM)"	"3"	20634
	"Georgia"	"13"	"2011"	"2011"	"Other Midwife"	"4"	101
	"Georgia"	"13"	"2011"	"2011"	"Other"	"5"	1669
	"Georgia"	"13"	"2011"	"2011"	"Unknown or not stated"	"9"	32
	"Georgia"	"13"	"2011"	"2011"	"Not Reported"	"100"	0
	"Georgia"	"13"	"2012"	"2012"	"Doctor of Medicine(MD)"	"1"	104801
	"Georgia"	"13"	"2012"	"2012"	"Doctor of Osteopathy(DO)"	"2"	3078
	"Georgia"	"13"	"2012"	"2012"	"Certified Nurse Midwife(CNM/CM)"	"3"	20062
	"Georgia"	"13"	"2012"	"2012"	"Other Midwife"	"4"	71
	"Georgia"	"13"	"2012"	"2012"	"Other"	"5"	2229
	"Georgia"	"13"	"2012"	"2012"	"Unknown or not stated"	"9"	39
	"Georgia"	"13"	"2012"	"2012"	"Not Reported"	"100"	0
	"Georgia"	"13"	"2013"	"2013"	"Doctor of Medicine(MD)"	"1"	103783
	"Georgia"	"13"	"2013"	"2013"	"Doctor of Osteopathy(DO)"	"2"	2675
	"Georgia"	"13"	"2013"	"2013"	"Certified Nurse Midwife(CNM/CM)"	"3"	17958
	"Georgia"	"13"	"2013"	"2013"	"Other Midwife"	"4"	165
	"Georgia"	"13"	"2013"	"2013"	"Other"	"5"	3483
	"Georgia"	"13"	"2013"	"2013"	"Unknown or not stated"	"9"	684
	"Georgia"	"13"	"2013"	"2013"	"Not Reported"	"100"	0
	"Georgia"	"13"	"2014"	"2014"	"Doctor of Medicine(MD)"	"1"	108091
	"Georgia"	"13"	"2014"	"2014"	"Doctor of Osteopathy(DO)"	"2"	2723
	"Georgia"	"13"	"2014"	"2014"	"Certified Nurse Midwife(CNM/CM)"	"3"	17238
	"Georgia"	"13"	"2014"	"2014"	"Other Midwife"	"4"	523
	"Georgia"	"13"	"2014"	"2014"	"Other"	"5"	2351
	"Georgia"	"13"	"2014"	"2014"	"Unknown or not stated"	"9"	20
	"Georgia"	"13"	"2014"	"2014"	"Not Reported"	"100"	0
	"Georgia"	"13"	"2015"	"2015"	"Doctor of Medicine(MD)"	"1"	107151
	"Georgia"	"13"	"2015"	"2015"	"Doctor of Osteopathy(DO)"	"2"	3004
	"Georgia"	"13"	"2015"	"2015"	"Certified Nurse Midwife(CNM/CM)"	"3"	16299
	"Georgia"	"13"	"2015"	"2015"	"Other Midwife"	"4"	714
	"Georgia"	"13"	"2015"	"2015"	"Other"	"5"	4220
	"Georgia"	"13"	"2015"	"2015"	"Unknown or not stated"	"9"	16
	"Georgia"	"13"	"2015"	"2015"	"Not Reported"	"100"	0
	"Georgia"	"13"	"2016"	"2016"	"Doctor of Medicine(MD)"	"1"	106264
	"Georgia"	"13"	"2016"	"2016"	"Doctor of Osteopathy(DO)"	"2"	3370
	"Georgia"	"13"	"2016"	"2016"	"Certified Nurse Midwife(CNM/CM)"	"3"	17248
	"Georgia"	"13"	"2016"	"2016"	"Other Midwife"	"4"	605
	"Georgia"	"13"	"2016"	"2016"	"Other"	"5"	2537
	"Georgia"	"13"	"2016"	"2016"	"Unknown or not stated"	"9"	18
	"Georgia"	"13"	"2016"	"2016"	"Not Reported"	"100"	0
	"Georgia"	"13"	"2017"	"2017"	"Doctor of Medicine(MD)"	"1"	105320
	"Georgia"	"13"	"2017"	"2017"	"Doctor of Osteopathy(DO)"	"2"	3370
	"Georgia"	"13"	"2017"	"2017"	"Certified Nurse Midwife(CNM/CM)"	"3"	17649
	"Georgia"	"13"	"2017"	"2017"	"Other Midwife"	"4"	409
	"Georgia"	"13"	"2017"	"2017"	"Other"	"5"	2470
	"Georgia"	"13"	"2017"	"2017"	"Unknown or not stated"	"9"	25
	"Georgia"	"13"	"2017"	"2017"	"Not Reported"	"100"	0
	"Georgia"	"13"	"2018"	"2018"	"Doctor of Medicine(MD)"	"1"	103408
	"Georgia"	"13"	"2018"	"2018"	"Doctor of Osteopathy(DO)"	"2"	2920
	"Georgia"	"13"	"2018"	"2018"	"Certified Nurse Midwife(CNM/CM)"	"3"	16823
	"Georgia"	"13"	"2018"	"2018"	"Other Midwife"	"4"	405
	"Georgia"	"13"	"2018"	"2018"	"Other"	"5"	2603
	"Georgia"	"13"	"2018"	"2018"	"Unknown or not stated"	"9"	13
	"Georgia"	"13"	"2018"	"2018"	"Not Reported"	"100"	0
	"Georgia"	"13"	"2019"	"2019"	"Doctor of Medicine(MD)"	"1"	102656
	"Georgia"	"13"	"2019"	"2019"	"Doctor of Osteopathy(DO)"	"2"	3355
	"Georgia"	"13"	"2019"	"2019"	"Certified Nurse Midwife(CNM/CM)"	"3"	17280
	"Georgia"	"13"	"2019"	"2019"	"Other Midwife"	"4"	324
	"Georgia"	"13"	"2019"	"2019"	"Other"	"5"	2746
	"Georgia"	"13"	"2019"	"2019"	"Unknown or not stated"	"9"	10
	"Georgia"	"13"	"2019"	"2019"	"Not Reported"	"100"	0
	"Georgia"	"13"	"2020"	"2020"	"Doctor of Medicine(MD)"	"1"	97216
	"Georgia"	"13"	"2020"	"2020"	"Doctor of Osteopathy(DO)"	"2"	4154
	"Georgia"	"13"	"2020"	"2020"	"Certified Nurse Midwife(CNM/CM)"	"3"	17944
	"Georgia"	"13"	"2020"	"2020"	"Other Midwife"	"4"	389
	"Georgia"	"13"	"2020"	"2020"	"Other"	"5"	2759
	"Georgia"	"13"	"2020"	"2020"	"Unknown or not stated"	"9"	11
	"Georgia"	"13"	"2020"	"2020"	"Not Reported"	"100"	0
	"Georgia"	"13"	"2021"	"2021"	"Doctor of Medicine(MD)"	"1"	95539
	"Georgia"	"13"	"2021"	"2021"	"Doctor of Osteopathy(DO)"	"2"	4470
	"Georgia"	"13"	"2021"	"2021"	"Certified Nurse Midwife(CNM/CM)"	"3"	20226
	"Georgia"	"13"	"2021"	"2021"	"Other Midwife"	"4"	606
	"Georgia"	"13"	"2021"	"2021"	"Other"	"5"	3212
	"Georgia"	"13"	"2021"	"2021"	"Unknown or not stated"	"9"	20
	"Georgia"	"13"	"2021"	"2021"	"Not Reported"	"100"	0
	"Georgia"	"13"	"2022"	"2022"	"Doctor of Medicine(MD)"	"1"	96561
	"Georgia"	"13"	"2022"	"2022"	"Doctor of Osteopathy(DO)"	"2"	5033
	"Georgia"	"13"	"2022"	"2022"	"Certified Nurse Midwife(CNM/CM)"	"3"	21077
	"Georgia"	"13"	"2022"	"2022"	"Other Midwife"	"4"	443
	"Georgia"	"13"	"2022"	"2022"	"Other"	"5"	2995
	"Georgia"	"13"	"2022"	"2022"	"Unknown or not stated"	"9"	21
	"Georgia"	"13"	"2022"	"2022"	"Not Reported"	"100"	0
	"Georgia"	"13"	"2023"	"2023"	"Doctor of Medicine(MD)"	"1"	94221
	"Georgia"	"13"	"2023"	"2023"	"Doctor of Osteopathy(DO)"	"2"	4954
	"Georgia"	"13"	"2023"	"2023"	"Certified Nurse Midwife(CNM/CM)"	"3"	22902
	"Georgia"	"13"	"2023"	"2023"	"Other Midwife"	"4"	447
	"Georgia"	"13"	"2023"	"2023"	"Other"	"5"	2569
	"Georgia"	"13"	"2023"	"2023"	"Unknown or not stated"	"9"	27
	"Georgia"	"13"	"2023"	"2023"	"Not Reported"	"100"	0
	"Illinois"	"17"	"2010"	"2010"	"Doctor of Medicine(MD)"	"1"	145202
	"Illinois"	"17"	"2010"	"2010"	"Doctor of Osteopathy(DO)"	"2"	8996
	"Illinois"	"17"	"2010"	"2010"	"Certified Nurse Midwife(CNM/CM)"	"3"	9770
	"Illinois"	"17"	"2010"	"2010"	"Other Midwife"	"4"	124
	"Illinois"	"17"	"2010"	"2010"	"Other"	"5"	1050
	"Illinois"	"17"	"2010"	"2010"	"Unknown or not stated"	"9"	58
	"Illinois"	"17"	"2010"	"2010"	"Not Reported"	"100"	0
	"Illinois"	"17"	"2011"	"2011"	"Doctor of Medicine(MD)"	"1"	141580
	"Illinois"	"17"	"2011"	"2011"	"Doctor of Osteopathy(DO)"	"2"	8838
	"Illinois"	"17"	"2011"	"2011"	"Certified Nurse Midwife(CNM/CM)"	"3"	9030
	"Illinois"	"17"	"2011"	"2011"	"Other Midwife"	"4"	82
	"Illinois"	"17"	"2011"	"2011"	"Other"	"5"	946
	"Illinois"	"17"	"2011"	"2011"	"Unknown or not stated"	"9"	836
	"Illinois"	"17"	"2011"	"2011"	"Not Reported"	"100"	0
	"Illinois"	"17"	"2012"	"2012"	"Doctor of Medicine(MD)"	"1"	139172
	"Illinois"	"17"	"2012"	"2012"	"Doctor of Osteopathy(DO)"	"2"	9298
	"Illinois"	"17"	"2012"	"2012"	"Certified Nurse Midwife(CNM/CM)"	"3"	9437
	"Illinois"	"17"	"2012"	"2012"	"Other Midwife"	"4"	120
	"Illinois"	"17"	"2012"	"2012"	"Other"	"5"	924
	"Illinois"	"17"	"2012"	"2012"	"Unknown or not stated"	"9"	209
	"Illinois"	"17"	"2012"	"2012"	"Not Reported"	"100"	0
	"Illinois"	"17"	"2013"	"2013"	"Doctor of Medicine(MD)"	"1"	137412
	"Illinois"	"17"	"2013"	"2013"	"Doctor of Osteopathy(DO)"	"2"	8607
	"Illinois"	"17"	"2013"	"2013"	"Certified Nurse Midwife(CNM/CM)"	"3"	9792
	"Illinois"	"17"	"2013"	"2013"	"Other Midwife"	"4"	163
	"Illinois"	"17"	"2013"	"2013"	"Other"	"5"	872
	"Illinois"	"17"	"2013"	"2013"	"Unknown or not stated"	"9"	85
	"Illinois"	"17"	"2013"	"2013"	"Not Reported"	"100"	0
	"Illinois"	"17"	"2014"	"2014"	"Doctor of Medicine(MD)"	"1"	137907
	"Illinois"	"17"	"2014"	"2014"	"Doctor of Osteopathy(DO)"	"2"	9031
	"Illinois"	"17"	"2014"	"2014"	"Certified Nurse Midwife(CNM/CM)"	"3"	10354
	"Illinois"	"17"	"2014"	"2014"	"Other Midwife"	"4"	132
	"Illinois"	"17"	"2014"	"2014"	"Other"	"5"	1058
	"Illinois"	"17"	"2014"	"2014"	"Unknown or not stated"	"9"	74
	"Illinois"	"17"	"2014"	"2014"	"Not Reported"	"100"	0
	"Illinois"	"17"	"2015"	"2015"	"Doctor of Medicine(MD)"	"1"	137214
	"Illinois"	"17"	"2015"	"2015"	"Doctor of Osteopathy(DO)"	"2"	9721
	"Illinois"	"17"	"2015"	"2015"	"Certified Nurse Midwife(CNM/CM)"	"3"	10113
	"Illinois"	"17"	"2015"	"2015"	"Other Midwife"	"4"	58
	"Illinois"	"17"	"2015"	"2015"	"Other"	"5"	950
	"Illinois"	"17"	"2015"	"2015"	"Unknown or not stated"	"9"	60
	"Illinois"	"17"	"2015"	"2015"	"Not Reported"	"100"	0
	"Illinois"	"17"	"2016"	"2016"	"Doctor of Medicine(MD)"	"1"	132457
	"Illinois"	"17"	"2016"	"2016"	"Doctor of Osteopathy(DO)"	"2"	10487
	"Illinois"	"17"	"2016"	"2016"	"Certified Nurse Midwife(CNM/CM)"	"3"	10454
	"Illinois"	"17"	"2016"	"2016"	"Other Midwife"	"4"	113
	"Illinois"	"17"	"2016"	"2016"	"Other"	"5"	870
	"Illinois"	"17"	"2016"	"2016"	"Unknown or not stated"	"9"	64
	"Illinois"	"17"	"2016"	"2016"	"Not Reported"	"100"	0
	"Illinois"	"17"	"2017"	"2017"	"Doctor of Medicine(MD)"	"1"	126309
	"Illinois"	"17"	"2017"	"2017"	"Doctor of Osteopathy(DO)"	"2"	10636
	"Illinois"	"17"	"2017"	"2017"	"Certified Nurse Midwife(CNM/CM)"	"3"	11303
	"Illinois"	"17"	"2017"	"2017"	"Other Midwife"	"4"	160
	"Illinois"	"17"	"2017"	"2017"	"Other"	"5"	879
	"Illinois"	"17"	"2017"	"2017"	"Unknown or not stated"	"9"	103
	"Illinois"	"17"	"2017"	"2017"	"Not Reported"	"100"	0
	"Illinois"	"17"	"2018"	"2018"	"Doctor of Medicine(MD)"	"1"	121526
	"Illinois"	"17"	"2018"	"2018"	"Doctor of Osteopathy(DO)"	"2"	10645
	"Illinois"	"17"	"2018"	"2018"	"Certified Nurse Midwife(CNM/CM)"	"3"	11487
	"Illinois"	"17"	"2018"	"2018"	"Other Midwife"	"4"	195
	"Illinois"	"17"	"2018"	"2018"	"Other"	"5"	922
	"Illinois"	"17"	"2018"	"2018"	"Unknown or not stated"	"9"	40
	"Illinois"	"17"	"2018"	"2018"	"Not Reported"	"100"	0
	"Illinois"	"17"	"2019"	"2019"	"Doctor of Medicine(MD)"	"1"	115935
	"Illinois"	"17"	"2019"	"2019"	"Doctor of Osteopathy(DO)"	"2"	10994
	"Illinois"	"17"	"2019"	"2019"	"Certified Nurse Midwife(CNM/CM)"	"3"	12156
	"Illinois"	"17"	"2019"	"2019"	"Other Midwife"	"4"	64
	"Illinois"	"17"	"2019"	"2019"	"Other"	"5"	925
	"Illinois"	"17"	"2019"	"2019"	"Unknown or not stated"	"9"	54
	"Illinois"	"17"	"2019"	"2019"	"Not Reported"	"100"	0
	"Illinois"	"17"	"2020"	"2020"	"Doctor of Medicine(MD)"	"1"	109558
	"Illinois"	"17"	"2020"	"2020"	"Doctor of Osteopathy(DO)"	"2"	10938
	"Illinois"	"17"	"2020"	"2020"	"Certified Nurse Midwife(CNM/CM)"	"3"	11709
	"Illinois"	"17"	"2020"	"2020"	"Other Midwife"	"4"	86
	"Illinois"	"17"	"2020"	"2020"	"Other"	"5"	968
	"Illinois"	"17"	"2020"	"2020"	"Unknown or not stated"	"9"	39
	"Illinois"	"17"	"2020"	"2020"	"Not Reported"	"100"	0
	"Illinois"	"17"	"2021"	"2021"	"Doctor of Medicine(MD)"	"1"	107090
	"Illinois"	"17"	"2021"	"2021"	"Doctor of Osteopathy(DO)"	"2"	11720
	"Illinois"	"17"	"2021"	"2021"	"Certified Nurse Midwife(CNM/CM)"	"3"	12135
	"Illinois"	"17"	"2021"	"2021"	"Other Midwife"	"4"	82
	"Illinois"	"17"	"2021"	"2021"	"Other"	"5"	1129
	"Illinois"	"17"	"2021"	"2021"	"Unknown or not stated"	"9"	33
	"Illinois"	"17"	"2021"	"2021"	"Not Reported"	"100"	0
	"Illinois"	"17"	"2022"	"2022"	"Doctor of Medicine(MD)"	"1"	102103
	"Illinois"	"17"	"2022"	"2022"	"Doctor of Osteopathy(DO)"	"2"	12162
	"Illinois"	"17"	"2022"	"2022"	"Certified Nurse Midwife(CNM/CM)"	"3"	12763
	"Illinois"	"17"	"2022"	"2022"	"Other Midwife"	"4"	80
	"Illinois"	"17"	"2022"	"2022"	"Other"	"5"	1215
	"Illinois"	"17"	"2022"	"2022"	"Unknown or not stated"	"9"	27
	"Illinois"	"17"	"2022"	"2022"	"Not Reported"	"100"	0
	"Illinois"	"17"	"2023"	"2023"	"Doctor of Medicine(MD)"	"1"	98948
	"Illinois"	"17"	"2023"	"2023"	"Doctor of Osteopathy(DO)"	"2"	12267
	"Illinois"	"17"	"2023"	"2023"	"Certified Nurse Midwife(CNM/CM)"	"3"	12481
	"Illinois"	"17"	"2023"	"2023"	"Other Midwife"	"4"	79
	"Illinois"	"17"	"2023"	"2023"	"Other"	"5"	1013
	"Illinois"	"17"	"2023"	"2023"	"Unknown or not stated"	"9"	32
	"Illinois"	"17"	"2023"	"2023"	"Not Reported"	"100"	0
	"Indiana"	"18"	"2010"	"2010"	"Doctor of Medicine(MD)"	"1"	73403
	"Indiana"	"18"	"2010"	"2010"	"Doctor of Osteopathy(DO)"	"2"	3766
	"Indiana"	"18"	"2010"	"2010"	"Certified Nurse Midwife(CNM/CM)"	"3"	5612
	"Indiana"	"18"	"2010"	"2010"	"Other Midwife"	"4"	370
	"Indiana"	"18"	"2010"	"2010"	"Other"	"5"	765
	"Indiana"	"18"	"2010"	"2010"	"Unknown or not stated"	"9"	24
	"Indiana"	"18"	"2010"	"2010"	"Not Reported"	"100"	0
	"Indiana"	"18"	"2011"	"2011"	"Doctor of Medicine(MD)"	"1"	73067
	"Indiana"	"18"	"2011"	"2011"	"Doctor of Osteopathy(DO)"	"2"	3961
	"Indiana"	"18"	"2011"	"2011"	"Certified Nurse Midwife(CNM/CM)"	"3"	5335
	"Indiana"	"18"	"2011"	"2011"	"Other Midwife"	"4"	437
	"Indiana"	"18"	"2011"	"2011"	"Other"	"5"	861
	"Indiana"	"18"	"2011"	"2011"	"Unknown or not stated"	"9"	40
	"Indiana"	"18"	"2011"	"2011"	"Not Reported"	"100"	0
	"Indiana"	"18"	"2012"	"2012"	"Doctor of Medicine(MD)"	"1"	73053
	"Indiana"	"18"	"2012"	"2012"	"Doctor of Osteopathy(DO)"	"2"	3889
	"Indiana"	"18"	"2012"	"2012"	"Certified Nurse Midwife(CNM/CM)"	"3"	5128
	"Indiana"	"18"	"2012"	"2012"	"Other Midwife"	"4"	405
	"Indiana"	"18"	"2012"	"2012"	"Other"	"5"	740
	"Indiana"	"18"	"2012"	"2012"	"Unknown or not stated"	"9"	12
	"Indiana"	"18"	"2012"	"2012"	"Not Reported"	"100"	0
	"Indiana"	"18"	"2013"	"2013"	"Doctor of Medicine(MD)"	"1"	72806
	"Indiana"	"18"	"2013"	"2013"	"Doctor of Osteopathy(DO)"	"2"	3755
	"Indiana"	"18"	"2013"	"2013"	"Certified Nurse Midwife(CNM/CM)"	"3"	5298
	"Indiana"	"18"	"2013"	"2013"	"Other Midwife"	"4"	455
	"Indiana"	"18"	"2013"	"2013"	"Other"	"5"	761
	"Indiana"	"18"	"2013"	"2013"	"Unknown or not stated"	"9"	27
	"Indiana"	"18"	"2013"	"2013"	"Not Reported"	"100"	0
	"Indiana"	"18"	"2014"	"2014"	"Doctor of Medicine(MD)"	"1"	73677
	"Indiana"	"18"	"2014"	"2014"	"Doctor of Osteopathy(DO)"	"2"	3907
	"Indiana"	"18"	"2014"	"2014"	"Certified Nurse Midwife(CNM/CM)"	"3"	5111
	"Indiana"	"18"	"2014"	"2014"	"Other Midwife"	"4"	562
	"Indiana"	"18"	"2014"	"2014"	"Other"	"5"	801
	"Indiana"	"18"	"2014"	"2014"	"Unknown or not stated"	"9"	22
	"Indiana"	"18"	"2014"	"2014"	"Not Reported"	"100"	0
	"Indiana"	"18"	"2015"	"2015"	"Doctor of Medicine(MD)"	"1"	73172
	"Indiana"	"18"	"2015"	"2015"	"Doctor of Osteopathy(DO)"	"2"	4092
	"Indiana"	"18"	"2015"	"2015"	"Certified Nurse Midwife(CNM/CM)"	"3"	5278
	"Indiana"	"18"	"2015"	"2015"	"Other Midwife"	"4"	631
	"Indiana"	"18"	"2015"	"2015"	"Other"	"5"	825
	"Indiana"	"18"	"2015"	"2015"	"Unknown or not stated"	"9"	42
	"Indiana"	"18"	"2015"	"2015"	"Not Reported"	"100"	0
	"Indiana"	"18"	"2016"	"2016"	"Doctor of Medicine(MD)"	"1"	71738
	"Indiana"	"18"	"2016"	"2016"	"Doctor of Osteopathy(DO)"	"2"	4388
	"Indiana"	"18"	"2016"	"2016"	"Certified Nurse Midwife(CNM/CM)"	"3"	5349
	"Indiana"	"18"	"2016"	"2016"	"Other Midwife"	"4"	634
	"Indiana"	"18"	"2016"	"2016"	"Other"	"5"	931
	"Indiana"	"18"	"2016"	"2016"	"Unknown or not stated"	"9"	51
	"Indiana"	"18"	"2016"	"2016"	"Not Reported"	"100"	0
	"Indiana"	"18"	"2017"	"2017"	"Doctor of Medicine(MD)"	"1"	71066
	"Indiana"	"18"	"2017"	"2017"	"Doctor of Osteopathy(DO)"	"2"	4254
	"Indiana"	"18"	"2017"	"2017"	"Certified Nurse Midwife(CNM/CM)"	"3"	5137
	"Indiana"	"18"	"2017"	"2017"	"Other Midwife"	"4"	724
	"Indiana"	"18"	"2017"	"2017"	"Other"	"5"	960
	"Indiana"	"18"	"2017"	"2017"	"Unknown or not stated"	"9"	29
	"Indiana"	"18"	"2017"	"2017"	"Not Reported"	"100"	0
	"Indiana"	"18"	"2018"	"2018"	"Doctor of Medicine(MD)"	"1"	70078
	"Indiana"	"18"	"2018"	"2018"	"Doctor of Osteopathy(DO)"	"2"	4743
	"Indiana"	"18"	"2018"	"2018"	"Certified Nurse Midwife(CNM/CM)"	"3"	5132
	"Indiana"	"18"	"2018"	"2018"	"Other Midwife"	"4"	1002
	"Indiana"	"18"	"2018"	"2018"	"Other"	"5"	656
	"Indiana"	"18"	"2018"	"2018"	"Unknown or not stated"	"9"	35
	"Indiana"	"18"	"2018"	"2018"	"Not Reported"	"100"	0
	"Indiana"	"18"	"2019"	"2019"	"Doctor of Medicine(MD)"	"1"	69009
	"Indiana"	"18"	"2019"	"2019"	"Doctor of Osteopathy(DO)"	"2"	5109
	"Indiana"	"18"	"2019"	"2019"	"Certified Nurse Midwife(CNM/CM)"	"3"	5033
	"Indiana"	"18"	"2019"	"2019"	"Other Midwife"	"4"	970
	"Indiana"	"18"	"2019"	"2019"	"Other"	"5"	698
	"Indiana"	"18"	"2019"	"2019"	"Unknown or not stated"	"9"	40
	"Indiana"	"18"	"2019"	"2019"	"Not Reported"	"100"	0
	"Indiana"	"18"	"2020"	"2020"	"Doctor of Medicine(MD)"	"1"	65857
	"Indiana"	"18"	"2020"	"2020"	"Doctor of Osteopathy(DO)"	"2"	5829
	"Indiana"	"18"	"2020"	"2020"	"Certified Nurse Midwife(CNM/CM)"	"3"	5075
	"Indiana"	"18"	"2020"	"2020"	"Other Midwife"	"4"	996
	"Indiana"	"18"	"2020"	"2020"	"Other"	"5"	805
	"Indiana"	"18"	"2020"	"2020"	"Unknown or not stated"	"9"	54
	"Indiana"	"18"	"2020"	"2020"	"Not Reported"	"100"	0
	"Indiana"	"18"	"2021"	"2021"	"Doctor of Medicine(MD)"	"1"	58617
	"Indiana"	"18"	"2021"	"2021"	"Doctor of Osteopathy(DO)"	"2"	4073
	"Indiana"	"18"	"2021"	"2021"	"Certified Nurse Midwife(CNM/CM)"	"3"	5758
	"Indiana"	"18"	"2021"	"2021"	"Other Midwife"	"4"	898
	"Indiana"	"18"	"2021"	"2021"	"Other"	"5"	10459
	"Indiana"	"18"	"2021"	"2021"	"Unknown or not stated"	"9"	141
	"Indiana"	"18"	"2021"	"2021"	"Not Reported"	"100"	0
	"Indiana"	"18"	"2022"	"2022"	"Doctor of Medicine(MD)"	"1"	57772
	"Indiana"	"18"	"2022"	"2022"	"Doctor of Osteopathy(DO)"	"2"	4762
	"Indiana"	"18"	"2022"	"2022"	"Certified Nurse Midwife(CNM/CM)"	"3"	6160
	"Indiana"	"18"	"2022"	"2022"	"Other Midwife"	"4"	884
	"Indiana"	"18"	"2022"	"2022"	"Other"	"5"	10070
	"Indiana"	"18"	"2022"	"2022"	"Not Reported"	"100"	0
	"Indiana"	"18"	"2023"	"2023"	"Doctor of Medicine(MD)"	"1"	59697
	"Indiana"	"18"	"2023"	"2023"	"Doctor of Osteopathy(DO)"	"2"	5354
	"Indiana"	"18"	"2023"	"2023"	"Certified Nurse Midwife(CNM/CM)"	"3"	6771
	"Indiana"	"18"	"2023"	"2023"	"Other Midwife"	"4"	896
	"Indiana"	"18"	"2023"	"2023"	"Other"	"5"	6270
	"Indiana"	"18"	"2023"	"2023"	"Unknown or not stated"	"9"	12
	"Indiana"	"18"	"2023"	"2023"	"Not Reported"	"100"	0
	"Maryland"	"24"	"2010"	"2010"	"Doctor of Medicine(MD)"	"1"	65505
	"Maryland"	"24"	"2010"	"2010"	"Doctor of Osteopathy(DO)"	"2"	1490
	"Maryland"	"24"	"2010"	"2010"	"Certified Nurse Midwife(CNM/CM)"	"3"	4963
	"Maryland"	"24"	"2010"	"2010"	"Other Midwife"	"4"	491
	"Maryland"	"24"	"2010"	"2010"	"Other"	"5"	721
	"Maryland"	"24"	"2010"	"2010"	"Unknown or not stated"	"9"	631
	"Maryland"	"24"	"2010"	"2010"	"Not Reported"	"100"	0
	"Maryland"	"24"	"2011"	"2011"	"Doctor of Medicine(MD)"	"1"	64660
